"","NA.","logFC","logCPM","PValue","symbol","name","entrez"
"921","ENSMUSG00000058715",1.79984689229725,4.52654761668619,2.5026662427658e-22,"Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide","14127"
"914","ENSMUSG00000058099",1.01837875324168,2.80869380436876,1.01272737625152e-06,"Nfam1","Nfat activating molecule with ITAM motif 1","74039"
"908","ENSMUSG00000057596",2.23462289226751,2.26775979707147,3.87124389107675e-08,"Trim30d","tripartite motif-containing 30D","209387"
"901","ENSMUSG00000056529",1.64532499370948,2.14513577719404,2.89469959847488e-13,"Ptafr","platelet-activating factor receptor","19204"
"897","ENSMUSG00000056313",1.37564309793352,1.53194586681539,5.80249515957021e-08,"1810011O10Rik","RIKEN cDNA 1810011O10 gene","69068"
"896","ENSMUSG00000056220",-1.09793480377458,4.48395480410495,0.000131070084377795,"Pla2g4a","phospholipase A2, group IVA (cytosolic, calcium-dependent)","18783"
"894","ENSMUSG00000055541",1.55024824706806,4.35230461243908,1.42139177568961e-11,"Lair1","leukocyte-associated Ig-like receptor 1","52855"
"890","ENSMUSG00000054717",1.26999214385287,2.07145509891185,2.60305554531959e-07,"Hmgb2","high mobility group box 2","97165"
"889","ENSMUSG00000054626",2.11748564897996,0.550036321259997,1.78694789534425e-10,"Xlr","X-linked lymphocyte-regulated","22441"
"887","ENSMUSG00000054520",1.45647053081329,3.57456147017557,3.42877468375264e-11,"Sh3bp2","SH3-domain binding protein 2","24055"
"886","ENSMUSG00000054404",1.02503072331131,3.45738031135777,0.000449461786697312,"Slfn5","schlafen 5","327978"
"881","ENSMUSG00000053835",1.38620287466444,3.26578059219555,0.000169279930198401,"H2-T24","histocompatibility 2, T region locus 24","15042"
"880","ENSMUSG00000053318",1.25762196889222,0.652039817222825,0.000254708301236332,"Slamf8","SLAM family member 8","74748"
"878","ENSMUSG00000053158",1.17517157152843,3.08047715514558,5.11033015528987e-08,"Fes","feline sarcoma oncogene","14159"
"877","ENSMUSG00000053113",3.15965663331599,3.37635268596315,7.77246161227011e-43,"Socs3","suppressor of cytokine signaling 3","12702"
"867","ENSMUSG00000052384",2.10284992807107,3.6906297588715,6.33452320463701e-13,"Nrros","negative regulator of reactive oxygen species","224109"
"865","ENSMUSG00000052160",1.47760432407069,4.89397216841974,8.96420755812473e-18,"Pld4","phospholipase D family, member 4","104759"
"864","ENSMUSG00000052142",2.00362201522171,2.82187048184433,2.93622914708138e-15,"Rasal3","RAS protein activator like 3","320484"
"863","ENSMUSG00000052085",1.3393018459146,3.46086343620558,9.69815068192431e-10,"Dock8","dedicator of cytokinesis 8","76088"
"861","ENSMUSG00000051747",1.81122748469319,1.68919326501939,0.0023399677205403,"Ttn","titin","22138"
"860","ENSMUSG00000051652",1.28820336462039,3.60888309000877,6.93476806570808e-13,"Lrrc3","leucine rich repeat containing 3","237387"
"859","ENSMUSG00000051506",1.40267294700171,2.39667979495085,2.81713405508789e-10,"Wdfy4","WD repeat and FYVE domain containing 4","545030"
"858","ENSMUSG00000051439",1.9430404069261,3.8580608900163,5.50013691062919e-28,"Cd14","CD14 antigen","12475"
"857","ENSMUSG00000051212",1.17817590425957,1.61209106159274,8.95637536596236e-07,"Gpr183","G protein-coupled receptor 183","321019"
"842","ENSMUSG00000049871",1.05887486122726,0.634640585370705,0.000132801918125139,"Nlrc3","NLR family, CARD domain containing 3","268857"
"838","ENSMUSG00000049625",1.36450448469606,2.49350765307188,3.83975091428682e-06,"Tifab","TRAF-interacting protein with forkhead-associated domain, family member B","212937"
"831","ENSMUSG00000049130",1.32287553384606,1.03046561032868,6.65036346248892e-05,"C5ar1","complement component 5a receptor 1","12273"
"827","ENSMUSG00000048865",1.56853728738185,3.12980271845241,2.60381676044846e-12,"Arhgap30","Rho GTPase activating protein 30","226652"
"825","ENSMUSG00000048779",1.63055560325479,2.91740908090965,7.27593450999179e-16,"P2ry6","pyrimidinergic receptor P2Y, G-protein coupled, 6","233571"
"824","ENSMUSG00000048677",1.17521560653395,2.33433990793986,1.3230344356158e-06,"Tpcn2","two pore segment channel 2","233979"
"813","ENSMUSG00000047798",2.88053558729706,3.00247421790826,5.94123640035778e-15,"Cd300lf","CD300 molecule like family member F","246746"
"810","ENSMUSG00000047735",1.08503710020483,2.94295101970094,0.000568632461826816,"Samd9l","sterile alpha motif domain containing 9-like","209086"
"806","ENSMUSG00000047419",1.0702914490397,1.64340496868658,0.000104576278421536,"Cmya5","cardiomyopathy associated 5","76469"
"805","ENSMUSG00000047407",1.50575306261529,2.47094731202345,3.79422395902734e-14,"Tgif1","TGFB-induced factor homeobox 1","21815"
"801","ENSMUSG00000047180",2.03736228184291,1.53087263996323,1.78490785715782e-15,"Neurl3","neuralized E3 ubiquitin protein ligase 3","214854"
"799","ENSMUSG00000046805",3.86120605141773,6.97044044951336,1.16705028364893e-86,"Mpeg1","macrophage expressed gene 1","17476"
"796","ENSMUSG00000046688",1.32371991542393,3.48998274835729,1.71382798819488e-09,"Tifa","TRAF-interacting protein with forkhead-associated domain","211550"
"795","ENSMUSG00000046410",1.71705762375889,3.08838082540758,5.47963232572279e-19,"Kcnk6","potassium inwardly-rectifying channel, subfamily K, member 6","52150"
"789","ENSMUSG00000045817",1.73123271034571,5.44616048819716,3.09164955149179e-18,"Zfp36l2","zinc finger protein 36, C3H type-like 2","12193"
"786","ENSMUSG00000045322",2.03443628450518,1.68534794591077,4.28943759697339e-17,"Tlr9","toll-like receptor 9","81897"
"784","ENSMUSG00000045205",1.22608792579069,5.47341123797176,4.03889278292253e-08,"Dpy19l4","dpy-19-like 4 (C. elegans)","381510"
"780","ENSMUSG00000044827",1.44977389161183,1.55829045190836,3.85498420656323e-05,"Tlr1","toll-like receptor 1","21897"
"779","ENSMUSG00000044811",2.64118127220737,3.65645362581353,4.07292901106449e-41,"Cd300c2","CD300C molecule 2","140497"
"778","ENSMUSG00000044786",2.48686577648056,4.57639068614905,3.02030239194139e-12,"Zfp36","zinc finger protein 36","22695"
"776","ENSMUSG00000044626",1.13045950995304,0.574908204074289,3.64403579476791e-05,"Liph","lipase, member H","239759"
"775","ENSMUSG00000044583",3.46089448484068,3.82850701189988,4.2897211687425e-40,"Tlr7","toll-like receptor 7","170743"
"774","ENSMUSG00000044468",2.01255130233595,3.89329606330074,3.65639268730665e-26,"Fam46c","family with sequence similarity 46, member C","74645"
"773","ENSMUSG00000044456",1.08639476437727,2.57753579378468,1.4016789082014e-06,"Rin3","Ras and Rab interactor 3","217835"
"770","ENSMUSG00000044167",1.15899269250219,4.88640462223399,2.51784500254993e-11,"Foxo1","forkhead box O1","56458"
"768","ENSMUSG00000043953",1.29574719228358,1.53636614845447,1.70706542928842e-07,"Ccrl2","chemokine (C-C motif) receptor-like 2","54199"
"763","ENSMUSG00000043415",1.54986039119998,3.9215830472928,1.03342095239014e-14,"Otud1","OTU domain containing 1","71198"
"761","ENSMUSG00000043279",1.16309939233211,4.37808415136185,1.08970935788269e-06,"Trim56","tripartite motif-containing 56","384309"
"756","ENSMUSG00000043008",1.44572566029034,2.69334847826779,5.80048068113667e-08,"Klhl6","kelch-like 6","239743"
"755","ENSMUSG00000042997",1.0195085783395,4.09852584719883,1.64619729125432e-07,"Nhlrc3","NHL repeat containing 3","212114"
"749","ENSMUSG00000042759",1.60975105512365,1.58003145390579,8.18720088923816e-15,"Apobr","apolipoprotein B receptor","171504"
"748","ENSMUSG00000042677",2.00645571725017,1.83023947076273,3.0032158419161e-12,"Zc3h12a","zinc finger CCCH type containing 12A","230738"
"747","ENSMUSG00000042622",3.27483351965475,4.10461273796435,3.18372758105368e-17,"Maff","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)","17133"
"746","ENSMUSG00000042613",1.32646460285611,7.63781583261268,6.10121800926193e-23,"Pbxip1","pre B cell leukemia transcription factor interacting protein 1","229534"
"744","ENSMUSG00000042507",1.5076904026074,4.82403270413321,4.73701253094406e-10,"Elmsan1","ELM2 and Myb/SANT-like domain containing 1","238317"
"741","ENSMUSG00000042228",1.38027272482536,3.92809648735239,1.06751579402869e-14,"Lyn","LYN proto-oncogene, Src family tyrosine kinase","17096"
"739","ENSMUSG00000042190",1.55620612063028,2.95102255889119,7.348718100719e-17,"Cmklr1","chemokine-like receptor 1","14747"
"735","ENSMUSG00000041797",1.47776025807424,4.1149659846461,1.19271923686193e-08,"Abca9","ATP-binding cassette, sub-family A (ABC1), member 9","217262"
"730","ENSMUSG00000041538",1.74909292578731,1.76440414715883,3.16337995910938e-16,"H2-Ob","histocompatibility 2, O region beta locus","15002"
"729","ENSMUSG00000041515",1.97298754558027,4.05064223798496,1.52856015952119e-21,"Irf8","interferon regulatory factor 8","15900"
"725","ENSMUSG00000040809",1.77217377881128,0.793216669313414,0.0122057447261769,"Chil3","chitinase-like 3","12655"
"723","ENSMUSG00000040747",1.6318764059124,4.15589426376793,5.82670887484851e-18,"Cd53","CD53 antigen","12508"
"717","ENSMUSG00000040663",2.58039199764535,1.88112139671551,2.66636303057743e-20,"Clcf1","cardiotrophin-like cytokine factor 1","56708"
"716","ENSMUSG00000040613",2.83061944792336,3.68561992268846,6.24145223066253e-28,"Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1","11810"
"714","ENSMUSG00000040552",3.12120080722718,3.55814391517786,9.41987115317158e-32,"C3ar1","complement component 3a receptor 1","12267"
"713","ENSMUSG00000040528",2.66005933330855,0.965314840307583,7.22638093226977e-19,"Milr1","mast cell immunoglobulin like receptor 1","380732"
"712","ENSMUSG00000040483",1.74351103335477,3.97543053782335,2.23838823328194e-12,"Xaf1","XIAP associated factor 1","327959"
"711","ENSMUSG00000040296",1.73961006681896,3.79558336718924,8.66933032921962e-10,"Ddx58","DEAD (Asp-Glu-Ala-Asp) box polypeptide 58","230073"
"709","ENSMUSG00000040253",1.93956513612963,3.02231118407168,3.5471657355805e-06,"Gbp7","guanylate binding protein 7","229900"
"708","ENSMUSG00000040152",2.09870647412745,3.26993649911978,2.42496159373321e-14,"Thbs1","thrombospondin 1","21825"
"707","ENSMUSG00000040061",1.58147662859343,1.98881431222751,3.80182786906222e-11,"Plcb2","phospholipase C, beta 2","18796"
"704","ENSMUSG00000039934",1.32499854057139,2.67680333215014,1.68057023216838e-07,"Gsap","gamma-secretase activating protein","212167"
"694","ENSMUSG00000039087",1.07173705544756,3.40947848617715,0.000241749713192057,"Rreb1","ras responsive element binding protein 1","68750"
"693","ENSMUSG00000039013",2.98686492756074,2.78109271354676,1.41942710953206e-26,"Siglecf","sialic acid binding Ig-like lectin F","233186"
"692","ENSMUSG00000039005",1.66212955128953,1.52632963563383,4.7238754600463e-12,"Tlr4","toll-like receptor 4","21898"
"690","ENSMUSG00000038843",1.82752030699791,2.86863704203705,1.85838122231677e-08,"Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2","14537"
"687","ENSMUSG00000038642",1.88342837227369,8.69901038198315,1.07995875399388e-33,"Ctss","cathepsin S","13040"
"686","ENSMUSG00000038594",1.11610285005388,4.28282787895929,5.47661204261257e-06,"Cep85l","centrosomal protein 85-like","100038725"
"682","ENSMUSG00000038507",1.31052641268335,4.00970591966953,4.11852227494854e-09,"Parp12","poly (ADP-ribose) polymerase family, member 12","243771"
"681","ENSMUSG00000038418",1.05151141171297,5.76469946665722,0.00353750464262529,"Egr1","early growth response 1","13653"
"680","ENSMUSG00000038393",1.50881956473009,5.59358724701444,9.18003230661225e-13,"Txnip","thioredoxin interacting protein","56338"
"676","ENSMUSG00000038168",1.11268102034992,1.79394546773845,1.01604349481294e-05,"P3h2","prolyl 3-hydroxylase 2","210530"
"674","ENSMUSG00000038147",3.33485964668942,4.03771891756156,1.68535253484265e-49,"Cd84","CD84 antigen","12523"
"673","ENSMUSG00000038024",1.10777820189486,3.85079535925515,0.000109399370357753,"Dennd4c","DENN/MADD domain containing 4C","329877"
"670","ENSMUSG00000037921",3.29855461059035,1.36375702193848,3.5689633148212e-09,"Ddx60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","234311"
"669","ENSMUSG00000037868",2.03109377729182,1.43786728505499,1.42886407951244e-11,"Egr2","early growth response 2","13654"
"668","ENSMUSG00000037860",2.18794095113041,2.04029107275294,5.41241438503302e-12,"Aim2","absent in melanoma 2","383619"
"667","ENSMUSG00000037808",1.04305898333218,3.93495372087196,2.46634463272291e-05,"Fam76b","family with sequence similarity 76, member B","72826"
"665","ENSMUSG00000037731",1.90010642666749,1.66979193189779,3.32844145432451e-13,"Themis2","thymocyte selection associated family member 2","230787"
"658","ENSMUSG00000037411",3.44111903003077,2.95818032853185,6.08466692149379e-15,"Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1","18787"
"657","ENSMUSG00000037405",1.37906048081078,2.83291999577461,4.29812918301426e-11,"Icam1","intercellular adhesion molecule 1","15894"
"656","ENSMUSG00000037370",-1.24980270373597,4.17633346701657,5.14827204253259e-08,"Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1","18605"
"655","ENSMUSG00000037355",1.07316750904586,3.15825672652649,0.00592432107777606,"Uvssa","UV stimulated scaffold protein A","71101"
"654","ENSMUSG00000037321",1.71360708230555,3.02924122157223,4.63824597041365e-10,"Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","21354"
"653","ENSMUSG00000037318",1.55409835602628,0.507824927899907,1.14764727428534e-05,"Traf3ip3","TRAF3 interacting protein 3","215243"
"647","ENSMUSG00000036908",1.34412662725387,5.02485753826077,1.78153249330198e-16,"Unc93b1","unc-93 homolog B1 (C. elegans)","54445"
"646","ENSMUSG00000036905",2.24690735104946,6.94036722477245,2.59964293470865e-38,"C1qb","complement component 1, q subcomponent, beta polypeptide","12260"
"645","ENSMUSG00000036896",2.39758220087759,6.79264785397879,1.01419305508475e-49,"C1qc","complement component 1, q subcomponent, C chain","12262"
"644","ENSMUSG00000036887",2.41674143655141,7.79176616268618,9.21115546165963e-38,"C1qa","complement component 1, q subcomponent, alpha polypeptide","12259"
"641","ENSMUSG00000036833",1.72008665063336,5.15790937074681,2.69986678348067e-20,"Pnpla7","patatin-like phospholipase domain containing 7","241274"
"628","ENSMUSG00000035778",1.48853743605227,3.05079625560981,3.19307768363177e-08,"Ggta1","glycoprotein galactosyltransferase alpha 1, 3","14594"
"626","ENSMUSG00000035697",1.53320286833461,3.78885798551025,2.11717179906335e-11,"Arhgap45","Rho GTPase activating protein 45","70719"
"617","ENSMUSG00000035356",1.40266117491988,3.06204103549178,1.25846589934387e-11,"Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta","80859"
"613","ENSMUSG00000035208",2.85708205971071,1.23848599224808,4.89617732712896e-10,"Slfn8","schlafen 8","276950"
"612","ENSMUSG00000035164",1.0360570922371,3.91958391447592,0.000101957564003513,"Zc3h12c","zinc finger CCCH type containing 12C","244871"
"610","ENSMUSG00000035021",1.06800521891595,1.56650971741624,0.00112903743929808,"Baz1a","bromodomain adjacent to zinc finger domain 1A","217578"
"609","ENSMUSG00000035004",2.68418511470742,2.52438339912148,2.09279899002946e-22,"Igsf6","immunoglobulin superfamily, member 6","80719"
"608","ENSMUSG00000034957",1.27296914703999,4.6965569683564,1.85362241920978e-09,"Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha","12606"
"607","ENSMUSG00000034947",1.70429937754852,1.90243610256199,3.34789005202567e-13,"Tmem106a","transmembrane protein 106A","217203"
"601","ENSMUSG00000034855",3.96262134264223,2.4657340604944,6.76837401368113e-13,"Cxcl10","chemokine (C-X-C motif) ligand 10","15945"
"599","ENSMUSG00000034792",1.0075211523463,2.11114801568351,1.21953174454828e-05,"Gna15","guanine nucleotide binding protein, alpha 15","14676"
"598","ENSMUSG00000034731",1.36038890189291,1.79642248888216,0.00103423202237914,"Dgkh","diacylglycerol kinase, eta","380921"
"597","ENSMUSG00000034708",1.78521786330695,7.12867744067478,4.64617991553754e-34,"Grn","granulin","14824"
"596","ENSMUSG00000034652",2.32239479515037,1.60662881023212,9.28320969354412e-21,"Cd300a","CD300A molecule","217303"
"594","ENSMUSG00000034480",1.12250970488596,3.63743333841988,1.90627361271245e-06,"Diaph2","diaphanous related formin 2","54004"
"591","ENSMUSG00000034422",2.01509747672973,3.25651338605186,4.3796936170393e-09,"Parp14","poly (ADP-ribose) polymerase family, member 14","547253"
"587","ENSMUSG00000034116",1.54761330266834,3.4989887221594,9.55375119521588e-13,"Vav1","vav 1 oncogene","22324"
"586","ENSMUSG00000034041",1.02031298743786,2.03112583707328,8.37931947698885e-06,"Lyl1","lymphoblastomic leukemia 1","17095"
"582","ENSMUSG00000033777",2.24777801748768,3.54420944099496,1.37837260169627e-29,"Tlr13","toll-like receptor 13","279572"
"580","ENSMUSG00000033685",1.28306895605711,7.22585407052432,5.28210370934827e-13,"Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)","22228"
"578","ENSMUSG00000033450",1.02566530975658,1.99533986919576,0.00297203795659098,"Tagap","T cell activation Rho GTPase activating protein","72536"
"577","ENSMUSG00000033386",1.2560085200292,1.96559893212345,1.63554233033773e-07,"Frrs1","ferric-chelate reductase 1","20321"
"574","ENSMUSG00000033220",1.46273999009449,3.09053373953644,3.48101754774407e-14,"Rac2","RAS-related C3 botulinum substrate 2","19354"
"565","ENSMUSG00000032691",1.57048343769044,0.762196274232982,1.62780816234567e-09,"Nlrp3","NLR family, pyrin domain containing 3","216799"
"564","ENSMUSG00000032596",1.22408564723541,2.05578159960511,6.50405145156551e-06,"Uba7","ubiquitin-like modifier activating enzyme 7","74153"
"563","ENSMUSG00000032515",2.14280140630644,4.19606379031127,2.00334393723304e-09,"Csrnp1","cysteine-serine-rich nuclear protein 1","215418"
"562","ENSMUSG00000032501",1.49370990762494,4.09645000818014,1.07298150642649e-18,"Trib1","tribbles pseudokinase 1","211770"
"558","ENSMUSG00000032359",1.21101261148167,5.46393141104211,3.77267430396917e-12,"Ctsh","cathepsin H","13036"
"556","ENSMUSG00000032344",1.31992297947707,0.624558987288327,3.65074741705823e-06,"Mb21d1","Mab-21 domain containing 1","214763"
"550","ENSMUSG00000032253",1.04180678604305,5.07199137790552,0.000108700101467171,"Phip","pleckstrin homology domain interacting protein","83946"
"547","ENSMUSG00000032122",2.15284237725588,0.590534907275638,6.55694481512476e-13,"Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2","56857"
"546","ENSMUSG00000032089",1.23121903430504,3.92363869955541,2.10938143038229e-09,"Il10ra","interleukin 10 receptor, alpha","16154"
"542","ENSMUSG00000032010",1.00044972362867,4.92743361997668,2.00101969529132e-07,"Usp2","ubiquitin specific peptidase 2","53376"
"541","ENSMUSG00000032000",1.51873023545942,2.18535705404593,1.41112601232921e-07,"Birc3","baculoviral IAP repeat-containing 3","11796"
"535","ENSMUSG00000031838",1.41747770963169,3.51741943153627,2.777104992898e-15,"Ifi30","interferon gamma inducible protein 30","65972"
"529","ENSMUSG00000031613",1.95208506146603,4.46748483294701,3.3373275386584e-15,"Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)","15446"
"523","ENSMUSG00000031387",1.05512799522301,3.43727644973972,5.12797528812224e-09,"Renbp","renin binding protein","19703"
"520","ENSMUSG00000031264",1.53633343774351,1.88691768406807,4.11896039875173e-09,"Btk","Bruton agammaglobulinemia tyrosine kinase","12229"
"517","ENSMUSG00000031167",1.12254766681978,5.9629082462551,4.23610224515843e-08,"Rbm3","RNA binding motif protein 3","19652"
"516","ENSMUSG00000031165",1.68513196471973,1.92079341430081,5.50206844660404e-16,"Was","Wiskott-Aldrich syndrome","22376"
"514","ENSMUSG00000031103",2.10583471426927,1.85141954162403,1.60721341593739e-17,"Elf4","E74-like factor 4 (ets domain transcription factor)","56501"
"510","ENSMUSG00000031004",1.33268259373607,1.40297793759437,0.0217961542622719,"Mki67","antigen identified by monoclonal antibody Ki 67","17345"
"508","ENSMUSG00000030966",1.10088424740894,2.63533224001825,7.97245963759201e-06,"Trim21","tripartite motif-containing 21","20821"
"507","ENSMUSG00000030921",2.81641246810624,3.17951871175253,5.80430549188715e-19,"Trim30a","tripartite motif-containing 30A","20128"
"505","ENSMUSG00000030798",1.33971272609812,3.10960894576508,3.00475795230706e-12,"Cd37","CD37 antigen","12493"
"504","ENSMUSG00000030793",1.00564846431392,1.83606556907624,5.36264098395119e-05,"Pycard","PYD and CARD domain containing","66824"
"499","ENSMUSG00000030761",1.31634152515874,1.88504149937503,2.81188796749306e-08,"Myo7a","myosin VIIA","17921"
"498","ENSMUSG00000030745",1.7434051973283,1.70190184301804,3.1728545107275e-16,"Il21r","interleukin 21 receptor","60504"
"495","ENSMUSG00000030708",1.3420105082953,0.508221149801543,5.59565525561382e-06,"Dnajb13","DnaJ heat shock protein family (Hsp40) member B13","69387"
"490","ENSMUSG00000030579",1.86192533782177,5.68410029073634,2.6097638110651e-22,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177"
"487","ENSMUSG00000030560",1.24835260644125,4.22105260270479,3.46832635933894e-11,"Ctsc","cathepsin C","13032"
"480","ENSMUSG00000030287",1.24150670095435,5.12572938439368,7.53694973461289e-13,"Itpr2","inositol 1,4,5-triphosphate receptor 2","16439"
"479","ENSMUSG00000030263",1.72791726966913,1.74198316341369,3.89403521957451e-09,"Lrmp","lymphoid-restricted membrane protein","16970"
"475","ENSMUSG00000030148",1.05852141201324,0.889801082445224,1.74742382748659e-05,"Clec4a2","C-type lectin domain family 4, member a2","26888"
"474","ENSMUSG00000030124",2.3730513885158,4.28957303460188,1.39866502948547e-26,"Lag3","lymphocyte-activation gene 3","16768"
