"","mouse_tg_1_182.counts","mouse_tg_1_183.counts","mouse_tg_1_184.counts","mouse_tg_1_185.counts","mouse_tg_1_212.counts","avg","Symbol","Name"
"ENSMUSG00000000167",1.72631711155487,2.4462240452571,1.81468478432175,1.39597949529478,2.2287793145506,9.61198475097911,"Pih1d2","PIH1 domain containing 2"
"ENSMUSG00000000168",110.321435034648,107.51154678905,115.350832812105,105.340612714944,106.203103210808,544.727530561554,"Dlat","dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)"
"ENSMUSG00000000171",113.285488943167,117.327020770644,113.220550673988,112.041314292359,119.681911446423,575.556286126581,"Sdhd","succinate dehydrogenase complex, subunit D, integral membrane protein"
"ENSMUSG00000000184",19.3152084368309,24.462240452571,18.501894866237,20.2696222716802,21.7571314039463,104.306097431265,"Ccnd2","cyclin D2"
"ENSMUSG00000000194",60.8771071980388,63.6324029772504,63.0011217513444,61.2276606636291,60.4246836389273,309.16297622919,"Gpr107","G protein-coupled receptor 107"
"ENSMUSG00000000197",104.26303913372,98.4910956221641,98.2691260379455,90.2081949859488,101.321015188459,492.552470968237,"Nalcn","sodium leak channel, non-selective"
"ENSMUSG00000000202",24.3638716876046,25.4713078712396,23.5514525269584,23.7316514200113,26.391577280234,123.509860786048,"Btbd17","BTB (POZ) domain containing 17"
"ENSMUSG00000000214",2.63833369879141,2.81315765204567,2.36698015346316,2.5406826814365,3.21934789879531,13.578502084532,"Th","tyrosine hydroxylase"
"ENSMUSG00000000223",51.561509199837,50.7285711385192,52.941456099126,48.2729709472935,42.311429527024,245.8159369118,"Drp2","dystrophin related protein 2"
"ENSMUSG00000000247",0.814300524318336,0.672711612445703,0.749543715263333,0.418793848588434,0.530661741559666,3.18601144217547,"Lhx2","LIM homeobox protein 2"
"ENSMUSG00000000253",61.3331154916571,59.6572889037076,61.5414839900421,61.0322235342878,67.8539480207626,311.418059940457,"Gmpr","guanosine monophosphate reductase"
"ENSMUSG00000000263",102.504150001192,74.4875221780788,111.760912912685,94.3961334718331,102.523848469327,485.672567033117,"Glra1","glycine receptor, alpha 1 subunit"
"ENSMUSG00000000266",29.9011152529693,29.4158441442167,29.4689029106163,27.6403940068367,29.0448859880324,145.471142302671,"Mid2","midline 2"
"ENSMUSG00000000275",7.98014513831969,9.14276236914842,8.60002789091614,7.23117378562697,6.15567620209212,39.1097853861033,"Trim25","tripartite motif-containing 25"
"ENSMUSG00000000276",69.899557007486,71.7660979277302,70.3782098963046,67.1186941337731,75.9200064924695,355.082565457763,"Dgke","diacylglycerol kinase, epsilon"
"ENSMUSG00000000278",16.7094467590123,17.2458795190626,16.8450087588128,14.8532218299365,15.9906071456646,81.6441640124887,"Scpep1","serine carboxypeptidase 1"
"ENSMUSG00000000282",22.2141183034042,22.1383276095768,25.8789830111972,23.005742082458,28.8326212914085,122.069792298045,"Mnt","max binding protein"
"ENSMUSG00000000290",5.73267569120109,6.72711612445703,8.28443053712105,7.17533460581518,7.60615162902188,35.5257085876162,"Itgb2","integrin beta 2"
"ENSMUSG00000000295",18.5986239754308,18.591302743954,17.2000557818323,20.1858635019625,17.9009894152794,92.476835418459,"Hddc2","HD domain containing 2"
"ENSMUSG00000000296",21.8232540517314,20.8540599858168,21.2239220427197,23.7316514200113,23.5613813252492,111.194268825528,"Tpd52l1","tumor protein D52-like 1"
"ENSMUSG00000000301",2.60576167781868,2.72142425034853,3.19542320717526,3.15491365936621,2.68868615723564,14.3662089519443,"Pemt","phosphatidylethanolamine N-methyltransferase"
"ENSMUSG00000000303",1.75888913252761,7.46098333803416,6.43029608357491,3.1828332492721,6.68633794365179,25.5193397470606,"Cdh1","cadherin 1"
"ENSMUSG00000000305",11.4653513824022,11.8641866194969,10.8486590367061,10.0789719560283,10.8254995278172,55.0826685224508,"Cdh4","cadherin 4"
"ENSMUSG00000000308",363.634042139596,351.400084101183,376.389294069867,367.561401111116,428.314780337525,1887.29960175929,"Ckmt1","creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000317",1.79146115350034,2.26275724186282,1.57798676897544,1.14470318614172,1.09670093255664,7.87360928303696,"Bcl6b","B cell CLL/lymphoma 6, member B"
"ENSMUSG00000000320",0.358292230700068,0.825600615274272,1.38073842285351,0.502552618306121,0.99056858424471,4.05775247137868,"Alox12","arachidonate 12-lipoxygenase"
"ENSMUSG00000000325",26.643913155696,28.3456211244167,27.2202717648263,30.0973179185555,27.6651654599772,139.972289423472,"Arvcf","armadillo repeat gene deleted in velocardiofacial syndrome"
"ENSMUSG00000000326",58.9553579606475,58.1895544765533,60.7524906055544,62.9865948277005,63.5378991894107,304.421897059866,"Comt","catechol-O-methyltransferase"
"ENSMUSG00000000339",32.506876930788,32.0761127934338,32.0331314102014,31.5212170037562,35.6250915833722,163.762429721552,"Rtca","RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340",22.8655587228589,23.5143286350339,23.2753048423877,23.7595710099172,21.0142049657628,114.42896817596,"Dbt","dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346",159.309754577639,163.86643323166,163.16383191206,167.601298205091,161.356546883576,815.297864810027,"Dazap2","DAZ associated protein 2"
"ENSMUSG00000000355",43.1253557678991,40.6073191512679,39.8836155858542,38.8082299691949,38.3137777406079,200.738298214824,"Mcts1","malignant T cell amplified sequence 1"
"ENSMUSG00000000359",0.814300524318336,0.947911817537127,1.38073842285351,0.977185646706347,1.2735881797432,5.39372459115852,"Rem1","rad and gem related GTP binding protein 1"
"ENSMUSG00000000365",0.521152335563735,0.947911817537127,0.867892722936491,0.44671343849433,0.353774494373111,3.13744480890479,"Rnf17","ring finger protein 17"
"ENSMUSG00000000374",133.871006197934,139.557081781918,136.732553531722,138.788281422207,130.64892077199,679.597843705771,"Trappc10","trafficking protein particle complex 10"
"ENSMUSG00000000378",31.6925764064696,32.0761127934338,30.6523929873479,32.3029655211212,34.4222583025036,161.146306010876,"Ccm2","cerebral cavernous malformation 2"
"ENSMUSG00000000384",28.6633784560054,29.5075775459138,29.9817486105333,29.7064436598729,34.4222583025036,152.281406574829,"Tbrg4","transforming growth factor beta regulated gene 4"
"ENSMUSG00000000399",103.18816244162,99.6530520436612,106.474657236618,103.218723882096,106.16772576137,518.702321365365,"Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402",9.77160629182003,7.52213893916559,8.04773252177474,9.29722343866325,7.21699968521145,41.8557008766351,"Egfl6","EGF-like-domain, multiple 6"
"ENSMUSG00000000409",0.358292230700068,0.795022814708558,0.39449669224386,0.809668107270973,0.778303887620843,3.1357837325443,"Lck","lymphocyte protein tyrosine kinase"
"ENSMUSG00000000416",37.9789764542072,36.6933606788565,37.8322327861861,32.6938397798038,31.6981946958307,176.896604394884,"Cttnbp2","cortactin binding protein 2"
"ENSMUSG00000000420",79.1500109637423,84.2418405585415,78.3864927488549,79.0403590235905,74.5402859644144,395.358989259144,"Galnt1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",32.5720209727334,31.831490388908,33.1771718177086,32.0237696220623,30.9906457070845,160.595098508497,"Mkrn2","makorin, ring finger protein, 2"
"ENSMUSG00000000440",1.14002073404567,1.19253422206284,0.946792061385263,1.03302482651814,1.09670093255664,5.40907277656855,"Pparg","peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441",46.9688542426816,44.2154996180221,46.4322606771023,45.3414140071745,42.8420912685837,225.800119813564,"Raf1","v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486",3.71321039089161,3.79164727014851,4.02386626088737,3.96458176663718,4.1745390336027,19.6678447221674,"Sept1","septin 1"
"ENSMUSG00000000489",10.4230467112747,11.4972530127084,9.82296763687211,9.66017810743989,10.4009701345694,51.8044156028645,"Pdgfb","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530",12.4425120115842,14.4327218670169,13.3734378670668,13.0663680759592,17.3703276737197,70.6853674953468,"Acvrl1","activin A receptor, type II-like 1"
"ENSMUSG00000000531",4.49493889423721,5.47342630126277,5.87800071443351,6.50526444807368,6.82784774140103,29.1794780994082,"Grasp","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",61.3656875126298,61.6754237410447,62.2515780360811,56.983882997933,63.0426148972883,305.319187184977,"Acvr1b","activin A receptor, type 1B"
"ENSMUSG00000000538",301.421482081675,300.946713167755,309.837702088327,301.950364832261,340.401818485807,1554.55808065583,"Tom1l2","target of myb1-like 2 (chicken)"
"ENSMUSG00000000552",97.7812069601458,96.2894939814327,96.2571929075018,97.914001799976,107.122916896178,495.364812545234,"Zfp385a","zinc finger protein 385A"
"ENSMUSG00000000555",1.75888913252761,3.18009125883423,2.64312783803386,2.45692391171882,2.79481850554757,12.8338506466621,"Itga5","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560",157.485721403166,152.827847227437,149.711494706545,148.420539939741,154.245679546676,762.691282823566,"Gabra2","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561",29.2822468544874,30.4554893634509,27.9698154800897,27.0540826188129,24.7642146061177,139.525848922959,"Wdr77","WD repeat domain 77"
"ENSMUSG00000000562",0.521152335563735,0.611556011314276,0.552295369141404,0.809668107270973,0.530661741559666,3.02533356485005,"Adora3","adenosine A3 receptor"
"ENSMUSG00000000563",309.82506349264,316.082724447783,303.210157658631,302.787952529438,303.998423014814,1535.90432114331,"Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567",15.0808457103756,17.7045465275483,15.5826193436325,16.8913518930669,25.1533665499282,90.4127300245513,"Sox9","SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568",82.4723571029611,80.4807710889587,83.0021040481081,75.7458474146948,99.3398780199694,421.040957674692,"Hnrnpd","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581",35.7315070070886,35.7148710607537,37.6744341092886,38.9199083288185,36.8633023136781,184.904022819627,"C1d","C1D nuclear receptor co-repressor"
"ENSMUSG00000000594",131.20010047817,131.790320438226,130.42060645582,132.338856153945,132.064018749482,657.813902275644,"Gm2a","GM2 ganglioside activator protein"
"ENSMUSG00000000600",43.7767961873537,45.6526562446107,42.3294950777661,40.0087723351484,34.1746161564425,205.942336001321,"Krit1","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",152.176481984611,154.326159455157,150.02709206034,145.349385050093,154.98860598486,756.86772453506,"Clcn4","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000627",31.3342841757696,29.4769997453481,29.8633996028602,25.9652186124829,32.3703662351396,149.0102683716,"Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628",3.28977411824608,3.42471366335994,3.07707419950211,4.04834053635487,3.11321555048337,16.9531180679464,"Hk2","hexokinase 2"
"ENSMUSG00000000631",153.511934844493,151.543579603677,163.952825296548,153.66942284205,170.271664141778,792.949426728546,"Myo18a","myosin XVIIIA"
"ENSMUSG00000000632",52.7666739758282,50.0864373266392,50.3772275995409,48.0216946381405,53.915232942462,255.167266482611,"Sez6","seizure related gene 6"
"ENSMUSG00000000682",1.40059690182754,1.25368982319426,2.36698015346316,1.45181867510657,1.69811757299093,8.17120312658246,"Cd52","CD52 antigen"
"ENSMUSG00000000686",0.553724356536468,0.703289413011417,0.552295369141404,0.809668107270973,0.67217153930891,3.29114878526917,"Abhd15","abhydrolase domain containing 15"
"ENSMUSG00000000690",52.7341019548554,53.7863511950905,53.8093488220625,46.9886698116223,53.1369290548412,260.455400838472,"Hoxb6","homeobox B6"
"ENSMUSG00000000693",3.09434199240968,3.51644706505708,2.95872519182895,2.87571776030725,3.32548024710724,15.7707122567102,"Loxl3","lysyl oxidase-like 3"
"ENSMUSG00000000708",59.2159341284294,69.4116072841703,62.8827727436712,69.017226247374,59.6463797513064,320.173920154951,"Kat2b","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",93.5468442336904,89.6235334581071,92.706722677307,93.3072694655032,92.5120302785684,461.696400113176,"Rab5b","RAB5B, member RAS oncogene family"
"ENSMUSG00000000732",4.49493889423721,5.35111509899991,5.52295369141404,5.52807880136733,6.54482814590255,27.441914631921,"Icosl","icos ligand"
"ENSMUSG00000000738",61.0073952819297,61.7977349433075,57.4781680599304,60.7809472251348,67.7478156724507,308.812061182753,"Spg7","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSMUSG00000000740",105.956784224302,111.914750070512,123.398565333879,117.513553913915,127.606460120381,586.390113662989,"Rpl13","ribosomal protein L13"
"ENSMUSG00000000743",71.4630140141772,75.3437005939187,74.0864788033969,77.6722991182016,77.795011312647,376.360503842341,"Chmp1a","charged multivesicular body protein 1A"
"ENSMUSG00000000751",58.9227859396748,64.4274257919589,61.6598329977153,64.1871371936541,69.7997077398147,318.996889662818,"Rpa1","replication protein A1"
"ENSMUSG00000000753",19.6409286465583,21.9854386067482,20.0404319659881,18.9015623662913,16.5212688872243,97.0896304728101,"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759",41.7247588660715,39.7817185359936,39.6469175705079,37.2168133445589,41.2501060439047,199.620314361037,"Tubgcp3","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766",4.88580314591002,4.55609228429135,5.12845699917018,4.41129520513151,5.55425956165783,24.5359071961609,"Oprm1","opioid receptor, mu 1"
"ENSMUSG00000000776",19.9340768353129,19.019391951874,19.6459352737442,18.8457231864795,19.2099550444599,96.6550822918705,"Polr3d","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782",2.96405390851874,3.27182466053137,3.6688192378679,3.74122504739001,3.29010279766993,16.936025651978,"Tcf7","transcription factor 7, T cell specific"
"ENSMUSG00000000787",243.80157698091,245.325693938722,231.017262978004,221.765302622529,241.698734555709,1183.60857107587,"Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791",4.72294304104635,4.77013688825135,3.70826890709228,7.87332435346257,4.59906842685044,25.673741616703,"Il12rb1","interleukin 12 receptor, beta 1"
"ENSMUSG00000000792",4.23436272645535,6.57422712162846,5.08900732994579,5.38848085183786,7.92454867395768,29.2106267038251,"Slc5a5","solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794",18.6637680173763,18.8665029490454,18.4229955277882,17.5335024609025,17.2288178759705,90.7155868310828,"Kcnn3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804",131.55839270887,131.239920028044,133.497680655322,127.062053661731,134.85883725503,658.216884308997,"Usp32","ubiquitin specific peptidase 32"
"ENSMUSG00000000805",15.8625742137212,16.3285455020912,17.0028074357104,15.0765785491836,11.1085191233157,75.379024824022,"Car4","carbonic anhydrase 4"
"ENSMUSG00000000811",10.1950425644656,12.5063204313769,12.4266458056816,12.563815457653,12.8773915951812,60.5692158543583,"Txnrd3","thioredoxin reductase 3"
"ENSMUSG00000000823",20.3249410869857,21.1292601909082,20.5138279966807,18.8736427763854,27.983562504913,108.825234555873,"Zfp512b","zinc finger protein 512B"
"ENSMUSG00000000826",391.287687945447,379.195304815417,388.894839213997,376.383991521379,404.9656637089,1940.72748720514,"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5"
"ENSMUSG00000000827",92.3416794576993,93.2317139248613,94.44250812318,91.49249612162,92.122878334758,463.631275962119,"Tpd52l2","tumor protein D52-like 2"
"ENSMUSG00000000838",48.8580314591002,48.5881250989192,44.8542739081268,44.4200675402799,44.3986990438254,231.119197050252,"Fmr1","fragile X mental retardation syndrome 1"
"ENSMUSG00000000861",12.4425120115842,12.2922758274169,12.6633438210279,11.0282380128288,13.6910729322394,62.1174426050972,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869",7.23098865594682,8.04196154878272,6.90369211426755,6.42150567835599,6.93398008971297,35.5321280870661,"Il4","interleukin 4"
"ENSMUSG00000000876",20.8135214015767,20.0284593705425,22.7624591424707,21.6935213568809,19.4222197410838,104.720181012555,"Pxmp4","peroxisomal membrane protein 4"
"ENSMUSG00000000881",55.6330118214287,57.8837764708962,57.1625707061353,53.493934259696,59.7171346501811,283.890427908337,"Dlg3","discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884",2.37775753100954,2.62969084865138,3.43212122252158,2.62444145115419,4.20991648304001,15.2739275363767,"Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000889",0.456008293618268,0.642133811879989,0.631194707590175,0.0558391798117913,0.601416640434288,2.38659263333451,"Dbh","dopamine beta hydroxylase"
"ENSMUSG00000000901",1.59602902766394,1.34542322489141,2.36698015346316,1.75893416407142,1.83962737074017,8.9069939408301,"Mmp11","matrix metallopeptidase 11"
"ENSMUSG00000000902",47.783154767,47.9459912870392,47.7735494307314,47.6587399693638,45.035493133697,236.196928587831,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915",85.1432628227252,86.0459307919186,90.6947895468633,80.7992931876619,89.0450402337119,431.728316582881,"Hip1r","huntingtin interacting protein 1 related"
"ENSMUSG00000000916",8.6641575787471,9.20391797027985,9.74406829842333,9.04594712951018,9.87030839300978,46.5283993699702,"Nsun5","NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934",14.0385410392481,13.5459656506112,15.6220690128568,13.2618052053004,13.195788640117,69.6641695481336,"Top1mt","DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000938",1.2703088179366,1.40657882602283,0.788993384487719,1.87061252369501,1.16745583143126,6.50394938357343,"Hoxa10","homeobox A10"
"ENSMUSG00000000942",9.12016587236536,9.08160676801699,11.6376524211939,8.73883164054533,10.011818190759,48.5900748928806,"Hoxa4","homeobox A4"
"ENSMUSG00000000948",7.42642078178322,7.06347193067988,6.70644376814561,5.86311388023808,6.0849213032175,33.1443716640643,"Snurf","SNRPN upstream reading frame"
"ENSMUSG00000000957",21.5952499049223,21.2515713931711,22.4863114579,17.8685375397732,14.787773864796,97.9894441605626,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",1.33545285988207,1.46773442715426,1.38073842285351,1.59141662463605,1.591985224679,7.36732755920489,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",61.3005434706843,59.076310692959,62.7249740667737,60.3900729664522,59.1864729086214,302.678374105491,"Oxa1l","oxidase assembly 1-like"
"ENSMUSG00000000976",20.7809493806039,19.3251699575311,19.7642842814174,20.0183459625272,18.7854256512122,98.6741752332917,"Heatr6","HEAT repeat containing 6"
"ENSMUSG00000000983",0.488580314591002,0.672711612445703,1.02569139983404,0.753828927459182,0.601416640434288,3.54222889476421,"Wfdc18","WAP four-disulfide core domain 18"
"ENSMUSG00000001016",65.0788979035214,66.5984496321246,70.2993105578558,66.6999002851847,65.1298844140896,333.806442792776,"Ilf2","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",121.689070354132,126.653249943186,121.071034849641,123.711702873024,108.927166817481,602.052224837463,"Chtop","chromatin target of PRMT1"
"ENSMUSG00000001018",82.5700731658793,90.8160676801699,94.44250812318,85.5456234716642,85.3304080427943,438.704680483688,"Snapin","SNAP-associated protein"
"ENSMUSG00000001025",32.1160126791152,33.757891824548,35.5047023019474,39.310782587501,33.1840475721978,173.873436965309,"S100a6","S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029",2.28004146809134,3.45529146392566,4.89175898382386,2.87571776030725,3.00708320217144,16.5098928783195,"Icam2","intercellular adhesion molecule 2"
"ENSMUSG00000001034",15.8625742137212,18.6830361456511,18.0284988355444,17.5893416407142,15.1415483591691,85.3049991948001,"Mapk7","mitogen-activated protein kinase 7"
"ENSMUSG00000001036",139.212817637463,149.189088960118,146.239923814799,145.600661359246,129.658352187745,709.90084395937,"Epn2","epsin 2"
"ENSMUSG00000001039",8.33843736901976,9.57085157706841,10.5725113521354,8.09668107270973,11.3207838199395,47.8992651908729,"B9d1","B9 protein domain 1"
"ENSMUSG00000001052",61.3005434706843,59.932489108799,59.2534031750277,61.2834998434409,61.3444973242974,303.114432922249,"Sec24b","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",11.856215634075,11.222052807617,11.2037060597256,10.3302482651814,10.577857381756,55.1900801483549,"N4bp3","NEDD4 binding protein 3"
"ENSMUSG00000001054",27.8165059107144,30.5472227651481,27.5358691186214,27.9195899058956,29.4340379318428,143.253225632222,"Rmnd5b","required for meiotic nuclear division 5 homolog B"
"ENSMUSG00000001056",14.5922653957846,15.0748556788969,15.74041802053,14.1273124923832,17.9363668647167,77.4712184523114,"Nhp2","NHP2 ribonucleoprotein"
"ENSMUSG00000001062",35.0149225456884,37.7635836986565,37.9505817938593,35.9883513886995,39.1628365271033,185.880275954007,"Vps9d1","VPS9 domain containing 1"
"ENSMUSG00000001065",29.3799629174056,31.3116677792909,27.9303658108653,33.0288748586745,19.3514648422091,141.002336208445,"Zfp276","zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082",10.4556187322474,9.78489618102841,9.70461862919895,10.6373637541462,11.0023867750037,51.5848840716248,"Mfsd10","major facilitator superfamily domain containing 10"
"ENSMUSG00000001089",242.042687848382,221.872520904819,225.809906640385,211.518813127065,235.613813252492,1136.85774177314,"Luzp1","leucine zipper protein 1"
"ENSMUSG00000001098",22.2792623453497,23.8812622418225,23.512002857734,23.0895008521757,24.6580822578058,117.420110554888,"Kctd10","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100",94.817153051627,93.690380933347,99.7682134684721,95.0382840396687,97.924780042477,481.238811535592,"Poldip2","polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001105",47.5225785992181,53.205372984342,49.9432812380726,52.2933918937425,49.4930517627982,252.457676478173,"Ift20","intraflagellar transport 20"
"ENSMUSG00000001119",7.84985705442876,15.7475672913426,14.3202299284521,11.0840771926406,11.037764224441,60.0394956913051,"Col6a1","collagen, type VI, alpha 1"
"ENSMUSG00000001120",50.1609122980095,48.2823470932621,47.2607037308144,46.821152272187,51.5095663807249,244.034681774998,"Pcbp3","poly(rC) binding protein 3"
"ENSMUSG00000001123",10.8464829839202,12.9649874398626,14.7541762899204,12.1171020191587,15.0354160108572,65.7181647437191,"Lgals9","lectin, galactose binding, soluble 9"
"ENSMUSG00000001127",162.599528695885,156.130249688535,158.39042193591,161.0122749873,171.686762119271,809.8192374269,"Araf","Araf proto-oncogene, serine/threonine kinase"
"ENSMUSG00000001128",4.82065910396455,5.41227070013134,4.33946361468246,5.081365362873,3.21934789879531,22.8731066804467,"Cfp","complement factor properdin"
"ENSMUSG00000001131",0.814300524318336,0.795022814708558,1.34128875362912,1.17262277604762,0.813681337058154,4.93691620576179,"Timp1","tissue inhibitor of metalloproteinase 1"
"ENSMUSG00000001134",3.55035028602795,4.06684747523993,4.02386626088737,4.16001889597845,4.10378413472808,19.9048670528618,"Uxt","ubiquitously expressed transcript"
"ENSMUSG00000001138",26.8067732605596,27.458864908011,28.4432115107823,26.1048165620124,28.4434693475981,137.257135588963,"Cnnm3","cyclin M3"
"ENSMUSG00000001143",31.6600043854969,30.4554893634509,32.3881784332209,30.5161117671439,32.9010279766993,157.920811926012,"Lman2l","lectin, mannose-binding 2-like"
"ENSMUSG00000001150",41.8876189709352,40.2403855444793,38.6212261706739,41.6839477295022,43.4081304595807,205.841308875171,"Mcm3ap","minichromosome maintenance complex component 3 associated protein"
"ENSMUSG00000001151",21.9861141565951,23.5449064355996,23.2753048423877,23.7037318301054,30.4953614149621,123.00541867965,"Pcnt","pericentrin (kendrin)"
"ENSMUSG00000001156",19.0220602480763,23.1168172276796,19.3697875891735,16.7517539435374,18.8915579995241,97.1519770079909,"Mxd1","MAX dimerization protein 1"
"ENSMUSG00000001157",33.2886054341336,36.5098938754622,32.703775787016,32.2471263413095,31.0614006059591,165.81080204388,"Gmcl1","germ cell-less, spermatogenesis associated 1"
