"","moto_1.counts","moto_2.counts","avg","Symbol","Name"
"ENSMUSG00000000295",29.1817160221256,32.4182422661795,61.5999582883052,"Hddc2","HD domain containing 2"
"ENSMUSG00000000296",109.63408588868,106.592741552769,216.22682744145,"Tpd52l1","tumor protein D52-like 1"
"ENSMUSG00000000301",7.41122946593667,7.30316377793554,14.7143932438722,"Pemt","phosphatidylethanolamine N-methyltransferase"
"ENSMUSG00000000305",12.3616991482616,12.933847301382,25.2955464496436,"Cdh4","cadherin 4"
"ENSMUSG00000000308",915.373689388483,847.529368962329,1762.90305835081,"Ckmt1","creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000325",43.2225218462635,49.5611648746923,92.7836867209558,"Arvcf","armadillo repeat gene deleted in velocardiofacial syndrome"
"ENSMUSG00000000326",84.1000843693204,100.432439282068,184.532523651388,"Comt","catechol-O-methyltransferase"
"ENSMUSG00000000339",69.8855778545747,77.3522117701188,147.237789624694,"Rtca","RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340",5.67422255985776,6.18817694160951,11.8623995014673,"Dbt","dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346",120.056127325154,110.662443505359,230.718570830513,"Dazap2","DAZ associated protein 2"
"ENSMUSG00000000355",68.5538725599142,54.662229650884,123.216102210798,"Mcts1","malignant T cell amplified sequence 1"
"ENSMUSG00000000374",69.7408272790681,77.8260811755574,147.566908454626,"Trappc10","trafficking protein particle complex 10"
"ENSMUSG00000000378",41.1091634438675,41.00364090589,82.1128043497575,"Ccm2","cerebral cavernous malformation 2"
"ENSMUSG00000000384",41.2249639042727,50.7040263819265,91.9289902861993,"Tbrg4","transforming growth factor beta regulated gene 4"
"ENSMUSG00000000399",222.250033632796,205.687196631246,427.937230264042,"Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402",3.21346277624598,3.51220853442702,6.725671310673,"Egfl6","EGF-like-domain, multiple 6"
"ENSMUSG00000000416",11.7247966160326,11.7909857941478,23.5157824101805,"Cttnbp2","cortactin binding protein 2"
"ENSMUSG00000000420",45.5095809392674,44.2928520730518,89.8024330123192,"Galnt1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",22.3784389733166,23.1917261955816,45.5701651688982,"Mkrn2","makorin, ring finger protein, 2"
"ENSMUSG00000000440",1.56330621547102,1.70035492539721,3.26366114086822,"Pparg","peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441",40.2117098757267,46.9688204802343,87.180530355961,"Raf1","v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486",3.35821335175255,3.51220853442702,6.87042188617957,"Sept1","septin 1"
"ENSMUSG00000000489",17.2832187154851,21.0732512065621,38.3564699220472,"Pdgfb","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530",3.01081197053677,2.34147235628468,5.35228432682145,"Acvrl1","activin A receptor, type II-like 1"
"ENSMUSG00000000531",9.40878740792741,9.72826014694467,19.1370475548721,"Grasp","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",68.6986231354208,69.7145519412855,138.413175076706,"Acvr1b","activin A receptor, type 1B"
"ENSMUSG00000000538",343.637866252611,388.126917725094,731.764783977704,"Tom1l2","target of myb1-like 2 (chicken)"
"ENSMUSG00000000552",151.061700598662,148.404747914996,299.466448513658,"Zfp385a","zinc finger protein 385A"
"ENSMUSG00000000555",2.57656024401705,2.59234439445804,5.16890463847508,"Itga5","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560",124.109143439338,78.299950580996,202.409094020334,"Gabra2","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561",40.0669593002201,34.174346533393,74.2413058336132,"Wdr77","WD repeat domain 77"
"ENSMUSG00000000563",406.256965216755,357.604153080668,763.861118297423,"Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567",6.80327704880905,6.91291838522143,13.7161954340305,"Sox9","SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568",107.607577831588,76.4880969719661,184.095674803554,"Hnrnpd","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581",47.4202885359542,42.7039958312872,90.1242843672414,"C1d","C1D nuclear receptor co-repressor"
"ENSMUSG00000000594",30.8318725829006,33.2823570643322,64.1142296472328,"Gm2a","GM2 ganglioside activator protein"
"ENSMUSG00000000600",19.6860782688943,19.2892722684404,38.9753505373347,"Krit1","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",171.442581629988,166.216662625304,337.659244255292,"Clcn4","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000627",49.4757467081475,54.0768615618128,103.55260826996,"Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000631",244.425821800404,246.885960233493,491.311782033896,"Myo18a","myosin XVIIIA"
"ENSMUSG00000000632",81.0603222836823,96.1397399622125,177.200062245895,"Sez6","seizure related gene 6"
"ENSMUSG00000000690",16.7621166436615,18.2579094448389,35.0200260885003,"Hoxb6","homeobox B6"
"ENSMUSG00000000708",10.3930913213721,9.92338284330173,20.3164741646739,"Kat2b","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",64.7324573665406,65.6727246596036,130.405182026144,"Rab5b","RAB5B, member RAS oncogene family"
"ENSMUSG00000000738",53.2682117864198,57.4496967416991,110.717908528119,"Spg7","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSMUSG00000000740",44.1199754144043,41.7005076785938,85.820483092998,"Rpl13","ribosomal protein L13"
"ENSMUSG00000000743",68.1485709484958,88.5299548042873,156.678525752783,"Chmp1a","charged multivesicular body protein 1A"
"ENSMUSG00000000751",82.5078280387481,76.460222301058,158.968050339806,"Rpa1","replication protein A1"
"ENSMUSG00000000753",27.6184098066546,32.6412396334447,60.2596494400994,"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759",32.0477774171558,35.7353281042495,67.7831055214053,"Tubgcp3","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766",0.636902532228933,0.557493418163019,1.19439595039195,"Oprm1","opioid receptor, mu 1"
"ENSMUSG00000000776",16.7042164134588,16.3066824812683,33.0108988947271,"Polr3d","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782",0.897453568140769,0.947738810877132,1.8451923790179,"Tcf7","transcription factor 7, T cell specific"
"ENSMUSG00000000787",388.278943738838,349.269626479131,737.54857021797,"Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000792",59.1161350368855,42.6482464894709,101.764381526356,"Slc5a5","solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794",12.8538511049839,10.1185055396588,22.9723566446427,"Kcnn3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804",132.446776588517,116.293127028806,248.739903617322,"Usp32","ubiquitin specific peptidase 32"
"ENSMUSG00000000805",1.99755794199074,2.36934702719283,4.36690496918357,"Car4","carbonic anhydrase 4"
"ENSMUSG00000000811",19.8597789595022,19.763141673879,39.6229206333812,"Txnrd3","thioredoxin reductase 3"
"ENSMUSG00000000823",9.61143821363662,9.50526277967947,19.1167009933161,"Zfp512b","zinc finger protein 512B"
"ENSMUSG00000000826",344.911671317068,365.743556985848,710.655228302917,"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5"
"ENSMUSG00000000827",106.854874838954,112.056177050767,218.911051889721,"Tpd52l2","tumor protein D52-like 2"
"ENSMUSG00000000838",62.7927996547525,46.550700416612,109.343500071365,"Fmr1","fragile X mental retardation syndrome 1"
"ENSMUSG00000000869",20.4966814917311,13.1847193395554,33.6814008312865,"Il4","interleukin 4"
"ENSMUSG00000000876",12.8249009898826,16.5854291903498,29.4103301802324,"Pxmp4","peroxisomal membrane protein 4"
"ENSMUSG00000000881",44.8147781768358,45.5750869348268,90.3898651116626,"Dlg3","discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884",2.8660613950302,3.51220853442702,6.37826992945721,"Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000901",0.550052186924987,0.724741443611924,1.27479363053691,"Mmp11","matrix metallopeptidase 11"
"ENSMUSG00000000902",35.463890999111,35.7910774460658,71.2549684451768,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915",61.0268426335723,64.4462391396449,125.473081773217,"Hip1r","huntingtin interacting protein 1 related"
"ENSMUSG00000000916",8.82978510590111,9.92338284330173,18.7531679492028,"Nsun5","NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934",14.0697559392391,12.9059726304739,26.975728569713,"Top1mt","DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000938",10.7694428176892,12.9617219722902,23.7311647899794,"Hoxa10","homeobox A10"
"ENSMUSG00000000942",1.85280736648417,2.03485097629502,3.88765834277919,"Hoxa4","homeobox A4"
"ENSMUSG00000000948",8.48238372468533,8.41815061426158,16.9005343389469,"Snurf","SNRPN upstream reading frame"
"ENSMUSG00000000957",1.36065540976181,1.19861084905049,2.5592662588123,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",1.1580046040526,1.11498683632604,2.27299144037864,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",55.8737221455382,61.4915240233809,117.365246168919,"Oxa1l","oxidase assembly 1-like"
"ENSMUSG00000000976",15.343561003697,16.613303861258,31.956864864955,"Heatr6","HEAT repeat containing 6"
"ENSMUSG00000001016",81.0024220534797,64.0281190760227,145.030541129502,"Ilf2","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",91.5981641805611,81.3661643808926,172.964328561454,"Chtop","chromatin target of PRMT1"
"ENSMUSG00000001018",49.2151956722357,47.5263138983973,96.741509570633,"Snapin","SNAP-associated protein"
"ENSMUSG00000001025",0.636902532228933,0.752616114520075,1.38951864674901,"S100a6","S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001034",12.1879984576537,17.0592985957884,29.247297053442,"Mapk7","mitogen-activated protein kinase 7"
"ENSMUSG00000001036",29.2975164825309,34.7039652806479,64.0014817631788,"Epn2","epsin 2"
"ENSMUSG00000001039",7.06382808472089,5.85368089071169,12.9175089754326,"B9d1","B9 protein domain 1"
"ENSMUSG00000001052",55.2368196133093,59.7354197561674,114.972239369477,"Sec24b","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",11.5510959254247,15.5819410376564,27.1330369630811,"N4bp3","NEDD4 binding protein 3"
"ENSMUSG00000001054",29.4422670580375,38.048925789626,67.4911928476635,"Rmnd5b","required for meiotic nuclear division 5 homolog B"
"ENSMUSG00000001056",27.5026093462494,26.0070679573048,53.5096773035542,"Nhp2","NHP2 ribonucleoprotein"
"ENSMUSG00000001062",30.8318725829006,36.3485708642288,67.1804434471294,"Vps9d1","VPS9 domain containing 1"
"ENSMUSG00000001065",7.4691296961393,7.77703318337411,15.2461628795134,"Zfp276","zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082",7.44017958103799,7.88853186700671,15.3287114480447,"Mfsd10","major facilitator superfamily domain containing 10"
"ENSMUSG00000001089",238.375247744229,222.35624983432,460.731497578549,"Luzp1","leucine zipper protein 1"
"ENSMUSG00000001098",25.4761012891573,29.1290310990177,54.605132388175,"Kctd10","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100",103.091359875783,95.4707478604169,198.5621077362,"Poldip2","polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001105",46.5517850829147,44.5994734530415,91.1512585359562,"Ift20","intraflagellar transport 20"
"ENSMUSG00000001120",150.859049792953,170.425737932435,321.284787725388,"Pcbp3","poly(rC) binding protein 3"
"ENSMUSG00000001123",0.550052186924987,0.864114798152679,1.41416698507767,"Lgals9","lectin, galactose binding, soluble 9"
"ENSMUSG00000001127",176.885203269035,169.199252412476,346.084455681511,"Araf","Araf proto-oncogene, serine/threonine kinase"
"ENSMUSG00000001128",1.59225633057233,1.477357558132,3.06961388870433,"Cfp","complement factor properdin"
"ENSMUSG00000001134",4.28461703499464,3.37283517988626,7.6574522148809,"Uxt","ubiquitously expressed transcript"
"ENSMUSG00000001138",20.0045295350087,22.2997367265207,42.3042662615295,"Cnnm3","cyclin M3"
"ENSMUSG00000001143",25.1576500230428,28.4042896554058,53.5619396784486,"Lman2l","lectin, mannose-binding 2-like"
"ENSMUSG00000001150",43.8015241482898,43.7911079967051,87.5926321449949,"Mcm3ap","minichromosome maintenance complex component 3 associated protein"
"ENSMUSG00000001151",11.580046040526,12.5157272377598,24.0957732782858,"Pcnt","pericentrin (kendrin)"
"ENSMUSG00000001156",6.02162394107355,5.65855819435464,11.6801821354282,"Mxd1","MAX dimerization protein 1"
"ENSMUSG00000001157",45.4516807090647,43.8747320094296,89.3264127184943,"Gmcl1","germ cell-less, spermatogenesis associated 1"
"ENSMUSG00000001158",24.1154458793955,19.7073923320627,43.8228382114582,"Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001166",3.30031312154992,3.95820326895743,7.25851639050736,"Oas1c","2'-5' oligoadenylate synthetase 1C"
"ENSMUSG00000001173",34.3927367403624,29.9373965553541,64.3301332957165,"Ocrl","OCRL, inositol polyphosphate-5-phosphatase"
"ENSMUSG00000001175",2233.61718052687,2204.99796751837,4438.61514804524,"Calm1","calmodulin 1"
"ENSMUSG00000001211",353.886206998476,356.740038282516,710.626245280992,"Agpat3","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSMUSG00000001227",59.2029853821894,72.390520348468,131.593505730657,"Sema6b","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001229",120.808830317788,128.864603608382,249.67343392617,"Dpp9","dipeptidylpeptidase 9"
"ENSMUSG00000001240",24.1154458793955,26.2858146663863,50.4012605457818,"Ramp2","receptor (calcitonin) activity modifying protein 2"
"ENSMUSG00000001247",0.665852647330248,0.61324275997932,1.27909540730957,"Lsr","lipolysis stimulated lipoprotein receptor"
"ENSMUSG00000001248",81.7551250461139,89.2825709188074,171.037695964921,"Gramd1a","GRAM domain containing 1A"
"ENSMUSG00000001249",18.2096223987272,19.6795176611546,37.8891400598818,"Hpn","hepsin"
"ENSMUSG00000001260",26.9525571593244,28.0140442626917,54.9666014220161,"Gabrg1","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"ENSMUSG00000001270",1846.17779012597,1927.97948803317,3774.15727815913,"Ckb","creatine kinase, brain"
"ENSMUSG00000001280",8.71398464549585,9.89550817239358,18.6094928178894,"Sp1","trans-acting transcription factor 1"
"ENSMUSG00000001281",0.636902532228933,1.22648551995864,1.86338805218757,"Itgb7","integrin beta 7"
"ENSMUSG00000001285",33.4084328269177,34.8433386351887,68.2517714621063,"Myg1","melanocyte proliferating gene 1"
"ENSMUSG00000001288",4.08196622928543,4.29269931985524,8.37466554914068,"Rarg","retinoic acid receptor, gamma"
"ENSMUSG00000001289",73.8227935083536,73.0037631084473,146.826556616801,"Pfdn5","prefoldin 5"
"ENSMUSG00000001300",9.23508671731952,6.91291838522143,16.148005102541,"Efnb2","ephrin B2"
"ENSMUSG00000001305",5.41367152394593,5.26831280164053,10.6819843255865,"Rrp15","ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313",151.66965301579,159.777613645521,311.447266661311,"Rnd2","Rho family GTPase 2"
"ENSMUSG00000001323",11.5510959254247,11.5679884268826,23.1190843523074,"Srr","serine racemase"
"ENSMUSG00000001333",11.8405970764379,12.0418578323212,23.8824549087591,"Sync","syncoilin"
"ENSMUSG00000001334",161.744293071048,122.341930615874,284.086223686922,"Fndc5","fibronectin type III domain containing 5"
"ENSMUSG00000001366",188.552099654865,196.377056547923,384.929156202789,"Fbxo9","f-box protein 9"
"ENSMUSG00000001376",87.2845970304651,86.439354486176,173.723951516641,"Vps50","VPS50 EARP/GARPII complex subunit"
"ENSMUSG00000001380",213.825550138314,216.084448879986,429.909999018299,"Hars","histidyl-tRNA synthetase"
"ENSMUSG00000001383",115.366208678741,90.6484297933068,206.014638472048,"Zmat2","zinc finger, matrin type 2"
"ENSMUSG00000001415",66.70106519343,67.0107088631948,133.711774056625,"Smg5","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416",307.97132444779,297.701485299052,605.672809746842,"Cct3","chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418",39.2853061924846,45.6587109475512,84.9440171400358,"Glmp","glycosylated lysosomal membrane protein"
"ENSMUSG00000001419",72.1726369475786,77.8818305173737,150.054467464952,"Mef2d","myocyte enhancer factor 2D"
"ENSMUSG00000001420",1.10010437384997,1.14286150723419,2.24296588108416,"Tmem79","transmembrane protein 79"
"ENSMUSG00000001424",66.1799631216064,68.7946878013165,134.974650922923,"Snd1","staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001435",1.27380506445787,2.25784834356023,3.53165340801809,"Col18a1","collagen, type XVIII, alpha 1"
"ENSMUSG00000001436",30.5134213167861,41.6447583367775,72.1581796535636,"Slc19a1","solute carrier family 19 (folate transporter), member 1"
"ENSMUSG00000001440",224.566042840901,226.760447837808,451.326490678709,"Kpnb1","karyopherin (importin) beta 1"
"ENSMUSG00000001441",216.025758886013,205.241201896715,421.266960782729,"Npepps","aminopeptidase puromycin sensitive"
"ENSMUSG00000001445",44.3805264503161,46.6064497584283,90.9869762087444,"Mrpl10","mitochondrial ribosomal protein L10"
"ENSMUSG00000001467",183.051577785616,162.146960672714,345.198538458329,"Cyp51","cytochrome P450, family 51"
"ENSMUSG00000001472",717.18120140488,766.943695366865,1484.12489677174,"Tcf25","transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473",33.1768319061071,44.7109721366741,77.8878040427812,"Tubb6","tubulin, beta 6 class V"
"ENSMUSG00000001482",53.7314136280409,53.7702401818231,107.501653809864,"Def8","differentially expressed in FDCP 8"
"ENSMUSG00000001504",6.65852647330248,7.5540358161089,14.2125622894114,"Irx2","Iroquois related homeobox 2 (Drosophila)"
"ENSMUSG00000001506",0.810603222836824,0.864114798152679,1.6747180209895,"Col1a1","collagen, type I, alpha 1"
"ENSMUSG00000001507",153.117158770856,181.937977017501,335.055135788357,"Itga3","integrin alpha 3"
"ENSMUSG00000001517",0.607952417127618,0.975613481785282,1.5835658989129,"Foxm1","forkhead box M1"
"ENSMUSG00000001518",23.5364435773692,36.2370721805962,59.7735157579654,"Itfg2","integrin alpha FG-GAP repeat containing 2"
"ENSMUSG00000001520",28.8632647560112,31.4983781262105,60.3616428822217,"Nrip2","nuclear receptor interacting protein 2"
"ENSMUSG00000001521",7.87443130755771,7.86065719609856,15.7350885036563,"Tulp3","tubby-like protein 3"
"ENSMUSG00000001524",20.0624297652114,24.4739610573565,44.5363908225679,"Gtf2h4","general transcription factor II H, polypeptide 4"
"ENSMUSG00000001525",995.536558104024,1239.89323666546,2235.42979476949,"Tubb5","tubulin, beta 5 class I"
"ENSMUSG00000001542",30.8608226980019,28.9060337317525,59.7668564297544,"Ell2","elongation factor RNA polymerase II 2"
"ENSMUSG00000001552",56.9448764042868,79.1640653791486,136.108941783435,"Jup","junction plakoglobin"
"ENSMUSG00000001566",32.887330755094,34.2300958752093,67.1174266303033,"Mnx1","motor neuron and pancreas homeobox 1"
"ENSMUSG00000001569",32.1346277624598,30.8293860244149,62.9640137868747,"Nom1","nucleolar protein with MIF4G domain 1"
"ENSMUSG00000001576",94.2036745396794,105.6728774128,199.87655195248,"Ergic1","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1"
"ENSMUSG00000001604",8.74293476059717,9.47738810877131,18.2203228693685,"Tcea3","transcription elongation factor A (SII), 3"
"ENSMUSG00000001627",19.0491757366654,18.5645308248285,37.6137065614939,"Ifrd1","interferon-related developmental regulator 1"
"ENSMUSG00000001630",59.3187858425947,56.9479526653523,116.266738507947,"Stk38l","serine/threonine kinase 38 like"
"ENSMUSG00000001632",23.6811941528758,26.4251880209271,50.1063821738028,"Brpf1","bromodomain and PHD finger containing, 1"
"ENSMUSG00000001642",18.2675226289298,20.7108804847561,38.978403113686,"Akr1b3","aldo-keto reductase family 1, member B3 (aldose reductase)"
"ENSMUSG00000001655",0.694802762431563,0.61324275997932,1.30804552241088,"Hoxc13","homeobox C13"
"ENSMUSG00000001656",1.24485494935655,2.59234439445804,3.83719934381459,"Hoxc11","homeobox C11"
"ENSMUSG00000001657",51.994406721962,49.4496661910597,101.444072913022,"Hoxc8","homeobox C8"
"ENSMUSG00000001661",16.3857651473444,17.1429226085128,33.5286877558572,"Hoxc6","homeobox C6"
"ENSMUSG00000001663",3.8214151933736,5.04531543437532,8.86673062774891,"Gstt1","glutathione S-transferase, theta 1"
"ENSMUSG00000001665",1.41855563996444,1.11498683632604,2.53354247629048,"Gstt3","glutathione S-transferase, theta 3"
"ENSMUSG00000001666",16.443665377547,17.0592985957884,33.5029639733354,"Ddt","D-dopachrome tautomerase"
"ENSMUSG00000001674",10.8852432780945,10.2300042232914,21.1152475013859,"Ddx18","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18"
"ENSMUSG00000001687",212.378044383248,210.425890685631,422.803935068879,"Ubl3","ubiquitin-like 3"
"ENSMUSG00000001700",2.57656024401705,1.75610426721351,4.33266451123055,"Gramd3","GRAM domain containing 3"
"ENSMUSG00000001707",29.7896684392533,25.5331985518662,55.3228669911195,"Eef1e1","eukaryotic translation elongation factor 1 epsilon 1"
"ENSMUSG00000001729",156.793823388723,167.164401436181,323.958224824904,"Akt1","thymoma viral proto-oncogene 1"
"ENSMUSG00000001750",5.70317267495908,7.30316377793554,13.0063364528946,"Tcirg1","T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3"
"ENSMUSG00000001751",3.56086415746176,5.18468878891607,8.74555294637783,"Naglu","alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)"
"ENSMUSG00000001755",36.8534965239742,38.4670458532483,75.3205423772224,"Coasy","Coenzyme A synthase"
"ENSMUSG00000001761",2.51866001381442,2.17422433083577,4.69288434465019,"Smo","smoothened, frizzled class receptor"
"ENSMUSG00000001763",39.8643084945109,49.4775408619679,89.3418493564788,"Tspan33","tetraspanin 33"
"ENSMUSG00000001767",20.3808810313258,16.1951837976357,36.5760648289615,"Crnkl1","Crn, crooked neck-like 1 (Drosophila)"
"ENSMUSG00000001768",4.63201841621042,5.65855819435464,10.2905766105651,"Rin2","Ras and Rab interactor 2"
"ENSMUSG00000001773",4.45831772560253,4.87806740892641,9.33638513452894,"Folh1","folate hydrolase 1"
"ENSMUSG00000001774",124.717095856466,105.115383994637,229.832479851103,"Chordc1","cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1"
"ENSMUSG00000001783",188.320498734055,198.328283511494,386.648782245549,"Rtcb","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"ENSMUSG00000001785",22.8995410451403,23.6098462592038,46.5093873043441,"Pwp1","PWP1 homolog, endonuclein"
"ENSMUSG00000001786",82.3920275783428,69.3243065485714,151.716334126914,"Fbxo7","F-box protein 7"
"ENSMUSG00000001794",662.262833057685,746.790308300271,1409.05314135796,"Capns1","calpain, small subunit 1"
"ENSMUSG00000001802",98.6330421501806,121.143319766824,219.776361917005,"Lrp3","low density lipoprotein receptor-related protein 3"
"ENSMUSG00000001815",0.521102071823672,0.501744076346717,1.02284614817039,"Evx2","even-skipped homeobox 2"
"ENSMUSG00000001829",54.6867674263843,64.5856124941857,119.27237992057,"Clpb","ClpB caseinolytic peptidase B"
