"","mouse_control_1_176.counts","mouse_control_1_177.counts","mouse_control_1_178.counts","mouse_control_1_213.counts","mouse_control_1_225.counts","avg","Symbol","Name"
"ENSMUSG00000000318",0.574764102443255,0.532197249330914,0.261145093160411,0.465350049035577,0.5416215250917,2.37507801906186,"Clec10a","C-type lectin domain family 10, member A"
"ENSMUSG00000000320",1.07455897413304,0.557539975489529,0.326431366450514,1.01282069495979,0.696370532260758,3.66772154329363,"Alox12","arachidonate 12-lipoxygenase"
"ENSMUSG00000000325",29.2379999938525,30.537985021131,29.4441092538363,30.1656325904239,29.7891838800435,149.174910739287,"Arvcf","armadillo repeat gene deleted in velocardiofacial syndrome"
"ENSMUSG00000000326",56.1269640907631,50.482710507961,51.1517951227955,57.5391648866343,57.8245456788377,273.125180286992,"Comt","catechol-O-methyltransferase"
"ENSMUSG00000000339",30.6874051217529,31.5770367936342,29.1176778873858,35.5034713881849,28.731732331055,155.617323522013,"Rtca","RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340",22.5907282003784,20.9077490808573,23.2419132912766,22.7474053381509,22.0517335215907,111.539529432254,"Dbt","dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346",147.189589712642,145.011079079595,158.221283318564,154.112986827665,140.898971027427,745.433909965892,"Dazap2","DAZ associated protein 2"
"ENSMUSG00000000355",33.6112051211382,32.4640322091858,35.3525169865906,36.3246773570712,32.0846274863845,169.83705916037,"Mcts1","malignant T cell amplified sequence 1"
"ENSMUSG00000000359",1.3994256407314,0.988366320185983,0.946650962706489,1.45079721169915,1.13482605257309,5.92006618789611,"Rem1","rad and gem related GTP binding protein 1"
"ENSMUSG00000000374",129.471861511239,134.747274985356,136.448311176315,143.628923958216,134.476887229911,678.773258861037,"Trappc10","trafficking protein particle complex 10"
"ENSMUSG00000000378",34.2359487107504,28.8653650946624,29.8358268935769,34.7096389515948,28.8606898370292,156.507469487614,"Ccm2","cerebral cavernous malformation 2"
"ENSMUSG00000000384",34.061020505659,30.1831868549104,29.9663994401572,32.9851064169336,33.2968280425422,160.492541260202,"Tbrg4","transforming growth factor beta regulated gene 4"
"ENSMUSG00000000399",105.031892285609,105.299027189045,100.312358910243,103.827807999526,105.951486908415,520.422573292837,"Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402",6.54731281913621,5.6007424810539,6.52862732901027,6.46015362190566,5.51938125569638,30.6562175068024,"Egfl6","EGF-like-domain, multiple 6"
"ENSMUSG00000000409",0.674723076781212,0.481511797013684,0.424360776385668,0.437976516739367,0.618996028676229,2.63756819559616,"Lck","lymphocyte protein tyrosine kinase"
"ENSMUSG00000000416",31.662005121548,32.5654031138202,36.5276699058125,29.2075589600565,29.4538943645106,159.416531465748,"Cttnbp2","cortactin binding protein 2"
"ENSMUSG00000000420",76.143748701939,79.1453337933545,79.1596063642496,68.4612042728223,69.0954317009841,372.005324833349,"Galnt1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",33.8611025569831,30.867440461193,32.9042817382118,31.8354180604927,29.2733538561467,158.741596673027,"Mkrn2","makorin, ring finger protein, 2"
"ENSMUSG00000000440",1.29946666639345,1.11507995097906,0.816078416126284,1.01282069495979,0.696370532260758,4.93981626071933,"Pparg","peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441",42.8823999909837,41.5620709001285,42.6645795950821,45.275822417932,43.329722007336,215.714594911462,"Raf1","v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486",3.37361538390606,2.55961534202011,3.10109798127988,4.79036815183682,2.60494162067913,16.429638479722,"Sept1","septin 1"
"ENSMUSG00000000489",9.07127692116963,9.37680867868753,8.19342729790789,12.2085954041098,11.1935115185618,50.0436198204367,"Pdgfb","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530",15.0688153814471,14.217269374983,13.4816154344062,19.0519784781625,15.2943602085418,77.1140388775406,"Acvrl1","activin A receptor, type II-like 1"
"ENSMUSG00000000531",5.42277435783419,5.14457341019884,5.35347440978842,7.47297431686544,4.77142772104593,28.1652242157328,"Grasp","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",61.8746051151956,66.3219143570953,56.4726263959389,62.5485212968408,59.7073252660613,306.924992431132,"Acvr1b","activin A receptor, type 1B"
"ENSMUSG00000000538",338.036261467387,318.634095992266,326.855727226899,344.714892206178,292.785121563856,1621.02609845659,"Tom1l2","target of myb1-like 2 (chicken)"
"ENSMUSG00000000552",113.678343565842,107.174388924783,101.487511829465,121.839592250433,104.894035359426,549.073871929948,"Zfp385a","zinc finger protein 385A"
"ENSMUSG00000000555",3.89839999918034,2.73701442513041,2.61145093160411,3.12058268176799,3.9718911840058,16.3393392216887,"Itga5","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560",127.672599973156,130.46435426455,128.777174064728,143.081453312292,75.9043880164226,605.899969631148,"Gabra2","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561",23.8402153796028,25.6721815986769,29.5093955271264,24.7456731957742,28.8606898370292,132.62815553821,"Wdr77","WD repeat domain 77"
"ENSMUSG00000000562",0.74969230753468,0.963023594027368,0.914007826061438,0.848579501182523,0.618996028676229,4.09429925748224,"Adora3","adenosine A3 receptor"
"ENSMUSG00000000563",286.432440965417,277.781621424578,289.18554753851,292.376698455823,273.131997653386,1418.90830603771,"Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567",23.0655333284837,20.274180926892,17.6272937883277,24.2255760821462,21.8969845144216,107.089568640271,"Sox9","SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568",85.7398102383829,94.0215140484615,84.3498650908127,86.3087473299514,79.8762792004284,430.296215908037,"Hnrnpd","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581",35.3854769156369,32.6160885661374,35.1240150300753,35.5582184527773,33.9674070736081,172.651206038235,"C1d","C1D nuclear receptor co-repressor"
"ENSMUSG00000000594",146.115030738509,142.17269374983,141.181565989847,136.073829044462,169.682286360871,735.225405883519,"Gm2a","GM2 ganglioside activator protein"
"ENSMUSG00000000600",35.23553845413,35.7585866098057,41.7832149056657,32.9029858200449,37.7329662480551,183.413292037701,"Krit1","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",160.734030735435,168.402415323996,166.871714529503,146.503144849318,167.412634255725,809.923939693978,"Clcn4","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000627",34.4358666594263,32.2106049475996,28.8891759308705,33.1493476107108,37.6298002432758,166.314795391883,"Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628",3.47357435824402,4.86580342245407,3.6886744408908,3.77754745687704,3.2497291505502,19.0553288290161,"Hk2","hexokinase 2"
"ENSMUSG00000000631",179.976133295492,177.728538550367,179.896326050878,181.37702499469,180.282593351952,899.260616243379,"Myo18a","myosin XVIIIA"
"ENSMUSG00000000632",48.2302051180644,48.5820060460649,47.006116768874,50.2851788281385,41.9111894416197,236.014696202761,"Sez6","seizure related gene 6"
"ENSMUSG00000000682",1.12453846130202,0.836309963234293,1.2077960558669,1.72453253466126,1.23799205735246,6.13116907241693,"Cd52","CD52 antigen"
"ENSMUSG00000000686",0.74969230753468,0.557539975489529,0.946650962706489,1.01282069495979,0.747953534650443,4.01465747534093,"Abhd15","abhydrolase domain containing 15"
"ENSMUSG00000000690",49.179815374275,45.6422498116655,48.7035598744166,54.3090880756815,31.3366739517341,229.171387087773,"Hoxb6","homeobox B6"
"ENSMUSG00000000693",3.82343076842687,4.46031980391623,2.80730975147442,3.53118566621114,4.38455520312329,19.006801193152,"Loxl3","lysyl oxidase-like 3"
"ENSMUSG00000000708",63.324010243096,57.7307301893249,67.2448614888058,64.4920420898717,53.8526544948319,306.64429850593,"Kat2b","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",101.608297414534,96.6318148427988,97.9946962084442,96.0263512951061,97.1307934997783,489.391953260661,"Rab5b","RAB5B, member RAS oncogene family"
"ENSMUSG00000000732",4.84801025539093,4.61237616086792,4.60268226695224,6.51490068649808,4.07505718878517,24.6530265584943,"Icosl","icos ligand"
"ENSMUSG00000000738",62.6242974227303,54.5122039671808,57.6804224518058,62.0010506509166,55.7612255832503,292.579200075884,"Spg7","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSMUSG00000000739",0.824661538288148,0.481511797013684,0.391717639740616,0.793832436590102,0.515830023896858,3.00755343552941,"Sult5a1","sulfotransferase family 5A, member 1"
"ENSMUSG00000000740",120.975348692513,108.973722482044,123.554272201519,142.670850327849,102.185927733967,598.360121437893,"Rpl13","ribosomal protein L13"
"ENSMUSG00000000743",81.2416563931748,76.7884602606033,73.9693476376864,86.0623855392856,77.3487120833338,395.410561914084,"Chmp1a","charged multivesicular body protein 1A"
"ENSMUSG00000000751",66.4227384475727,64.8520362398957,64.3722654640413,66.0523334307557,64.1692549727691,325.868628555034,"Rpa1","replication protein A1"
"ENSMUSG00000000753",24.9147743537359,21.4906317825055,20.4346035398022,22.6652847412622,21.0200734737969,110.525367891103,"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759",39.3338564019862,39.7373946167082,38.0292541914848,39.5000071034316,41.2148189093589,197.81533122297,"Tubgcp3","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766",4.34821538370114,6.48773789660543,4.92911363340276,5.00935641020651,3.37868665652442,24.1531099804402,"Oprm1","opioid receptor, mu 1"
"ENSMUSG00000000776",18.7672974319515,20.5782936407953,21.0548231360581,18.1212783800913,20.1431624331723,98.6648550220686,"Polr3d","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782",3.7484615376734,4.08017891153701,2.57880779495906,3.6680533276922,4.74563621985109,18.8211377917128,"Tcf7","transcription factor 7, T cell specific"
"ENSMUSG00000000787",231.979789694815,263.032154800265,235.650803440626,227.227691590843,253.994703766813,1211.88514329336,"Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791",5.52273333217214,6.63979425355712,7.27941947184645,2.68260616502862,6.4994583011004,28.6240115237047,"Il12rb1","interleukin 12 receptor, beta 1"
"ENSMUSG00000000792",5.44776410141868,5.22060158867468,3.13374111792493,7.00762426782987,4.71984471865625,25.5295757945044,"Slc5a5","solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794",16.2433333299181,19.0577300712784,17.8557957448431,15.5207928119513,13.9274106452152,82.6050626032061,"Kcnn3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804",122.999517922857,136.470580364142,133.18399751181,135.225249543279,123.154418205375,651.033763547462,"Usp32","ubiquitin specific peptidase 32"
"ENSMUSG00000000805",14.1691846124055,15.1802929690104,13.7427605275666,11.8527394842591,21.3811544905247,76.3261320837663,"Car4","carbonic anhydrase 4"
"ENSMUSG00000000811",11.5202717924496,11.4042267713767,12.077960558669,11.7706188873705,12.637835585473,59.4109135953388,"Txnrd3","thioredoxin reductase 3"
"ENSMUSG00000000823",23.9901538411098,20.1728100222575,18.2148702479387,25.2110232448098,23.6508065956709,111.239663951787,"Zfp512b","zinc finger protein 512B"
"ENSMUSG00000000826",382.542994791363,406.345271227232,387.147600610309,402.637286544959,363.840707355648,1942.51386052951,"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5"
"ENSMUSG00000000827",86.61445126384,80.3110991966508,84.0560768610073,89.2103417533498,81.9653907972107,422.157359872058,"Tpd52l2","tumor protein D52-like 2"
"ENSMUSG00000000838",40.0835487095209,47.0107570242307,47.4957638185497,42.8395780435693,48.2043157331613,225.633963329032,"Fmr1","fragile X mental retardation syndrome 1"
"ENSMUSG00000000861",11.3203538437737,11.9617667468663,12.0126742853789,11.8527394842591,9.46548093850734,56.6130152987853,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869",5.54772307575663,6.4370524442882,6.78977242217068,6.95287720323745,5.90625377361902,31.633678919072,"Il4","interleukin 4"
"ENSMUSG00000000876",23.1654923028216,21.0851481639676,20.9242505894779,18.6413754937193,24.3471771279317,108.163443677918,"Pxmp4","peroxisomal membrane protein 4"
"ENSMUSG00000000881",53.5280307579762,58.3642983432902,56.2767675760685,54.2817145433853,48.7975202606427,271.248331481363,"Dlg3","discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884",3.22367692239912,3.16784076982687,2.90523916140957,3.91441511835809,3.14656314577083,16.3577351177645,"Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000889",0.449815384520808,0.684253606282604,0.685505869546079,0.218988258369683,0.0515830023896858,2.09014612110886,"Dbh","dopamine beta hydroxylase"
"ENSMUSG00000000901",2.52396410203342,2.0274180926892,1.50158428567236,2.13513551910441,1.54749007169057,9.73559207118997,"Mmp11","matrix metallopeptidase 11"
"ENSMUSG00000000902",49.329753835782,45.7436207163,50.5968617998296,46.8087402265198,53.7236969888577,246.202673567289,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915",99.3842102355141,94.0721995007787,99.2024922643111,93.015262742523,105.770946400051,491.445111143178,"Hip1r","huntingtin interacting protein 1 related"
"ENSMUSG00000000916",8.97131794683167,7.14664877672942,8.3892861177782,10.7304246601145,8.58856989788268,43.8262473993365,"Nsun5","NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934",13.4694717920398,12.7220485316247,12.5349644716997,13.9331279387711,11.2708860221463,63.9304987562816,"Top1mt","DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000938",0.474805128105297,1.06439449866183,0.71814900619113,1.25918248562568,1.03166004779372,4.54819116637765,"Hoxa10","homeobox A10"
"ENSMUSG00000000942",9.24620512626105,7.78021693069479,9.6623684469352,9.69023043285849,6.1383772843726,42.5173982211221,"Hoxa4","homeobox A4"
"ENSMUSG00000000948",6.19745640895336,8.18570054923263,7.57320770165192,6.65176834797913,8.33065488593425,36.9387878937513,"Snurf","SNRPN upstream reading frame"
"ENSMUSG00000000957",28.3383692248109,28.3585105714901,23.8621328875325,16.7252282329846,24.9919646578027,122.276205574621,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",2.0991384610971,1.5205635695169,1.40365487573721,1.45079721169915,1.67644757766479,8.15060169571515,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",53.1781743477933,55.3485139304151,55.0689715202016,59.2636974212956,53.9816120008061,276.840969220512,"Oxa1l","oxidase assembly 1-like"
"ENSMUSG00000000976",19.6169487138241,19.4885564159749,20.3040309932219,17.9296636540178,17.8735103280261,95.2127101050649,"Heatr6","HEAT repeat containing 6"
"ENSMUSG00000000983",0.699712820365701,0.658910880123989,0.652862732901027,0.875953033478733,0.335289515532957,3.22272898240241,"Wfdc18","WAP four-disulfide core domain 18"
"ENSMUSG00000001016",69.146620498282,67.0821961418538,63.5235439112699,63.5613419918006,64.5819189918866,327.895621535093,"Ilf2","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",122.949538435688,129.070504325826,130.01761325724,107.933837843958,142.704376111066,632.675869973776,"Chtop","chromatin target of PRMT1"
"ENSMUSG00000001018",77.418225624748,75.1158403341347,75.6015044699389,90.8527536911224,70.9008367846231,389.889160904567,"Snapin","SNAP-associated protein"
"ENSMUSG00000001025",39.9086205044295,34.3647366710819,38.6494737877408,38.5693070053605,48.0237752247974,199.51591319341,"S100a6","S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029",3.59852307616646,3.34523985293717,3.13374111792493,3.55855919850735,3.92030818161612,17.556371427152,"Icam2","intercellular adhesion molecule 2"
"ENSMUSG00000001034",18.4424307653531,17.2583965140168,15.4728467697543,16.4514929100225,26.1525822115707,93.7777491707174,"Mapk7","mitogen-activated protein kinase 7"
"ENSMUSG00000001036",147.214579456227,145.746018138195,155.903620616765,131.776184473957,146.366769280733,727.007171965877,"Epn2","epsin 2"
"ENSMUSG00000001039",9.47111281852146,8.56584144161185,9.10743512396933,10.1829540141903,7.55690985008896,44.8842532483819,"B9d1","B9 protein domain 1"
"ENSMUSG00000001052",53.5780102451451,54.7149457764497,55.6565479798126,59.7290474703311,55.477519070107,279.156070541846,"Sec24b","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",11.3953230745271,10.4412031773494,11.6209566456383,14.1247426648446,10.8582220030289,58.4404475653882,"N4bp3","NEDD4 binding protein 3"
"ENSMUSG00000001054",28.0135025582125,28.1811114883798,27.5181641917783,29.5086678153148,26.1267907103758,139.348236764061,"Rmnd5b","required for meiotic nuclear division 5 homolog B"
"ENSMUSG00000001056",15.268733330123,13.7864430302865,13.8080468008567,17.7654224602406,13.7468701368513,74.3755157583581,"Nhp2","NHP2 ribonucleoprotein"
"ENSMUSG00000001062",37.2347179408891,31.7290931505859,32.3167052786008,39.281018845062,33.4773685509061,174.038903766044,"Vps9d1","VPS9 domain containing 1"
"ENSMUSG00000001065",25.6644666612705,24.1262753030014,29.1176778873858,21.6798375785987,27.3389912665335,127.92724869679,"Zfp276","zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082",8.09667692137455,7.95761601380509,7.34470574513656,9.49861570678502,7.42795234411475,40.325566731216,"Mfsd10","major facilitator superfamily domain containing 10"
"ENSMUSG00000001089",225.10761020908,246.711439154117,232.941423099087,231.087359644608,216.958108051018,1152.80594015791,"Luzp1","leucine zipper protein 1"
"ENSMUSG00000001098",25.6644666612705,25.8242379556286,22.882838788181,24.4993114051083,21.6390695024732,120.509924312662,"Kctd10","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100",92.8618871599624,89.7385933276556,88.5281865813793,107.057884810479,88.5938066042853,466.780358483761,"Poldip2","polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001105",48.9299179384301,41.3846718170182,47.2672618620344,53.1593997192406,44.5935055658833,235.334756902607,"Ift20","intraflagellar transport 20"
"ENSMUSG00000001119",21.3162512775694,14.5213820888864,11.457740962413,13.6046455512166,20.3237029415362,81.2237228216216,"Col6a1","collagen, type VI, alpha 1"
"ENSMUSG00000001120",46.1060769133828,44.755254396114,40.1184149367681,47.0551020171857,42.7623089810495,220.7971572445,"Pcbp3","poly(rC) binding protein 3"
"ENSMUSG00000001123",11.9201076898014,13.2542457809556,12.4370350617646,12.7560660500341,13.8500361416306,64.2174907241863,"Lgals9","lectin, galactose binding, soluble 9"
"ENSMUSG00000001127",153.536984583102,144.276140020995,149.53820897098,160.518393384978,132.852022654636,740.721749614691,"Araf","Araf proto-oncogene, serine/threonine kinase"
"ENSMUSG00000001128",3.99835897351829,3.31989712677856,4.01510580734132,4.40713869968988,4.8745937258253,20.6150943331534,"Cfp","complement factor properdin"
"ENSMUSG00000001131",1.32445640997794,0.988366320185983,0.522290186320822,0.985447162663575,1.18640905496277,5.00696913411109,"Timp1","tissue inhibitor of metalloproteinase 1"
"ENSMUSG00000001134",3.47357435824402,3.06646986519241,3.36224307444029,2.95634148799073,3.58501866608316,16.4436474519506,"Uxt","ubiquitously expressed transcript"
"ENSMUSG00000001138",28.3383692248109,24.2276462076359,25.7227916763005,29.39917368613,26.3073312187397,133.995312013617,"Cnnm3","cyclin M3"
"ENSMUSG00000001143",33.0364410186949,32.0078631383307,32.0882033220855,31.0689591561988,31.6977549684619,159.899221603772,"Lman2l","lectin, mannose-binding 2-like"
"ENSMUSG00000001150",44.3318051188841,43.8429162544039,44.2967364273347,42.5932162529034,39.1257073125766,214.190381366103,"Mcm3ap","minichromosome maintenance complex component 3 associated protein"
"ENSMUSG00000001151",24.9647538409048,24.2023034814773,23.8294897508875,30.0287649289428,18.4667148555075,121.49202685772,"Pcnt","pericentrin (kendrin)"
"ENSMUSG00000001156",19.866846149669,19.7166409514024,21.2833250925735,16.779975297577,23.5734320920864,101.220219583308,"Mxd1","MAX dimerization protein 1"
