"","mouse_1.counts","mouse_2.counts","mouse_3.counts","mouse_4.counts","mouse_5.counts","mouse_6.counts","avg","Symbol","Name"
"ENSMUSG00000000340",6.81117307640184,8.42478671652363,7.08736192379352,6.40012238884645,9.11635271090721,4.94761827755922,42.7874150940319,"Dbt","dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346",48.3101760470564,46.9121217164697,43.9163319206491,28.9162156122581,28.2840686671736,63.7090572726803,260.047971236287,"Dazap2","DAZ associated protein 2"
"ENSMUSG00000000355",4.84506126053327,5.2730679448745,10.7576029200437,8.32787009633032,3.19461932604441,6.50645691295459,38.9046784607808,"Mcts1","malignant T cell amplified sequence 1"
"ENSMUSG00000000365",0.63196451224347,0.969759622045885,0.126560034353456,0.539769358095484,0.857092989914353,0.8810827069626,4.00622922361525,"Rnf17","ring finger protein 17"
"ENSMUSG00000000374",13.76278271108,20.4861720157193,11.8333632120481,12.3375853278968,10.1292807898969,20.4004534458264,88.9496375024675,"Trappc10","trafficking protein particle complex 10"
"ENSMUSG00000000378",5.89833544760572,6.00038766140891,7.02408190661679,18.4292680835458,3.19461932604441,5.62537420599199,46.1720666312136,"Ccm2","cerebral cavernous malformation 2"
"ENSMUSG00000000384",12.3584171283167,5.15184799211876,6.70768182073315,2.77595669877677,0.311670178150674,2.43992134235797,29.7454951604541,"Tbrg4","transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386",0.912837628796123,1.21219952755736,1.51872041224147,1.15664862449032,1.01292807898969,3.59210642069368,9.40544069276864,"Mx1","MX dynamin-like GTPase 1"
"ENSMUSG00000000399",4.84506126053327,7.27319716534414,3.16400085883639,2.69884679047742,5.14255793948612,5.01539387040249,28.1390578850798,"Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000411",0.0702182791381633,0.606099763778678,0.632800171767279,0.308439633197419,0.857092989914353,0.813307114119323,3.28795795191522,"Tssk3","testis-specific serine kinase 3"
"ENSMUSG00000000416",1.68523869931592,0.787929692912282,4.9991213569615,3.9326053232671,0.701257900839016,0.406653557059662,12.5128065303555,"Cttnbp2","cortactin binding protein 2"
"ENSMUSG00000000420",19.5908998795476,25.8804599133496,24.869046750454,14.1111132187819,18.9339633226534,20.6037802243562,123.989263309143,"Galnt1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",6.95160963467817,8.6672266220351,7.84672212991425,3.85549541496774,4.98672285041078,9.08192944099911,41.3897060930052,"Mkrn2","makorin, ring finger protein, 2"
"ENSMUSG00000000441",6.38986340157286,11.2128456299055,12.086483280755,8.94474936272516,14.8822510066947,15.656161946797,69.1723546284502,"Raf1","v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000489",6.81117307640184,5.81855773227531,7.84672212991425,4.00971523156645,2.49336142520539,3.32100404932057,30.3005336446838,"Pdgfb","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530",1.12349246621061,3.3941586771606,6.26472170049606,2.62173688217806,1.55835089075337,3.04990167794746,18.0123622947462,"Acvrl1","activin A receptor, type II-like 1"
"ENSMUSG00000000531",1.12349246621061,0.969759622045885,0.442960120237095,1.77352789088516,1.16876316806503,1.42328744970882,6.9017907171526,"Grasp","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",26.6127277933639,16.1828636928907,14.8075240193543,8.86763945442581,22.0506651041602,14.3006500899314,102.822070154126,"Acvr1b","activin A receptor, type 1B"
"ENSMUSG00000000538",4.07266019001347,6.00038766140891,11.1372830231041,7.94232055483355,4.4413000386471,7.31976402707391,40.913715495081,"Tom1l2","target of myb1-like 2 (chicken)"
"ENSMUSG00000000552",3.30025911949368,2.84866888975979,4.23976115084077,1.38797834938839,2.02585615797938,3.45655523500712,17.2590789024691,"Zfp385a","zinc finger protein 385A"
"ENSMUSG00000000555",1.3341473036251,1.57585938582456,1.07576029200437,2.23618734068129,0.935010534452022,1.21996067117898,8.37692552776634,"Itga5","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560",0.351091395690817,0.363659858267207,0.696080188944006,1.15664862449032,0.389587722688342,1.49106304255209,4.44813083263279,"Gabra2","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561",1.96611181586857,2.60622898424832,1.77184048094838,1.15664862449032,1.40251580167803,4.33763794196972,13.2409836492033,"Wdr77","WD repeat domain 77"
"ENSMUSG00000000562",8.77728489227041,11.6977254409285,10.3779228169834,5.32058367265548,4.4413000386471,9.6919097765886,50.3067266380735,"Adora3","adenosine A3 receptor"
"ENSMUSG00000000563",5.89833544760572,4.97001806298516,2.78432075577603,1.31086844108903,4.67505267226011,5.96425217020837,25.6028475499244,"Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000568",190.361754743561,175.344661661172,176.551247923071,98.5464628065755,137.602383653523,107.830968213654,886.237479001555,"Hnrnpd","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581",2.38742149069755,1.6970793385803,1.96168053247856,1.23375853278968,2.02585615797938,7.31976402707391,16.6255600795994,"C1d","C1D nuclear receptor co-repressor"
"ENSMUSG00000000594",4.42375158570429,6.48526747243186,5.82176158025896,3.9326053232671,5.14255793948612,4.81206709187266,30.618010993021,"Gm2a","GM2 ganglioside activator protein"
"ENSMUSG00000000600",13.2010364779747,16.5465235511579,14.174723847587,14.2653330353806,18.3885405108898,16.0628155038566,92.6389729268467,"Krit1","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",16.8523869931592,20.7892218976087,16.9590446033631,17.2726194590555,8.8826000772942,23.4503551237738,104.206228154254,"Clcn4","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000628",57.0874609393268,70.7924524093496,80.4921818487978,48.5792422285936,51.2697443057858,95.5635859090205,403.784667640874,"Hk2","hexokinase 2"
"ENSMUSG00000000631",16.6417321557447,19.698242322807,21.3253657885573,11.7978159698013,10.7526211461982,14.6395280541478,94.8553054372564,"Myo18a","myosin XVIIIA"
"ENSMUSG00000000682",0.983055907934286,0.727319716534414,2.02496054965529,0.693989174694194,1.2466807126027,1.7621654139252,7.43817147534608,"Cd52","CD52 antigen"
"ENSMUSG00000000686",2.31720321155939,1.57585938582456,3.03744082448294,1.00242880789161,1.94793861344171,1.28773626402226,11.1686071072225,"Abhd15","abhydrolase domain containing 15"
"ENSMUSG00000000693",3.86200535259898,2.72744893700405,2.91088079012948,1.15664862449032,1.40251580167803,2.77879930657435,14.8382988124752,"Loxl3","lysyl oxidase-like 3"
"ENSMUSG00000000708",10.8136149872772,9.27332638581377,13.8583237617034,5.93746293905032,8.10342463191752,9.89523655511843,57.8813892608806,"Kat2b","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",3.01938600294102,4.42452827558435,4.36632118519422,1.92774770748387,3.74004213780809,4.06653557059662,21.5445608796082,"Rab5b","RAB5B, member RAS oncogene family"
"ENSMUSG00000000724",0.351091395690817,0,0.126560034353456,0.771099082993548,2.57127896974306,0.948858299805877,4.76888778258676,"Cryba1","crystallin, beta A1"
"ENSMUSG00000000732",10.5327418707245,13.3341948031309,15.4403241911216,7.71099082993548,13.3239001159413,13.0129138259092,73.355065636763,"Icosl","icos ligand"
"ENSMUSG00000000738",1.47458386190143,2.06073919684751,6.51784176920297,2.85306660707613,2.18169124705472,4.54096472049955,19.6288874025823,"Spg7","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSMUSG00000000740",1.82567525759225,1.33341948031309,1.89840051530184,1.23375853278968,0.857092989914353,4.06653557059662,11.2148823465078,"Rpl13","ribosomal protein L13"
"ENSMUSG00000000743",3.93222363173715,3.27293872440486,3.92336106495713,2.08196752408258,1.94793861344171,6.77755928432769,21.9359888429511,"Chmp1a","charged multivesicular body protein 1A"
"ENSMUSG00000000751",2.31720321155939,1.5152494094467,4.55616123672441,1.00242880789161,1.32459825714036,1.82994100676848,12.5455819295309,"Rpa1","replication protein A1"
"ENSMUSG00000000753",16.0799859226394,14.4251743779325,19.7433653591391,14.34244294368,10.7526211461982,17.5538785464087,92.897468295998,"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759",11.4455794995206,11.455285535417,13.2255235899361,11.1809367034065,12.2330544924139,14.7073036469911,74.2476834676852,"Tubgcp3","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766",4.07266019001347,6.60648742518759,3.54368096189676,6.3230124805471,7.32424918654084,4.87984268471594,32.7499329289017,"Oprm1","opioid receptor, mu 1"
"ENSMUSG00000000776",1.54480214103959,0.848539669290149,0.506240137413823,0.462659449796129,0.467505267226011,0.948858299805877,4.77860496457158,"Polr3d","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000787",402.912485694781,501.183894668589,445.744440992871,338.049837984372,332.941667809457,399.062690661215,2419.89501781128,"Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000804",16.0097676435012,21.1528817558759,14.6809639850009,16.5786302843613,13.9472404722427,13.0129138259092,95.3823979668911,"Usp32","ubiquitin specific peptidase 32"
"ENSMUSG00000000811",2.66829460725021,1.45463943306883,1.77184048094838,0.925318899592258,1.01292807898969,1.08440948549243,8.91743098534179,"Txnrd3","thioredoxin reductase 3"
"ENSMUSG00000000823",1.47458386190143,2.18195914960324,1.39216037788801,3.16150624027355,3.03878423696907,0.677755928432769,11.9267497950681,"Zfp512b","zinc finger protein 512B"
"ENSMUSG00000000826",10.0412139167574,23.2742309291012,15.9465643285354,12.1833655112981,11.2980439579619,10.776319262081,83.519737905735,"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5"
"ENSMUSG00000000827",10.5327418707245,13.758464637776,14.174723847587,12.1062556029987,12.1551369478763,13.4873429758121,76.2146658827746,"Tpd52l2","tumor protein D52-like 2"
"ENSMUSG00000000838",14.9564934564288,19.0921425590284,12.9724035212292,12.4146952361961,9.89552815628389,15.181732796894,84.5129957260604,"Fmr1","fragile X mental retardation syndrome 1"
"ENSMUSG00000000876",1.12349246621061,0.909149645668017,1.45544039506474,0.385549541496774,0.701257900839016,1.15218507833571,5.72707502761487,"Pxmp4","peroxisomal membrane protein 4"
"ENSMUSG00000000881",2.52785804897388,4.66696818109582,3.29056089318985,2.23618734068129,2.02585615797938,8.810827069626,23.5582576915462,"Dlg3","discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000901",0.561746233105306,0.787929692912282,0.442960120237095,0.231329724898065,0.389587722688342,0.609980335589492,3.02353382943058,"Mmp11","matrix metallopeptidase 11"
"ENSMUSG00000000902",1.54480214103959,2.48500903149258,6.83424185508661,2.00485761578323,3.74004213780809,3.04990167794746,19.6588544591576,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000916",1.3341473036251,1.45463943306883,0.632800171767279,3.46994587347097,1.2466807126027,0.813307114119323,8.9515206086542,"Nsun5","NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000948",0.351091395690817,0.484879811022942,1.20232032635783,10.1013979872155,0.779175445376685,1.21996067117898,14.1388256368427,"Snurf","SNRPN upstream reading frame"
"ENSMUSG00000000957",1.3341473036251,2.72744893700405,2.2780806183622,0.616879266394839,0.545422811763679,3.93098438491006,11.4329633220599,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",15.4480214103959,17.0314033621809,16.5793645003027,23.1329724898065,14.7264159176193,16.5372446537596,103.455422334065,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",6.17920856415837,9.94003612597032,9.30216252497899,3.9326053232671,8.6488474436812,4.87984268471594,42.8827026667719,"Oxa1l","oxidase assembly 1-like"
"ENSMUSG00000000976",4.35353330656613,4.78818813385156,6.26472170049606,7.47966110503742,4.67505267226011,5.76092539167854,33.3220823098898,"Heatr6","HEAT repeat containing 6"
"ENSMUSG00000000982",41.4990029706545,46.2454119763131,35.5633696533211,50.1214403945807,48.2309600688168,29.9568120367284,251.616997100415,"Ccl3","chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016",29.8427686337194,17.4556731968259,22.9073662179755,32.2319416691303,26.7257177764203,29.1435049226091,158.306972416681,"Ilf2","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",26.8936009099166,33.1536570786937,26.1346470939886,25.2920499221884,24.8556967075162,27.9913198442734,164.320971556577,"Chtop","chromatin target of PRMT1"
"ENSMUSG00000001018",6.95160963467817,7.87929692912282,6.64440180355643,8.48208991292903,7.79175445376685,5.01539387040249,42.7645466044558,"Snapin","SNAP-associated protein"
"ENSMUSG00000001034",3.08960428207919,3.03049881889339,5.37880146002187,1.00242880789161,2.02585615797938,2.77879930657435,17.3059888334398,"Mapk7","mitogen-activated protein kinase 7"
"ENSMUSG00000001036",1.05327418707245,2.72744893700405,2.21480060118548,3.85549541496774,3.03878423696907,0.8810827069626,13.7708860841614,"Epn2","epsin 2"
"ENSMUSG00000001052",30.96626109993,24.3652105039029,27.5268074718766,25.9089291885832,21.0377370251705,22.9759259738709,152.780871263334,"Sec24b","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",0.0702182791381633,0.54548978740081,0,0.0771099082993549,0.545422811763679,1.35551185686554,2.59375264346755,"N4bp3","NEDD4 binding protein 3"
"ENSMUSG00000001054",0.84261934965796,0.727319716534414,0.822640223297462,2.15907743238194,0.389587722688342,2.50769693520125,7.44894137976136,"Rmnd5b","required for meiotic nuclear division 5 homolog B"
"ENSMUSG00000001062",4.00244191087531,3.45476865353847,4.36632118519422,4.08682513986581,3.58420704873275,5.35427183461888,24.8488357728254,"Vps9d1","VPS9 domain containing 1"
"ENSMUSG00000001065",0.561746233105306,0.787929692912282,0.632800171767279,0.925318899592258,1.16876316806503,1.21996067117898,5.29651883662114,"Zfp276","zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001089",12.6392902448694,18.4254328188718,21.2620857713806,10.641167345311,12.2330544924139,15.2495083897373,90.450539062584,"Luzp1","leucine zipper protein 1"
"ENSMUSG00000001098",2.8789494446647,1.27280950393522,6.20144168331933,0.385549541496774,0.701257900839016,2.84657489941763,14.2865829736727,"Kctd10","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100",3.93222363173715,1.15158955117949,2.53120068706911,2.69884679047742,1.63626843529104,5.01539387040249,16.9655229661567,"Poldip2","polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001105",2.24698493242123,2.72744893700405,3.60696097907349,4.16393504816516,4.12962986049643,2.98212608510419,19.8570858422645,"Ift20","intraflagellar transport 20"
"ENSMUSG00000001123",15.5884579686723,17.2738432676923,11.390403091811,15.0364321183742,13.168065026866,13.4873429758121,85.9445444492279,"Lgals9","lectin, galactose binding, soluble 9"
"ENSMUSG00000001127",17.4141332262645,12.3038252047072,20.1863254793762,15.8075312013677,13.3239001159413,11.6574019690436,90.6931171967005,"Araf","Araf proto-oncogene, serine/threonine kinase"
"ENSMUSG00000001134",0.983055907934286,1.03036959842375,0.569520154590551,1.69641798258581,0.935010534452022,1.69438982108192,6.90876399906834,"Uxt","ubiquitously expressed transcript"
"ENSMUSG00000001138",6.46008168071103,11.3946755590391,11.7700831948714,4.54948458966194,6.31132110755115,8.40417351256634,48.889819644401,"Cnnm3","cyclin M3"
"ENSMUSG00000001143",8.84750317140858,12.6674850629744,10.0615227310997,13.1857943191897,8.57092989914353,6.37090572726803,59.7041409110839,"Lman2l","lectin, mannose-binding 2-like"
"ENSMUSG00000001150",6.60051823898735,7.45502709447774,8.16312221579789,5.39769358095484,6.77882637477716,5.21872064893232,39.6139081539273,"Mcm3ap","minichromosome maintenance complex component 3 associated protein"
"ENSMUSG00000001151",3.93222363173715,5.51550785038597,6.39128173484951,3.2386161485729,2.9608666924314,4.94761827755922,26.9861143355362,"Pcnt","pericentrin (kendrin)"
"ENSMUSG00000001156",2.80873116552653,5.03062803936303,4.04992109931058,1.31086844108903,1.87002106890404,11.250748411984,26.3209182261772,"Mxd1","MAX dimerization protein 1"
"ENSMUSG00000001157",2.8789494446647,4.97001806298516,3.8600810477804,3.39283596517161,3.81795968234575,4.74429149902939,23.664135701977,"Gmcl1","germ cell-less, spermatogenesis associated 1"
"ENSMUSG00000001158",2.31720321155939,0.848539669290149,1.83512049812511,0.616879266394839,0.935010534452022,1.08440948549243,7.63716266531394,"Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001173",6.10899028502021,4.60635820471795,7.40376200967716,4.00971523156645,6.85674391931482,3.25322845647729,32.2387981067739,"Ocrl","OCRL, inositol polyphosphate-5-phosphatase"
"ENSMUSG00000001175",123.303298166615,129.402299566748,130.230275349706,80.3485244479277,75.7358532906137,156.15496591091,695.17521673252,"Calm1","calmodulin 1"
"ENSMUSG00000001211",3.93222363173715,6.78831735432119,7.40376200967716,5.01214403945807,5.06464039494845,8.33639791972306,36.5374853498651,"Agpat3","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSMUSG00000001227",2.24698493242123,0.54548978740081,1.1390403091811,1.07953871619097,0.311670178150674,0.8810827069626,6.20380663030738,"Sema6b","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001229",1.61502042017776,1.81829929133603,1.83512049812511,1.85063779918452,2.10377370251705,1.21996067117898,10.4428123825194,"Dpp9","dipeptidylpeptidase 9"
"ENSMUSG00000001248",11.3051429412443,5.93977768503105,9.30216252497899,10.0242880789161,10.9863737798113,9.14970503384239,56.7074500438241,"Gramd1a","GRAM domain containing 1A"
"ENSMUSG00000001249",1.05327418707245,0.909149645668017,0.759360206120734,3.31572605687226,1.09084562352736,2.10104337814158,9.2293990974024,"Hpn","hepsin"
"ENSMUSG00000001270",11.3753612203825,16.2434736692686,14.3012838819405,11.3351565200052,9.73969306720856,22.9081503810276,85.9031187398328,"Ckb","creatine kinase, brain"
"ENSMUSG00000001280",68.6032587179856,61.8221759054252,61.381616661426,40.1742622239639,49.6334758704948,52.864962417756,334.479751797051,"Sp1","trans-acting transcription factor 1"
"ENSMUSG00000001285",0.772401070519796,1.45463943306883,1.26560034353456,1.31086844108903,0.545422811763679,1.28773626402226,6.63666836399815,"Myg1","melanocyte proliferating gene 1"
"ENSMUSG00000001289",2.1065483741449,3.21232874802699,1.89840051530184,1.85063779918452,1.32459825714036,2.30437015667142,12.69688385047,"Pfdn5","prefoldin 5"
"ENSMUSG00000001300",1.19371074534878,1.21219952755736,0.253120068706911,0.771099082993548,0.467505267226011,0.745531521276046,4.64316621310865,"Efnb2","ephrin B2"
"ENSMUSG00000001305",2.66829460725021,0.666709740156546,4.04992109931058,0.15421981659871,1.16876316806503,2.91435049226091,11.622258923642,"Rrp15","ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313",1.47458386190143,0.666709740156546,1.5820004294182,1.07953871619097,0.467505267226011,3.45655523500712,8.72689324990027,"Rnd2","Rho family GTPase 2"
"ENSMUSG00000001323",2.66829460725021,2.24256912598111,2.40464065271566,2.15907743238194,6.15548601847581,1.55883863539537,17.1889064722001,"Srr","serine racemase"
"ENSMUSG00000001366",4.56418814398062,4.90940808660729,4.49288121954768,2.54462697387871,2.57127896974306,3.32100404932057,22.4033874430779,"Fbxo9","f-box protein 9"
"ENSMUSG00000001376",24.0146514652519,29.7594984015331,20.4394455480831,20.7425653325265,20.9598194806328,25.7547252804452,141.670705508473,"Vps50","VPS50 EARP/GARPII complex subunit"
"ENSMUSG00000001380",1.89589353673041,2.90927886613765,7.08736192379352,6.86278183864258,1.71418597982871,3.04990167794746,23.5194038230803,"Hars","histidyl-tRNA synthetase"
"ENSMUSG00000001383",7.02182791381633,7.87929692912282,6.89752187226334,6.63145211374452,7.79175445376685,12.470709083163,48.6925623658768,"Zmat2","zinc finger, matrin type 2"
"ENSMUSG00000001415",4.63440642311878,3.45476865353847,5.4420814771986,8.7134196378271,4.67505267226011,5.01539387040249,31.9351227343455,"Smg5","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416",2.59807632811204,2.72744893700405,4.55616123672441,0.771099082993548,1.87002106890404,3.45655523500712,15.9793618887452,"Cct3","chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418",4.63440642311878,6.54587744880972,8.60608233603499,6.09168275564903,5.45422811763679,5.82870098452182,37.1609780657711,"Glmp","glycosylated lysosomal membrane protein"
"ENSMUSG00000001419",32.0897535661406,33.0930471023158,31.7032886055407,23.0558625815071,16.1289317192974,36.1921665783099,172.263050153111,"Mef2d","myocyte enhancer factor 2D"
"ENSMUSG00000001424",16.0799859226394,23.395450881857,20.4394455480831,17.5810590922529,13.0122299377906,18.841614810431,109.349786193054,"Snd1","staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001440",65.0923447610774,76.8534500471364,68.2158585165126,43.6442080974348,52.6722601074639,62.8279745657177,369.306096095343,"Kpnb1","karyopherin (importin) beta 1"
"ENSMUSG00000001441",40.7968201792729,57.0339877715736,29.2353679356483,43.7213180057342,44.2571652973957,40.5298045202796,255.574463709904,"Npepps","aminopeptidase puromycin sensitive"
"ENSMUSG00000001445",2.17676665328306,0.606099763778678,0.253120068706911,0.308439633197419,1.2466807126027,0.474429149902939,5.06553598147171,"Mrpl10","mitochondrial ribosomal protein L10"
"ENSMUSG00000001467",7.93466554261245,9.51576629132525,9.61856261086263,6.63145211374452,3.81795968234575,3.59210642069368,41.1105126615843,"Cyp51","cytochrome P450, family 51"
"ENSMUSG00000001472",31.5280073330353,43.2755231337976,37.0188100483858,36.4729866255948,33.5045441511974,41.2753360415557,223.075207333567,"Tcf25","transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473",33.4941191489039,13.0311449212416,7.53032204403062,3.62416569006968,5.22047548402379,5.21872064893232,68.1189479372019,"Tubb6","tubulin, beta 6 class V"
"ENSMUSG00000001482",0.280873116552653,0.0606099763778678,3.10072084165966,2.69884679047742,1.40251580167803,0.542204742746216,8.08577126949185,"Def8","differentially expressed in FDCP 8"
"ENSMUSG00000001517",2.80873116552653,2.42439905511471,5.25224142566841,0.308439633197419,3.11670178150674,2.10104337814158,16.0115564391554,"Foxm1","forkhead box M1"
"ENSMUSG00000001518",5.75789888932939,2.48500903149258,5.50536149437532,3.46994587347097,1.79210352436637,2.10104337814158,21.1113621911762,"Itfg2","integrin alpha FG-GAP repeat containing 2"
