"","NA.","logFC","logCPM","PValue","symbol","name","entrez"
"870","ENSMUSG00000056423",-1.45647504872359,1.97508705898672,1.43630662727021e-06,"Uts2b","urotensin 2B","224065"
"421","ENSMUSG00000028963",2.50029890648508,3.50138572344464,3.07802915483685e-20,"Uts2","urotensin 2","24111"
"74","ENSMUSG00000006143",2.16040308416125,0.658337284430687,1.16803390136602e-08,"Upk3bl","uroplakin 3B-like","69665"
"360","ENSMUSG00000026668",2.6009318349,2.06276013752995,3.80515658511778e-31,"Ucma","upper zone of growth plate and cartilage matrix associated","68527"
"561","ENSMUSG00000033685",1.83430028787121,7.02088689887407,3.03104217546533e-40,"Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)","22228"
"629","ENSMUSG00000036908",1.48444410344667,4.92043801832365,9.25541864273966e-27,"Unc93b1","unc-93 homolog B1 (C. elegans)","54445"
"216","ENSMUSG00000021903",2.36239775660433,5.6903390309623,1.90135378713846e-21,"Galnt15","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15","78754"
"407","ENSMUSG00000028413",1.79690767394285,3.72607666257392,8.43080268790429e-27,"B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1","14595"
"374","ENSMUSG00000027078",1.32103511651921,2.93817084348794,1.41058655966991e-11,"Ube2l6","ubiquitin-conjugating enzyme E2L 6","56791"
"679","ENSMUSG00000039701",1.2048741335466,6.58337876516342,5.14398751031876e-09,"Usp53","ubiquitin specific peptidase 53","99526"
"455","ENSMUSG00000030107",3.2724444809845,2.94502602783786,1.08619045749043e-17,"Usp18","ubiquitin specific peptidase 18","24110"
"765","ENSMUSG00000044847",-1.10922011762075,5.59567084755685,3.37484222198712e-26,"Lsm11","U7 snRNP-specific Sm-like protein LSM11","72290"
"472","ENSMUSG00000030579",2.42051651456606,5.49389644604233,9.94458828627924e-49,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177"
"108","ENSMUSG00000013707",1.63081396796501,2.11260195570984,5.33559870752535e-16,"Tnfaip8l2","tumor necrosis factor, alpha-induced protein 8-like 2","69769"
"150","ENSMUSG00000019850",1.49519580327064,2.76611976110136,3.66519930209395e-09,"Tnfaip3","tumor necrosis factor, alpha-induced protein 3","21929"
"414","ENSMUSG00000028599",1.49811027764158,3.43528761524995,8.15623728652623e-16,"Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b","21938"
"465","ENSMUSG00000030341",1.6283478985035,5.42067371233678,1.73720659118442e-48,"Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1a","21937"
"406","ENSMUSG00000028362",2.59169204017465,0.928321972719148,2.01307575252352e-10,"Tnfsf8","tumor necrosis factor (ligand) superfamily, member 8","21949"
"223","ENSMUSG00000022015",5.70190976315013,1.06334489003761,3.23700649547658e-14,"Tnfsf11","tumor necrosis factor (ligand) superfamily, member 11","21943"
"440","ENSMUSG00000029723",1.30833942625411,8.06037834778549,1.16631150110679e-36,"Tsc22d4","TSC22 domain family, member 4","78829"
"878","ENSMUSG00000057596",2.09872371391843,2.20451655845143,5.37083988624202e-08,"Trim30d","tripartite motif-containing 30D","209387"
"487","ENSMUSG00000030921",2.49023656196343,3.11637896064045,3.14681087838043e-21,"Trim30a","tripartite motif-containing 30A","20128"
"6","ENSMUSG00000000275",1.31402999116466,3.77750906942548,1.93427904477079e-12,"Trim25","tripartite motif-containing 25","217069"
"957","ENSMUSG00000071068",3.37333287519583,1.40197070031681,8.69496227131352e-20,"Treml2","triggering receptor expressed on myeloid cells-like 2","328833"
"272","ENSMUSG00000023992",2.56004454319288,5.05907934903652,1.69528086735416e-54,"Trem2","triggering receptor expressed on myeloid cells 2","83433"
"546","ENSMUSG00000032715",2.27421954091348,0.509801793009662,1.14225696225338e-07,"Trib3","tribbles pseudokinase 3","228775"
"540","ENSMUSG00000032501",1.27745682701543,4.08452782760408,5.40223687451801e-25,"Trib1","tribbles pseudokinase 1","211770"
"633","ENSMUSG00000037321",1.9112363512599,2.90900063145705,2.69410008563826e-13,"Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","21354"
"262","ENSMUSG00000023153",2.04793415904126,1.65523666341569,1.26998223398191e-12,"Tmem52","transmembrane protein 52","69671"
"320","ENSMUSG00000025666",1.02894797401512,6.62153682883463,1.73291526088178e-10,"Tmem47","transmembrane protein 47","192216"
"829","ENSMUSG00000050777",2.00751854069092,2.46999575333054,2.96410990605033e-29,"Tmem37","transmembrane protein 37","170706"
"444","ENSMUSG00000029810",1.87339926955242,6.71540404152246,1.05111599776037e-63,"Tmem176b","transmembrane protein 176B","65963"
"267","ENSMUSG00000023367",2.20593305147887,5.89330017905079,7.61236292504141e-60,"Tmem176a","transmembrane protein 176A","66058"
"1044","ENSMUSG00000096847",-1.11194975727808,5.91496689813715,7.34625484074682e-20,"Tmem151b","transmembrane protein 151B","210573"
"589","ENSMUSG00000034947",1.95058360499461,1.78151049758474,2.74611957480937e-22,"Tmem106a","transmembrane protein 106A","217203"
"389","ENSMUSG00000027800",1.5004962943431,4.8001761905301,1.674299543874e-19,"Tm4sf1","transmembrane 4 superfamily member 1","17112"
"717","ENSMUSG00000041736",1.84843705140968,3.63242736812472,4.36303163475217e-32,"Tspo","translocator protein","12257"
"319","ENSMUSG00000025591",1.39601118749613,4.61588680524142,2.3080001116286e-07,"Tma16","translation machinery associated 16","66282"
"109","ENSMUSG00000014158",1.43836643509719,1.43692456507155,5.23455772015848e-06,"Trpv4","transient receptor potential cation channel, subfamily V, member 4","63873"
"230","ENSMUSG00000022218",4.6239278191818,1.17383227339238,1.398574815558e-33,"Tgm1","transglutaminase 1, K polypeptide","21816"
"354","ENSMUSG00000026547",1.6451353851578,5.30000994367888,6.95161640253995e-40,"Tagln2","transgelin 2","21346"
"89","ENSMUSG00000007613",1.40634613905679,5.83642804378788,4.35110188105842e-35,"Tgfbr1","transforming growth factor, beta receptor I","21812"
"598","ENSMUSG00000035493",1.04210995886899,4.21742845801696,5.0177656529061e-08,"Tgfbi","transforming growth factor, beta induced","21810"
"403","ENSMUSG00000028211",1.10444157170487,4.63196948044722,1.92298901022861e-11,"Trp53inp1","transformation related protein 53 inducible nuclear protein 1","60599"
"343","ENSMUSG00000026380",3.32647271214528,2.47498184769611,5.29428437288048e-33,"Tfcp2l1","transcription factor CP2-like 1","81879"
"816","ENSMUSG00000049625",1.14588487280218,2.49619292612383,2.26989135074e-05,"Tifab","TRAF-interacting protein with forkhead-associated domain, family member B","212937"
"783","ENSMUSG00000046688",1.24000817736944,3.45119261191589,1.39075281987414e-12,"Tifa","TRAF-interacting protein with forkhead-associated domain","211550"
"632","ENSMUSG00000037318",1.11138569133672,0.573496055912235,0.000261182606443515,"Traf3ip3","TRAF3 interacting protein 3","215243"
"900","ENSMUSG00000060519",1.55559980584361,4.6255761180265,1.40616379247386e-16,"Tor3a","torsin family 3, member A","30935"
"771","ENSMUSG00000045322",1.66066409921996,1.68662898432162,1.01992874581121e-16,"Tlr9","toll-like receptor 9","81897"
"760","ENSMUSG00000044583",2.90256361901881,3.7616281018817,8.54407723359885e-40,"Tlr7","toll-like receptor 7","170743"
"834","ENSMUSG00000051498",1.24084339820948,0.859885129578226,6.58121921228639e-08,"Tlr6","toll-like receptor 6","21899"
"667","ENSMUSG00000039005",1.44356550749706,1.51631767206676,1.24190940691523e-12,"Tlr4","toll-like receptor 4","21898"
"395","ENSMUSG00000027995",2.67527749210197,3.84014842531645,3.71942265277966e-47,"Tlr2","toll-like receptor 2","24088"
"562","ENSMUSG00000033777",2.01338812739805,3.49255649948815,1.52838010741601e-37,"Tlr13","toll-like receptor 13","279572"
"764","ENSMUSG00000044827",1.9345823378848,1.38965267433937,2.10695984889292e-18,"Tlr1","toll-like receptor 1","21897"
"462","ENSMUSG00000030317",1.54615402996529,7.33917599513319,4.16411269975629e-20,"Timp4","tissue inhibitor of metalloproteinase 4","110595"
"23","ENSMUSG00000001131",4.13266260731425,3.21068073417968,2.63265146518231e-83,"Timp1","tissue inhibitor of metalloproteinase 1","21857"
"605","ENSMUSG00000035686",-1.06384409790123,4.75742631788914,3.69721822651494e-12,"Thrsp","thyroid hormone responsive","21835"
"645","ENSMUSG00000037731",1.83193932281395,1.6109941264286,1.39362916363311e-14,"Themis2","thymocyte selection associated family member 2","230787"
"450","ENSMUSG00000029925",1.63718766745676,2.22454152877414,6.47358337814283e-09,"Tbxas1","thromboxane A synthase 1, platelet","21391"
"397","ENSMUSG00000028047",1.09239439811291,3.38765907644013,1.93701667501602e-12,"Thbs3","thrombospondin 3","21827"
"268","ENSMUSG00000023885",1.73773455983884,5.93409323170266,1.49018029088942e-28,"Thbs2","thrombospondin 2","21826"
"685","ENSMUSG00000040152",1.74576494239952,3.25295018626129,6.47536720207861e-14,"Thbs1","thrombospondin 1","21825"
"656","ENSMUSG00000038393",1.77374848433476,5.45557555908521,1.84385133443099e-24,"Txnip","thioredoxin interacting protein","56338"
"793","ENSMUSG00000047407",1.76753527487324,2.34374472442046,5.6049586689714e-28,"Tgif1","TGFB-induced factor homeobox 1","21815"
"317","ENSMUSG00000025511",2.12487328868045,5.11144999545947,1.00824352588394e-23,"Tspan4","tetraspanin 4","64540"
"430","ENSMUSG00000029359",-1.56372883697,4.22118321982637,5.78833939296786e-34,"Tesc","tescalcin","57816"
"277","ENSMUSG00000024175",2.0729314863977,2.03268359853254,7.7164155642963e-09,"Tekt4","tektin 4","71840"
"34","ENSMUSG00000002249",1.41870786278865,2.52901342062868,4.10019889761703e-15,"Tead3","TEA domain family member 3","21678"
"864","ENSMUSG00000055320",1.10250179271863,5.08898609825581,1.34479430484338e-16,"Tead1","TEA domain family member 1","21676"
"559","ENSMUSG00000033450",2.62494260086424,1.6005953789518,1.08569495898072e-09,"Tagap","T cell activation Rho GTPase activating protein","72536"
"181","ENSMUSG00000020672",1.1555749082248,0.735894180697008,1.41853810362003e-08,"Sntg2","syntrophin, gamma 2","268534"
"392","ENSMUSG00000027882",1.23474423333065,6.04963533362262,6.59227400593641e-16,"Stxbp3","syntaxin binding protein 3","20912"
"127","ENSMUSG00000017009",1.79944580720309,7.22751543153347,2.04835674678465e-29,"Sdc4","syndecan 4","20971"
"850","ENSMUSG00000053025",-1.00213119082015,6.73141751586898,5.68836082682629e-24,"Sv2b","synaptic vesicle glycoprotein 2 b","64176"
"78","ENSMUSG00000006342",-1.416621181272,5.49248559580608,5.91399814607431e-31,"Susd2","sushi domain containing 2","71733"
"851","ENSMUSG00000053113",3.24101476160138,3.25335299245402,2.5780985576834e-63,"Socs3","suppressor of cytokine signaling 3","12702"
"523","ENSMUSG00000031995",2.82925327071209,1.72679360479279,4.32239829978014e-33,"St14","suppression of tumorigenicity 14 (colon carcinoma)","19143"
"476","ENSMUSG00000030711",3.05139885224638,4.93709820690518,3.52731588185269e-21,"Sult1a1","sulfotransferase family 1A, phenol-preferring, member 1","20887"
"125","ENSMUSG00000016918",1.37467780758821,4.34527412087323,7.28126205761836e-22,"Sulf1","sulfatase 1","240725"
"862","ENSMUSG00000055137",1.26427190204102,3.19562594726813,4.29870659669364e-17,"Sugct","succinyl-CoA glutarate-CoA transferase","192136"
"604","ENSMUSG00000035673",1.07432823993543,4.80896922470468,2.9900437704168e-11,"Sbno2","strawberry notch homolog 2 (Drosophila)","216161"
"563","ENSMUSG00000033855",1.23067747782835,3.14900454914543,4.65201817412454e-13,"Ston1","stonin 1","77057"
"107","ENSMUSG00000012428",2.29987719426351,1.10818836429404,4.09254539635882e-07,"Steap4","STEAP family member 4","117167"
"10","ENSMUSG00000000567",1.33496924483867,4.99686374042712,4.81485057783111e-16,"Sox9","SRY (sex determining region Y)-box 9","20682"
"234","ENSMUSG00000022372",1.42358166664339,3.76575091101945,5.44395090015639e-19,"Sla","src-like adaptor","20491"
"233","ENSMUSG00000022351",-1.3176613384793,6.74151745159021,1.95638732105417e-15,"Sqle","squalene epoxidase","20775"
"199","ENSMUSG00000021457",1.20868905077057,2.69472336803928,2.5732460884336e-09,"Syk","spleen tyrosine kinase","20963"
"33","ENSMUSG00000002111",2.033403332582,3.50376170596023,8.09685832312501e-38,"Spi1","spleen focus forming virus (SFFV) proviral integration oncogene","20375"
"933","ENSMUSG00000067586",1.19989457485611,3.44742739033503,1.17293278456754e-07,"S1pr3","sphingosine-1-phosphate receptor 3","13610"
"550","ENSMUSG00000032908",-1.05852622418934,5.89679865339671,1.64831397243368e-25,"Sgpp2","sphingosine-1-phosphate phosphotase 2","433323"
"157","ENSMUSG00000020097",1.21316341739803,5.95535277482178,3.90314253250858e-31,"Sgpl1","sphingosine phosphate lyase 1","20397"
"307","ENSMUSG00000025283",1.18068734065093,6.47900290612453,3.14094926944941e-17,"Sat1","spermidine/spermine N1-acetyl transferase 1","20229"
"372","ENSMUSG00000027007",1.07130197843843,7.23503256873293,1.74017478268307e-17,"Ssfa2","sperm specific antigen 2","70599"
"898","ENSMUSG00000060284",-1.74914542822319,2.3282740508729,1.6155486183929e-09,"Sp7","Sp7 transcription factor 7","170574"
"328","ENSMUSG00000025938",-1.19648828857196,1.72958726191324,2.73406550404461e-09,"Slco5a1","solute carrier organic anion transporter family, member 5A1","240726"
"18","ENSMUSG00000000958",1.88388507842241,1.82802192581614,6.88957178602121e-26,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7","20540"
"507","ENSMUSG00000031596",1.16023401577227,6.63061723322821,2.26202332634639e-16,"Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","11988"
"481","ENSMUSG00000030769",-1.31754375563915,2.91712681463825,3.05966547821554e-14,"Slc5a11","solute carrier family 5 (sodium/glucose cotransporter), member 11","233836"
"270","ENSMUSG00000023945",-1.35516586690892,6.32217058910434,2.07759192541654e-16,"Slc5a7","solute carrier family 5 (choline transporter), member 7","63993"
"373","ENSMUSG00000027074",3.54160579402179,2.57604104445841,2.25164355009938e-26,"Slc43a3","solute carrier family 43, member 3","58207"
"498","ENSMUSG00000031170",-1.39268855009113,2.15416660433854,2.01294858755937e-05,"Slc38a5","solute carrier family 38, member 5","209837"
"81","ENSMUSG00000006469",-1.29743205630447,1.3866443281998,4.07558498195687e-06,"Slc34a3","solute carrier family 34 (sodium phosphate), member 3","142681"
"703","ENSMUSG00000040740",2.45711900125981,4.30010844097787,1.56212191690671e-25,"Slc25a34","solute carrier family 25, member 34","384071"
"718","ENSMUSG00000041771",1.95274008560754,4.22313337689997,8.79899381627017e-20,"Slc24a4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4","238384"
"168","ENSMUSG00000020334",1.30443438569915,5.39702795660793,1.12136713692368e-28,"Slc22a4","solute carrier family 22 (organic cation transporter), member 4","30805"
"68","ENSMUSG00000005107",1.57121177357656,0.654848013360029,2.65419737611753e-11,"Slc2a9","solute carrier family 2 (facilitated glucose transporter), member 9","117591"
"136","ENSMUSG00000018566",2.70190394711837,3.83139365481356,3.14540394855016e-27,"Slc2a4","solute carrier family 2 (facilitated glucose transporter), member 4","20528"
"387","ENSMUSG00000027661",1.51953161607703,1.89358056073863,1.21950724617199e-13,"Slc2a10","solute carrier family 2 (facilitated glucose transporter), member 10","170441"
"1058","ENSMUSG00000100241",-1.03142968208408,5.17646167259209,5.21195564655956e-08,"Slc18a3","solute carrier family 18 (vesicular monoamine), member 3","20508"
"954","ENSMUSG00000070570",2.03483884770228,0.633847766142052,0.000901363371202453,"Slc17a7","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7","72961"
"296","ENSMUSG00000024737",3.00158232968417,3.04937968671945,4.17626196506186e-51,"Slc15a3","solute carrier family 15, member 3","65221"
"890","ENSMUSG00000059336",1.58803948868252,5.84892387239274,9.27015780511445e-52,"Slc14a1","solute carrier family 14 (urea transporter), member 1","108052"
"333","ENSMUSG00000026177",2.56274831153457,3.41206632509968,1.32050894911307e-54,"Slc11a1","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1","18173"
"428","ENSMUSG00000029219",-2.00733065842236,3.96782295640835,6.11640289452769e-26,"Slc10a4","solute carrier family 10 (sodium/bile acid cotransporter family), member 4","231290"
"774","ENSMUSG00000045667",-1.80174754763313,2.17424749351227,1.67650951768638e-13,"Smtnl2","smoothelin-like 2","276829"
"823","ENSMUSG00000050359",4.80726025248564,0.901115176689182,1.07599284331361e-24,"Sprr1a","small proline-rich protein 1A","20753"
"355","ENSMUSG00000026548",3.01272375016462,2.3876784064359,1.72631825016627e-45,"Slamf9","SLAM family member 9","98365"
"575","ENSMUSG00000034460",-1.07427266703425,2.35996088220462,9.27821788576409e-11,"Six4","sine oculis-related homeobox 4","20474"
"668","ENSMUSG00000039013",3.1236081677439,2.66005994030323,7.29281395110724e-45,"Siglecf","sialic acid binding Ig-like lectin F","233186"
"377","ENSMUSG00000027322",3.92391204434401,2.01686060496375,1.63390786940004e-25,"Siglec1","sialic acid binding Ig-like lectin 1, sialoadhesin","20612"
"699","ENSMUSG00000040666",-1.3399858164619,4.54073997690091,8.95464422011242e-22,"Sh3bgr","SH3-binding domain glutamic acid-rich protein","50795"
"846","ENSMUSG00000052631",1.56964209096275,0.937755970613765,8.67925492121563e-11,"Sh2d6","SH2 domain containing 6","71130"
"959","ENSMUSG00000071350",2.45057652067531,4.1287996644901,5.64777895371903e-12,"Setdb2","SET domain, bifurcated 2","239122"
"327","ENSMUSG00000025915",2.28368612338518,6.00183743708331,3.54190906095084e-15,"Sgk3","serum/glucocorticoid regulated kinase 3","170755"
"151","ENSMUSG00000019970",1.94800689553452,8.50185675495064,6.63242369577312e-12,"Sgk1","serum/glucocorticoid regulated kinase 1","20393"
"748","ENSMUSG00000043461",-1.03806780405265,3.06995562967019,9.85252803569249e-13,"Sptssb","serine palmitoyltransferase, small subunit B","66183"
"177","ENSMUSG00000020534",1.37584677160619,2.68549663110982,1.81449458808565e-12,"Shmt1","serine hydroxymethyltransferase 1 (soluble)","20425"
"263","ENSMUSG00000023224",1.54555072809853,5.0659057024044,5.42067137152701e-09,"Serping1","serine (or cysteine) peptidase inhibitor, clade G, member 1","12258"
"636","ENSMUSG00000037411",3.78712091403331,2.81485366037449,1.13315251652909e-20,"Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1","18787"
"341","ENSMUSG00000026315",1.91524679791202,0.542609626903727,8.40715259214664e-09,"Serpinb8","serine (or cysteine) peptidase inhibitor, clade B, member 8","20725"
"761","ENSMUSG00000044734",-1.34523612003224,5.73141110104832,1.66691721671595e-10,"Serpinb1a","serine (or cysteine) peptidase inhibitor, clade B, member 1a","66222"
"190","ENSMUSG00000021091",3.57496970119799,8.81769324207272,1.11425615079487e-207,"Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N","20716"
"1004","ENSMUSG00000079012",4.23116643565976,2.19359929446047,4.15820279086699e-07,"Serpina3m","serine (or cysteine) peptidase inhibitor, clade A, member 3M","20717"
"1005","ENSMUSG00000079014",5.51865752523127,1.30535205137078,5.67035472034961e-45,"Serpina3i","serine (or cysteine) peptidase inhibitor, clade A, member 3I","628900"
"927","ENSMUSG00000066363",3.09452985884763,0.542150942638663,7.02354253774666e-12,"Serpina3f","serine (or cysteine) peptidase inhibitor, clade A, member 3F","238393"
"897","ENSMUSG00000060257",-1.06616625532473,4.16318007854234,6.24866411875193e-14,"Scrt2","scratch family zinc finger 2","545474"
"945","ENSMUSG00000069793",2.54900883662389,1.40261515917254,1.20439218842301e-11,"Slfn9","schlafen 9","237886"
"594","ENSMUSG00000035208",2.29635586374462,1.22477021924863,7.97375148227009e-10,"Slfn8","schlafen 8","276950"
"966","ENSMUSG00000072620",3.02924695110912,2.43905793430955,2.81931748799659e-27,"Slfn2","schlafen 2","20556"
"595","ENSMUSG00000035279",1.49780924534045,2.21889566749426,2.10393833575463e-11,"Ssc5d","scavenger receptor cysteine rich family, 5 domains","269855"
"251","ENSMUSG00000022876",2.05294247314427,2.02452789935352,7.0213180399694e-16,"Samsn1","SAM domain, SH3 domain and nuclear localization signals, 1","67742"
"273","ENSMUSG00000024042",1.28373912958547,4.29545579877482,4.29349205532423e-08,"Sik1","salt inducible kinase 1","17691"
"20","ENSMUSG00000001025",2.37252410876339,6.74882144461999,1.42644884818449e-122,"S100a6","S100 calcium binding protein A6 (calcyclin)","20200"
"393","ENSMUSG00000027907",1.66034197900983,2.04438731302675,6.27021460724236e-18,"S100a11","S100 calcium binding protein A11","20195"
"752","ENSMUSG00000044080",1.22060791692212,7.20309846540928,5.14049695597258e-28,"S100a1","S100 calcium binding protein A1","20193"
"257","ENSMUSG00000022952",2.31428755523407,1.75122807011423,2.09524783836529e-28,"Runx1","runt related transcription factor 1","12394"
"837","ENSMUSG00000051920",-1.79964015913288,2.64600868871153,2.4256484936302e-24,"Rspo2","R-spondin 2","239405"
"925","ENSMUSG00000065037",3.34563208211791,1.62558553637234,6.7212323197638e-25,"Rn7sk","RNA, 7SK, nuclear","19817"
"497","ENSMUSG00000031167",1.60346528297791,5.77087617236467,1.35745272126917e-20,"Rbm3","RNA binding motif protein 3","19652"
"949","ENSMUSG00000070327",1.0153025411365,4.77428993027068,0.000577840298660653,"Rnf213","ring finger protein 213","672511"
"553","ENSMUSG00000033107",1.04731726133437,1.23749890787852,2.70905952271861e-05,"Rnf125","ring finger protein 125","67664"
"839","ENSMUSG00000052125",-1.37256618477289,4.1598149584575,4.63696982533073e-20,"F730043M19Rik","RIKEN cDNA F730043M19 gene","320046"
"808","ENSMUSG00000048636",4.83508203748192,1.360374900692,4.43856430852664e-15,"A730049H05Rik","RIKEN cDNA A730049H05 gene","74516"
"680","ENSMUSG00000039851",1.08719666936103,1.24622558948181,9.1279139271786e-09,"4932438H23Rik","RIKEN cDNA 4932438H23 gene","74387"
"1027","ENSMUSG00000087478",-1.58030801636832,2.00499598471495,3.94637382908515e-08,"4930506C21Rik","RIKEN cDNA 4930506C21 gene","75060"
"868","ENSMUSG00000056313",1.00928039812462,1.58499744537342,5.59357183515569e-06,"1810011O10Rik","RIKEN cDNA 1810011O10 gene","69068"
"812","ENSMUSG00000048899",-1.27247795542432,6.36863367766378,5.87744479399552e-34,"Rimkla","ribosomal modification protein rimK-like family member A","194237"
"214","ENSMUSG00000021876",1.34677250597424,4.72058623477158,2.72060146149055e-22,"Rnase4","ribonuclease, RNase A family 4","58809"
"183","ENSMUSG00000020806",1.30662430095544,1.55534914279745,3.03323960195439e-13,"Rhbdf2","rhomboid 5 homolog 2","217344"
"166","ENSMUSG00000020282",1.04499563781328,4.25946532392332,3.86419614283808e-17,"Rhbdf1","rhomboid 5 homolog 1","13650"
"460","ENSMUSG00000030220",1.27094770478187,3.56558802762479,1.73464491896273e-13,"Arhgdib","Rho, GDP dissociation inhibitor (GDI) beta","11857"
"767","ENSMUSG00000045094",1.25978273492235,3.88541888461589,1.3864908778871e-11,"Arhgef37","Rho guanine nucleotide exchange factor (GEF) 37","328967"
"607","ENSMUSG00000035697",1.2682247104849,3.78892246758164,2.86704053904969e-11,"Arhgap45","Rho GTPase activating protein 45","70719"
"614","ENSMUSG00000036198",-1.09312988168277,5.37581277790266,2.78379198747844e-19,"Arhgap36","Rho GTPase activating protein 36","75404"
"811","ENSMUSG00000048865",1.32659266769233,3.12251438681537,2.85662249066134e-11,"Arhgap30","Rho GTPase activating protein 30","226652"
"451","ENSMUSG00000030047",2.07254312839702,2.67109222807222,1.62779678870959e-26,"Arhgap25","Rho GTPase activating protein 25","232201"
"780","ENSMUSG00000046402",1.7933025525211,4.39023472157595,4.13756818368019e-08,"Rbp1","retinol binding protein 1, cellular","19659"
"95","ENSMUSG00000009281",1.13690733343075,2.71886887505825,6.17820306382437e-13,"Rarres2","retinoic acid receptor responder (tazarotene induced) 2","71660"
"815","ENSMUSG00000049404",1.48384127878293,2.92073903243056,2.98953252155973e-19,"Rarres1","retinoic acid receptor responder (tazarotene induced) 1","109222"
"504","ENSMUSG00000031387",1.55550168651065,3.24430235446473,4.05019346349269e-27,"Renbp","renin binding protein","19703"
"660","ENSMUSG00000038530",-1.10952271658922,6.77058626792417,1.15611640429561e-33,"Rgs4","regulator of G-protein signaling 4","19736"
"278","ENSMUSG00000024186",-1.12300830232626,3.70289041852981,6.49094847200036e-14,"Rgs11","regulator of G-protein signaling 11","50782"
"342","ENSMUSG00000026358",5.15620673710955,1.35067976535032,1.68596756034574e-39,"Rgs1","regulator of G-protein signaling 1","50778"
"649","ENSMUSG00000037962",2.52859968431569,0.861143435636695,2.33586088801743e-12,"Rflna","refilin A","73121"
"557","ENSMUSG00000033355",2.33416849639134,3.087350304211,1.6154732257587e-13,"Rtp4","receptor transporter protein 4","67775"
"556","ENSMUSG00000033220",1.51212367836189,3.01120922722309,3.48956077898969e-13,"Rac2","RAS-related C3 botulinum substrate 2","19354"
"437","ENSMUSG00000029641",3.64417076740616,2.87488591950874,2.15481231236754e-69,"Rasl11a","RAS-like, family 11, member A","68895"
