"","X","NA.","logFC","logCPM","PValue","symbol","name","entrez"
"480",1003,"ENSMUSG00000078963",-1.21837464249565,0.833341672324861,2.38732762820504e-08,"Hsbp1l1","heat shock factor binding protein 1-like 1",66255
"716",995,"ENSMUSG00000078247",-1.07595483816623,1.66271239949525,2.43223998570437e-08,"Airn","antisense Igf2r RNA",104103
"553",990,"ENSMUSG00000075010",1.8167789480353,1.66207240147938,9.20455973699987e-08,"AW112010","expressed sequence AW112010",107350
"520",989,"ENSMUSG00000074971",1.78907649427926,5.14348208513981,3.63247720540808e-16,"Fibin","fin bud initiation factor homolog (zebrafish)",67606
"404",988,"ENSMUSG00000074896",2.98585394663013,3.93633973706648,8.00776792360421e-13,"Ifit3","interferon-induced protein with tetratricopeptide repeats 3",15959
"233",984,"ENSMUSG00000074466",1.06793132834801,3.15446880515126,2.80966872941958e-07,"Gm15417","predicted gene 15417",545539
"561",982,"ENSMUSG00000074364",1.15182532707584,4.33805842172773,2.11289046142321e-16,"Ehd2","EH-domain containing 2",259300
"289",981,"ENSMUSG00000074151",2.19583906404723,1.97967537610847,3.35194178200165e-10,"Nlrc5","NLR family, CARD domain containing 5",434341
"468",980,"ENSMUSG00000073940",-2.25717845125693,4.01533463483339,0.000219108224403538,"Hbb-b2","hemoglobin, beta adult minor chain",15130
"458",973,"ENSMUSG00000073411",1.44851130216396,8.44181890203018,2.1505027555291e-13,"H2-D1","histocompatibility 2, D region locus 1",14964
"231",969,"ENSMUSG00000073402",1.6784895303295,3.28629949782278,6.75938436525994e-10,"Gm8909","predicted gene 8909",667977
"161",966,"ENSMUSG00000072620",3.02924695110912,2.43905793430955,2.81931748799659e-27,"Slfn2","schlafen 2",20556
"493",965,"ENSMUSG00000072492",-1.00003341751478,0.781786080599959,1.60024224825158e-07,"Gm10364","glyceraldehyde-3-phosphate dehydrogenase pseudogene",100151693
"666",961,"ENSMUSG00000071637",2.82134346950158,4.54853276402099,7.60272268866186e-46,"Cebpd","CCAAT/enhancer binding protein (C/EBP), delta",12609
"145",959,"ENSMUSG00000071350",2.45057652067531,4.1287996644901,5.64777895371903e-12,"Setdb2","SET domain, bifurcated 2",239122
"44",957,"ENSMUSG00000071068",3.37333287519583,1.40197070031681,8.69496227131352e-20,"Treml2","triggering receptor expressed on myeloid cells-like 2",328833
"132",954,"ENSMUSG00000070570",2.03483884770228,0.633847766142052,0.000901363371202453,"Slc17a7","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",72961
"624",953,"ENSMUSG00000070532",1.51810444515734,3.96618061273124,1.54748006729213e-23,"Ccdc190","coiled-coil domain containing 190",78465
"603",951,"ENSMUSG00000070348",1.07499399901875,5.51680840919033,4.0435594829511e-11,"Ccnd1","cyclin D1",12443
"511",950,"ENSMUSG00000070337",1.74287733579283,2.89473890324896,4.46455455257462e-14,"Gpr179","G protein-coupled receptor 179",217143
"470",948,"ENSMUSG00000069919",-1.93721228695444,5.89101589464203,0.000700449185805124,"Hba-a1","hemoglobin alpha, adult chain 1",15122
"159",945,"ENSMUSG00000069793",2.54900883662389,1.40261515917254,1.20439218842301e-11,"Slfn9","schlafen 9",237886
"396",941,"ENSMUSG00000068758",1.83053302393805,1.45848667379886,5.47187067613834e-17,"Il3ra","interleukin 3 receptor, alpha chain",16188
"225",940,"ENSMUSG00000068744",1.99776073526632,0.626462248450214,1.21112899030086e-13,"Psrc1","proline/serine-rich coiled-coil 1",56742
"521",939,"ENSMUSG00000068699",2.0663949109352,5.11045022855822,9.445268549443e-53,"Flnc","filamin C, gamma",68794
"571",937,"ENSMUSG00000068335",1.88676231552951,2.1958064107483,7.61340750310186e-22,"Dok1","docking protein 1",13448
"600",934,"ENSMUSG00000068129",5.97955870186072,2.09117745534344,2.12063351778636e-73,"Cst7","cystatin F (leukocystatin)",13011
"111",933,"ENSMUSG00000067586",1.19989457485611,3.44742739033503,1.17293278456754e-07,"S1pr3","sphingosine-1-phosphate receptor 3",13610
"450",932,"ENSMUSG00000067212",2.15617796264498,4.00668600724415,3.41118006069793e-17,"H2-T23","histocompatibility 2, T region locus 23",15040
"157",927,"ENSMUSG00000066363",3.09452985884763,0.542150942638663,7.02354253774666e-12,"Serpina3f","serine (or cysteine) peptidase inhibitor, clade A, member 3F",238393
"443",924,"ENSMUSG00000064267",2.75765782637879,1.78559756687474,3.50116578606999e-24,"Hvcn1","hydrogen voltage-gated channel 1",74096
"388",922,"ENSMUSG00000064023",1.64720044520271,1.18999288379335,2.24004222137636e-05,"Klk8","kallikrein related-peptidase 8",259277
"485",921,"ENSMUSG00000063594",-1.49322225322323,2.80169187008277,3.44437379020726e-10,"Gng8","guanine nucleotide binding protein (G protein), gamma 8",14709
"302",915,"ENSMUSG00000062991",-1.2120741048524,4.56643119459792,1.39556004822557e-24,"Nrg1","neuregulin 1",211323
"239",914,"ENSMUSG00000062785",-1.04233033014024,8.44142286940933,4.21228228138729e-24,"Kcnc3","potassium voltage gated channel, Shaw-related subfamily, member 3",16504
"682",913,"ENSMUSG00000062585",2.6611796367687,1.08384468684982,3.11319455917887e-35,"Cnr2","cannabinoid receptor 2 (macrophage)",12802
"403",912,"ENSMUSG00000062488",2.20837017702937,3.51493710525667,4.64000798229625e-11,"Ifit3b","interferon-induced protein with tetratricopeptide repeats 3B",667370
"742",911,"ENSMUSG00000062480",1.78050485208897,1.74890276168477,2.29165527836064e-23,"Acat3","acetyl-Coenzyme A acetyltransferase 3",224530
"733",907,"ENSMUSG00000061577",1.5941685861838,0.856179942433966,1.67353010109256e-08,"Adgrg5","adhesion G protein-coupled receptor G5",382045
"416",903,"ENSMUSG00000060591",1.10697539036915,1.91981151122683,2.37792917780775e-10,"Ifitm2","interferon induced transmembrane protein 2",80876
"453",902,"ENSMUSG00000060550",2.13644064370411,1.18252920543845,1.88411447008002e-08,"H2-Q7","histocompatibility 2, Q region locus 7",15018
"116",898,"ENSMUSG00000060284",-1.74914542822319,2.3282740508729,1.6155486183929e-09,"Sp7","Sp7 transcription factor 7",170574
"134",890,"ENSMUSG00000059336",1.58803948868252,5.84892387239274,9.27015780511445e-52,"Slc14a1","solute carrier family 14 (urea transporter), member 1",108052
"562",889,"ENSMUSG00000059327",1.40138254985195,2.64383240477501,6.15282119703421e-11,"Eda","ectodysplasin-A",13607
"293",885,"ENSMUSG00000058669",-1.95937960639582,2.38997797027438,1.07433999429444e-06,"Nkx2-9","NK2 homeobox 9",18094
"749",884,"ENSMUSG00000058454",-1.34582624239022,5.62057728154735,3.19745034374899e-15,"Dhcr7","7-dehydrocholesterol reductase",13360
"278",880,"ENSMUSG00000058056",1.1151188385183,4.08627419171478,8.3650258473806e-17,"Palld","palladin, cytoskeletal associated protein",72333
"645",876,"ENSMUSG00000057191",3.20137230456608,1.00807282421088,5.99668981128748e-25,"AB124611","cDNA sequence AB124611",382062
"681",874,"ENSMUSG00000056737",3.14178056706888,4.18675590193129,1.22595100908655e-54,"Capg","capping protein (actin filament), gelsolin-like",12332
"91",864,"ENSMUSG00000055320",1.10250179271863,5.08898609825581,1.34479430484338e-16,"Tead1","TEA domain family member 1",21676
"613",863,"ENSMUSG00000055172",1.79842687856238,0.776734069140258,2.29121705689516e-08,"C1ra","complement component 1, r subcomponent A",50909
"102",862,"ENSMUSG00000055137",1.26427190204102,3.19562594726813,4.29870659669364e-17,"Sugct","succinyl-CoA glutarate-CoA transferase",192136
"413",859,"ENSMUSG00000054072",2.59303674361643,1.91595981269407,6.16055686356537e-05,"Iigp1","interferon inducible GTPase 1",60440
"437",856,"ENSMUSG00000053560",1.51847202787314,3.41105163615473,6.42365725186318e-07,"Ier2","immediate early response 2",15936
"696",853,"ENSMUSG00000053175",2.88399611988545,1.7301100371723,1.02545879164127e-28,"Bcl3","B cell leukemia/lymphoma 3",12051
"500",849,"ENSMUSG00000052942",1.71740721833305,2.42743624972474,7.96575630400587e-17,"Glis3","GLIS family zinc finger 3",226075
"391",848,"ENSMUSG00000052837",2.00796428973398,5.07999175756323,1.11088063382635e-17,"Junb","jun B proto-oncogene",16477
"756",847,"ENSMUSG00000052776",2.64426251350323,1.03667835816068,2.85504617294369e-12,"Oas1a","2'-5' oligoadenylate synthetase 1A",246730
"144",846,"ENSMUSG00000052631",1.56964209096275,0.937755970613765,8.67925492121563e-11,"Sh2d6","SH2 domain containing 6",71130
"550",845,"ENSMUSG00000052397",1.79650093484051,5.49449432047592,3.81890553891908e-36,"Ezr","ezrin",22350
"469",842,"ENSMUSG00000052305",-2.02263236582707,6.42615257281511,0.000458980289730397,"Hbb-b1","hemoglobin, beta adult major chain",15129
"228",830,"ENSMUSG00000051048",1.34068951117497,4.080368468303,1.60772415910955e-17,"P4ha3","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III",320452
"51",829,"ENSMUSG00000050777",2.00751854069092,2.46999575333054,2.96410990605033e-29,"Tmem37","transmembrane protein 37",170706
"543",826,"ENSMUSG00000050592",-1.38305324666442,3.08262401565702,3.52637633977934e-17,"Fam78a","family with sequence similarity 78, member A",241303
"633",824,"ENSMUSG00000050370",3.55452184598978,0.761301047789972,7.21628069771257e-14,"Ch25h","cholesterol 25-hydroxylase",12642
"138",823,"ENSMUSG00000050359",4.80726025248564,0.901115176689182,1.07599284331361e-24,"Sprr1a","small proline-rich protein 1A",20753
"381",822,"ENSMUSG00000050335",4.3041947532692,4.08037683654989,1.62926614486737e-87,"Lgals3","lectin, galactose binding, soluble 3",16854
"376",819,"ENSMUSG00000049988",1.80652808813937,0.771777201134352,2.14794609020633e-14,"Lrrc25","leucine rich repeat containing 25",211228
"343",818,"ENSMUSG00000049723",5.72967894467716,0.993962140549896,3.93446181942909e-30,"Mmp12","matrix metallopeptidase 12",17381
"191",815,"ENSMUSG00000049404",1.48384127878293,2.92073903243056,2.98953252155973e-19,"Rarres1","retinoic acid receptor responder (tazarotene induced) 1",109222
"307",814,"ENSMUSG00000049134",1.50190807318323,1.7101338145942,3.40282573931998e-06,"Nrap","nebulin-related anchoring protein",18175
"179",812,"ENSMUSG00000048899",-1.27247795542432,6.36863367766378,5.87744479399552e-34,"Rimkla","ribosomal modification protein rimK-like family member A",194237
"175",808,"ENSMUSG00000048636",4.83508203748192,1.360374900692,4.43856430852664e-15,"A730049H05Rik","RIKEN cDNA A730049H05 gene",74516
"319",807,"ENSMUSG00000048612",1.42260680467599,3.23294841612074,1.18568347531578e-10,"Myof","myoferlin",226101
"390",804,"ENSMUSG00000048534",3.05756067673157,0.937698304432271,4.05793893480154e-12,"Jaml","junction adhesion molecule like",270152
"232",798,"ENSMUSG00000047935",-1.26326073692327,0.886632723530089,3.19045660743633e-07,"Gm5607","predicted gene 5607",434280
"512",791,"ENSMUSG00000047293",-1.3160375694802,2.62290869365406,2.67417011479474e-05,"Gpr15","G protein-coupled receptor 15",71223
"436",788,"ENSMUSG00000046879",1.87867207999483,4.70625619724998,5.26473932832053e-17,"Irgm1","immunity-related GTPase family M member 1",15944
"202",785,"ENSMUSG00000046768",2.76222064068095,5.07775677207284,2.01277899168858e-59,"Rhoj","ras homolog family member J",80837
"688",784,"ENSMUSG00000046718",2.90949041590837,3.68356177886721,4.00495253834439e-19,"Bst2","bone marrow stromal cell antigen 2",69550
"189",780,"ENSMUSG00000046402",1.7933025525211,4.39023472157595,4.13756818368019e-08,"Rbp1","retinol binding protein 1, cellular",19659
"250",778,"ENSMUSG00000046223",2.77737391764607,1.74393991824068,6.70746967491622e-31,"Plaur","plasminogen activator, urokinase receptor",18793
"665",777,"ENSMUSG00000046186",4.52035850064577,5.27227278421438,3.13453741589533e-94,"Cd109","CD109 antigen",235505
"405",776,"ENSMUSG00000045932",1.58308908580289,4.73248218353977,7.57492345388632e-13,"Ifit2","interferon-induced protein with tetratricopeptide repeats 2",15958
"137",774,"ENSMUSG00000045667",-1.80174754763313,2.17424749351227,1.67650951768638e-13,"Smtnl2","smoothelin-like 2",276829
"442",773,"ENSMUSG00000045502",2.33783857488193,1.40718211113306,1.64995515195073e-10,"Hcar2","hydroxycarboxylic acid receptor 2",80885
"636",772,"ENSMUSG00000045382",1.00067847847795,1.98603011818225,1.08791924185325e-05,"Cxcr4","chemokine (C-X-C motif) receptor 4",12767
"184",767,"ENSMUSG00000045094",1.25978273492235,3.88541888461589,1.3864908778871e-11,"Arhgef37","Rho guanine nucleotide exchange factor (GEF) 37",328967
"32",765,"ENSMUSG00000044847",-1.10922011762075,5.59567084755685,3.37484222198712e-26,"Lsm11","U7 snRNP-specific Sm-like protein LSM11",72290
"153",761,"ENSMUSG00000044734",-1.34523612003224,5.73141110104832,1.66691721671595e-10,"Serpinb1a","serine (or cysteine) peptidase inhibitor, clade B, member 1a",66222
"732",744,"ENSMUSG00000043157",2.90177609342054,1.8051944046215,1.1674356258166e-29,"Arl11","ADP-ribosylation factor-like 11",219144
"708",743,"ENSMUSG00000043144",-2.47069803282323,1.33107366180685,5.48489441520438e-34,"Aqp6","aquaporin 6",11831
"529",739,"ENSMUSG00000042826",-1.39586043249336,5.14449449722998,4.7815181772008e-32,"Fgf11","fibroblast growth factor 11",14166
"517",738,"ENSMUSG00000042817",-1.13435032497782,4.04208004543815,4.12380678894132e-19,"Flt3","FMS-like tyrosine kinase 3",14255
"516",737,"ENSMUSG00000042812",1.18838377134007,0.911644426234418,0.000291869812863065,"Foxf1","forkhead box F1",15227
"371",736,"ENSMUSG00000042793",-1.35799986348511,2.92144070421304,1.03127105186191e-13,"Lgr6","leucine-rich repeat-containing G protein-coupled receptor 6",329252
"324",735,"ENSMUSG00000042784",1.65679305389561,0.736056426401949,4.13282659219867e-12,"Muc1","mucin 1, transmembrane",17829
"559",728,"ENSMUSG00000042379",1.620416880699,0.724502258873261,1.06490920647926e-05,"Esm1","endothelial cell-specific molecule 1",71690
"678",727,"ENSMUSG00000042340",1.23738411923406,1.50403418230352,8.43110048532797e-12,"Ctf1","cardiotrophin 1",13019
"1",724,"ENSMUSG00000042213",2.3857589207225,3.8357307157766,3.67735551111919e-22,"Zfand4","zinc finger, AN1-type domain 4",67492
"547",720,"ENSMUSG00000041817",1.05387605487993,6.02678720483456,0.000625617017527259,"Fam169a","family with sequence similarity 169, member A",320557
"126",718,"ENSMUSG00000041771",1.95274008560754,4.22313337689997,8.79899381627017e-20,"Slc24a4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",238384
"525",715,"ENSMUSG00000041559",1.218438131108,5.9877467168838,2.63976517306602e-05,"Fmod","fibromodulin",14264
"320",711,"ENSMUSG00000041390",1.8014554146748,2.68460823970835,6.61313719279866e-30,"Mdfic","MyoD family inhibitor domain containing",16543
"366",705,"ENSMUSG00000040751",2.007886941393,1.79846838117458,3.5442614224905e-14,"Lat2","linker for activation of T cells family, member 2",56743
"125",703,"ENSMUSG00000040740",2.45711900125981,4.30010844097787,1.56212191690671e-25,"Slc25a34","solute carrier family 25, member 34",384071
"386",702,"ENSMUSG00000040714",1.41702836529271,1.82231125966947,1.8489182428129e-08,"Klc3","kinesin light chain 3",232943
"711",696,"ENSMUSG00000040564",2.9675045123014,3.94665595309543,2.06872351038083e-26,"Apoc1","apolipoprotein C-I",11812
"704",687,"ENSMUSG00000040187",-1.15908917567934,0.719524011600237,0.000118477384808484,"Arntl2","aryl hydrocarbon receptor nuclear translocator-like 2",272322
"530",681,"ENSMUSG00000039899",1.09279559110894,3.31875615026924,0.000245116223474335,"Fgl2","fibrinogen-like protein 2",14190
"176",680,"ENSMUSG00000039851",1.08719666936103,1.24622558948181,9.1279139271786e-09,"4932438H23Rik","RIKEN cDNA 4932438H23 gene",74387
"30",679,"ENSMUSG00000039701",1.2048741335466,6.58337876516342,5.14398751031876e-09,"Usp53","ubiquitin specific peptidase 53",99526
"18",678,"ENSMUSG00000039646",1.10219127178811,4.13804064688117,8.48959193611533e-12,"Vasn","vasorin",246154
"267",674,"ENSMUSG00000039457",3.47022558068158,1.73115452984173,1.02887625497098e-22,"Ppl","periplakin",19041
"224",673,"ENSMUSG00000039405",1.74990580116737,2.74234411870562,8.33055136264811e-13,"Prss23","protease, serine 23",76453
"482",671,"ENSMUSG00000039377",1.4089644061428,0.622380171527003,2.02983471619161e-09,"Hlx","H2.0-like homeobox",15284
"430",670,"ENSMUSG00000039323",1.36953822993137,7.00213748777041,1.69093514018091e-18,"Igfbp2","insulin-like growth factor binding protein 2",16008
"739",661,"ENSMUSG00000038539",1.77986859623074,5.32040685396732,8.51181385871255e-23,"Atf5","activating transcription factor 5",107503
"612",659,"ENSMUSG00000038521",1.94930050203761,0.681966802508348,2.27695808716512e-12,"C1s1","complement component 1, s subcomponent 1",50908
"730",654,"ENSMUSG00000038352",1.77656586922617,2.30558730967712,1.41767397503596e-13,"Arl5c","ADP-ribosylation factor-like 5C",217151
"196",649,"ENSMUSG00000037962",2.52859968431569,0.861143435636695,2.33586088801743e-12,"Rflna","refilin A",73121
"587",644,"ENSMUSG00000037725",1.3131459606469,1.71182154670505,1.6581248970269e-05,"Ckap2","cytoskeleton associated protein 2",80986
"703",643,"ENSMUSG00000037686",2.01394729242664,4.32620236287281,4.15547978265874e-29,"Aspg","asparaginase",104816
"702",640,"ENSMUSG00000037621",1.50618284466656,2.24477983259331,3.09444403338472e-15,"Atoh8","atonal bHLH transcription factor 8",71093
"486",639,"ENSMUSG00000037580",1.62667347065684,2.38803366007471,1.29230316425129e-22,"Gch1","GTP cyclohydrolase 1",14528
"527",631,"ENSMUSG00000037225",1.80200104577105,4.73464078304292,1.00429304292072e-21,"Fgf2","fibroblast growth factor 2",14173
"715",630,"ENSMUSG00000037010",-1.27309671715707,5.60111218177241,3.56901356823532e-19,"Apln","apelin",30878
"573",625,"ENSMUSG00000036875",1.08798809694963,1.93672878350229,4.39626261617493e-07,"Dna2","DNA replication helicase/nuclease 2",327762
"477",624,"ENSMUSG00000036854",1.67042667014184,4.18073459347277,1.88001766766874e-31,"Hspb6","heat shock protein, alpha-crystallin-related, B6",243912
"353",622,"ENSMUSG00000036832",1.23939853579459,0.791603111250492,1.5747661908541e-05,"Lpar3","lysophosphatidic acid receptor 3",65086
"514",618,"ENSMUSG00000036570",1.79032816658435,5.93176169509334,1.80121539272811e-48,"Fxyd1","FXYD domain-containing ion transport regulator 1",56188
"372",617,"ENSMUSG00000036560",1.25779020986727,5.16506919222963,2.94539151293087e-26,"Lgi4","leucine-rich repeat LGI family, member 4",243914
"745",616,"ENSMUSG00000036545",-1.35661749977085,4.21439265997482,2.0863273359097e-09,"Adamts2","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2",216725
"507",615,"ENSMUSG00000036395",1.05413688397011,0.742496810753926,3.65927954881556e-07,"Glb1l2","galactosidase, beta 1-like 2",244757
"736",612,"ENSMUSG00000035948",1.85376981824426,2.05444801896257,2.96264477967137e-12,"Acss3","acyl-CoA synthetase short-chain family member 3",380660
"454",611,"ENSMUSG00000035929",1.86335424810318,4.42256048353535,6.34849124063886e-15,"H2-Q4","histocompatibility 2, Q region locus 4",15015
"392",606,"ENSMUSG00000035692",2.32234875150319,2.47816373961096,1.48870514374085e-11,"Isg15","ISG15 ubiquitin-like modifier",100038882
"79",605,"ENSMUSG00000035686",-1.06384409790123,4.75742631788914,3.69721822651494e-12,"Thrsp","thyroid hormone responsive",21835
"103",604,"ENSMUSG00000035673",1.07432823993543,4.80896922470468,2.9900437704168e-11,"Sbno2","strawberry notch homolog 2 (Drosophila)",216161
"429",600,"ENSMUSG00000035551",3.44785973933563,1.14905520497989,1.83302513737801e-22,"Igfbpl1","insulin-like growth factor binding protein-like 1",75426
"753",597,"ENSMUSG00000035376",1.27846050755037,6.16287816108593,6.75883953355224e-26,"Hacd2","3-hydroxyacyl-CoA dehydratase 2",70757
"162",595,"ENSMUSG00000035279",1.49780924534045,2.21889566749426,2.10393833575463e-11,"Ssc5d","scavenger receptor cysteine rich family, 5 domains",269855
"292",593,"ENSMUSG00000035187",1.11830805593415,2.82338572071576,2.67956087649537e-12,"Nkx6-1","NK6 homeobox 1",18096
"548",592,"ENSMUSG00000035095",1.21928098985113,2.85532873280953,4.69827245270965e-11,"Fam167a","family with sequence similarity 167, member A",219148
"757",587,"ENSMUSG00000034926",-1.585725850374,7.3960455117677,1.71069528787695e-24,"Dhcr24","24-dehydrocholesterol reductase",74754
"361",586,"ENSMUSG00000034923",-1.28318164625618,1.33701423138064,0.00110590004524541,"Ly6g6f","lymphocyte antigen 6 complex, locus G6F",433099
"545",585,"ENSMUSG00000034858",1.10925853130589,5.77582480778766,2.82556128024763e-10,"Fam214a","family with sequence similarity 214, member A",235493
"488",581,"ENSMUSG00000034786",1.40886723620331,1.36122887941011,1.78746460041455e-12,"Gpsm3","G-protein signalling modulator 3 (AGS3-like, C. elegans)",106512
"406",574,"ENSMUSG00000034459",3.04431983552975,3.56729992691399,1.31342706745811e-12,"Ifit1","interferon-induced protein with tetratricopeptide repeats 1",15957
"370",572,"ENSMUSG00000034394",1.68099583291679,0.85229383116106,3.86420217763531e-09,"Lif","leukemia inhibitory factor",16878
"350",569,"ENSMUSG00000034205",1.50723345345511,2.63962608785805,3.20395916918227e-16,"Loxl2","lysyl oxidase-like 2",94352
"374",568,"ENSMUSG00000034158",1.13882378344266,6.49170206995531,7.39065341159139e-15,"Lrrc58","leucine rich repeat containing 58",320184
"379",564,"ENSMUSG00000033880",3.18053005277974,6.18077416999943,4.91738522174126e-47,"Lgals3bp","lectin, galactoside-binding, soluble, 3 binding protein",19039
"104",563,"ENSMUSG00000033855",1.23067747782835,3.14900454914543,4.65201817412454e-13,"Ston1","stonin 1",77057
"197",557,"ENSMUSG00000033355",2.33416849639134,3.087350304211,1.6154732257587e-13,"Rtp4","receptor transporter protein 4",67775
"347",555,"ENSMUSG00000033207",1.0648624704185,2.4681348104801,9.93381109115758e-06,"Mamdc2","MAM domain containing 2",71738
"311",554,"ENSMUSG00000033196",1.83808863866807,0.691017074489946,0.0491474163667169,"Myh2","myosin, heavy polypeptide 2, skeletal muscle, adult",17882
"173",553,"ENSMUSG00000033107",1.04731726133437,1.23749890787852,2.70905952271861e-05,"Rnf125","ring finger protein 125",67664
"112",550,"ENSMUSG00000032908",-1.05852622418934,5.89679865339671,1.64831397243368e-25,"Sgpp2","sphingosine-1-phosphate phosphotase 2",433323
"210",549,"ENSMUSG00000032860",1.56621425639852,0.9783255818661,1.10205368070887e-12,"P2ry2","purinergic receptor P2Y, G-protein coupled 2",18442
"46",546,"ENSMUSG00000032715",2.27421954091348,0.509801793009662,1.14225696225338e-07,"Trib3","tribbles pseudokinase 3",228775
"276",544,"ENSMUSG00000032667",1.03947268258158,6.45892496235641,2.23736742879741e-17,"Pon2","paraoxonase 2",330260
"750",538,"ENSMUSG00000032420",1.57826421355755,4.05518388456751,5.35590398715932e-16,"Nt5e","5' nucleotidase, ecto",23959
"253",536,"ENSMUSG00000032372",1.66022418147645,3.85992445744357,4.3177003993665e-29,"Plscr2","phospholipid scramblase 2",18828
"377",534,"ENSMUSG00000032352",1.36311221789295,5.46122963750893,3.74560928216383e-09,"Lrrc1","leucine rich repeat containing 1",214345
"362",531,"ENSMUSG00000032193",-1.22592025041973,5.70187116397026,2.74761376955426e-16,"Ldlr","low density lipoprotein receptor",16835
"389",528,"ENSMUSG00000032023",1.95868773290903,1.09141361499656,3.47477212381418e-08,"Jhy","juvenile hydrocephalus",70989
"279",526,"ENSMUSG00000032014",1.63275096379858,3.65057718111886,3.89722262885022e-15,"Oaf","out at first homolog",102644
"99",523,"ENSMUSG00000031995",2.82925327071209,1.72679360479279,4.32239829978014e-33,"St14","suppression of tumorigenicity 14 (colon carcinoma)",19143
"331",514,"ENSMUSG00000031765",3.02348072420439,10.5127135336633,2.05432033349148e-77,"Mt1","metallothionein 1",17748
"272",511,"ENSMUSG00000031636",1.86426593249875,1.01454628747322,0.000757031126535083,"Pdlim3","PDZ and LIM domain 3",53318
"119",507,"ENSMUSG00000031596",1.16023401577227,6.63061723322821,2.26202332634639e-16,"Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",11988
"554",506,"ENSMUSG00000031490",1.83219542827336,1.65799469194862,1.36019828416818e-19,"Eif4ebp1","eukaryotic translation initiation factor 4E binding protein 1",13685
"680",502,"ENSMUSG00000031373",1.14991067212832,3.94685995578731,3.31362505457649e-14,"Car5b","carbonic anhydrase 5b, mitochondrial",56078
"123",498,"ENSMUSG00000031170",-1.39268855009113,2.15416660433854,2.01294858755937e-05,"Slc38a5","solute carrier family 38, member 5",209837
"215",495,"ENSMUSG00000031146",1.44990709171729,1.06349218542725,2.68194526800105e-09,"Plp2","proteolipid protein 2",18824
"345",490,"ENSMUSG00000031070",1.37435858272123,1.74905677059731,5.36563531004052e-09,"Mrgprf","MAS-related GPR, member F",211577
"737",489,"ENSMUSG00000030972",1.16824663474272,1.59699747859086,7.77564653542422e-11,"Acsm5","acyl-CoA synthetase medium-chain family member 5",272428
"607",486,"ENSMUSG00000030905",3.91564269870384,1.99249338105686,1.10581816158559e-30,"Crym","crystallin, mu",12971
"427",484,"ENSMUSG00000030789",5.0043214269343,3.97017811389807,8.99552519547053e-77,"Itgax","integrin alpha X",16411
