"","mouse_1.counts","mouse_2.counts","mouse_3.counts","mouse_4.counts","mouse_5.counts","mouse_6.counts","sum","Symbol","Name"
"ENSMUSG00000001248",11.3408897470397,5.95325383593051,9.3320754288168,10.0658710602181,11.0229509565459,9.1806014028367,56.8956424313877,"Gramd1a","GRAM domain containing 1A"
"ENSMUSG00000001249",1.05660463481736,0.911212321826099,0.76180207582178,3.32948042761059,1.09447739994073,2.10813809991065,9.26171495992721,"Hpn","hepsin"
"ENSMUSG00000001270",11.4113300560275,16.2803268166263,14.3472724279769,11.382177275785,9.77211964232791,22.9855057345097,86.1787319532533,"Ckb","creatine kinase, brain"
"ENSMUSG00000001280",68.8201818811042,61.9624378841747,61.5790011289272,40.3409140182586,49.798721697303,53.0434747719454,335.544731381713,"Sp1","trans-acting transcription factor 1"
"ENSMUSG00000001285",0.774843398866066,1.45793971492176,1.26967012636963,1.31630621556698,0.547238699970363,1.29208464188072,6.65808279757552,"Myg1","melanocyte proliferating gene 1"
"ENSMUSG00000001289",2.11320926963473,3.21961687045222,1.90450518955445,1.85831465727103,1.3290082713566,2.31215146441813,12.7368057226871,"Pfdn5","prefoldin 5"
"ENSMUSG00000001300",1.19748525279301,1.2149497624348,0.253934025273927,0.774297773862928,0.46906174283174,0.748049003194101,4.6577775603905,"Efnb2","ephrin B2"
"ENSMUSG00000001305",2.67673174153732,0.668222369339139,4.06294440438282,0.154859554772586,1.17265435707935,2.92419155794058,11.6596039850518,"Rrp15","ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313",1.47924648874431,0.668222369339139,1.58708765796204,1.0840168834081,0.46906174283174,3.4682271966272,8.75586233891252,"Rnd2","Rho family GTPase 2"
"ENSMUSG00000001323",2.67673174153732,2.24765706050438,2.4123732401023,2.1680337668162,6.17597961395124,1.56410246122403,17.2448778841355,"Srr","serine racemase"
"ENSMUSG00000001366",4.57862008420857,4.92054653786093,4.5073289486122,2.55518265374766,2.57983958557457,3.33221828695554,22.4737360969595,"Fbxo9","f-box protein 9"
"ENSMUSG00000001376",24.0905856738359,29.8270166677743,20.5051725408696,20.8286101169128,21.0296014702897,25.8416928376144,142.122679307297,"Vps50","VPS50 EARP/GARPII complex subunit"
"ENSMUSG00000001380",1.90188834267125,2.91587942984352,7.11015270766994,6.89125018738006,1.71989305704971,3.06020046761223,23.5992641922267,"Hars","histidyl-tRNA synthetase"
"ENSMUSG00000001383",7.04403089878242,7.89717345582619,6.9197021887145,6.65896085522118,7.81769571386233,12.5128196897922,48.8503828021989,"Zmat2","zinc finger, matrin type 2"
"ENSMUSG00000001415",4.6490603931964,3.46260682293917,5.45958154338942,8.74956484465109,4.6906174283174,5.03232965785123,32.0437606903447,"Smg5","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416",2.60629143254949,2.7336369654783,4.57081245493068,0.774297773862928,1.87624697132696,3.4682271966272,16.0295127947756,"Cct3","chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418",4.6490603931964,6.56072871714791,8.6337568593135,6.11695241351713,5.47238699970363,5.84838311588116,37.2812684987597,"Glmp","glycosylated lysosomal membrane protein"
"ENSMUSG00000001419",32.1912212074357,33.16812851447,31.8052366655593,23.1515034385016,16.182630127695,36.3143788823318,172.813098835993,"Mef2d","myocyte enhancer factor 2D"
"ENSMUSG00000001424",16.1308307582117,23.4485304149916,20.5051725408696,17.6539892440748,13.0555518421501,18.90523844436,109.699313244658,"Snd1","staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001440",65.298166431713,77.0278149383662,68.4352198113232,43.8252540006417,52.8476230257094,63.040129632812,370.474207840565,"Kpnb1","karyopherin (importin) beta 1"
"ENSMUSG00000001441",40.9258195219258,57.1633863225573,29.3293799191385,43.902683778028,44.404511654738,40.6666639918248,256.392445188212,"Npepps","aminopeptidase puromycin sensitive"
"ENSMUSG00000001445",2.18364957862255,0.607474881217399,0.253934025273927,0.309719109545171,1.25083131421797,0.476031183850792,5.08164009272781,"Mrpl10","mitochondrial ribosomal protein L10"
"ENSMUSG00000001467",7.95975491562413,9.53735563511317,9.64949296040921,6.65896085522118,3.83067089979254,3.60423610629885,41.2404713724591,"Cyp51","cytochrome P450, family 51"
"ENSMUSG00000001472",31.6276987355331,43.3737065189223,37.1378511963118,36.6242847037165,33.616091569608,41.4147129950189,223.794345719111,"Tcf25","transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473",33.6000273871921,13.0607099461741,7.55453725189932,3.63919953715576,5.23785612828776,5.23634302235871,68.3286732730678,"Tubb6","tubulin, beta 6 class V"
"ENSMUSG00000001482",0.281761235951297,0.0607474881217399,3.1106918096056,2.71004220852025,1.40718522849522,0.544035638686619,8.11446360938072,"Def8","differentially expressed in FDCP 8"
"ENSMUSG00000001517",2.81761235951297,2.4298995248696,5.26913102443398,0.309719109545171,3.12707828554493,2.10813809991065,16.0615784038173,"Foxm1","forkhead box M1"
"ENSMUSG00000001518",5.77610533700158,2.49064701299134,5.5230650497079,3.48433998238318,1.79807001418834,2.10813809991065,21.180365496183,"Itfg2","integrin alpha FG-GAP repeat containing 2"
"ENSMUSG00000001520",0.140880617975648,0.728969857460879,1.33315363268811,1.39373599295327,0.156353914277247,0.340022274179137,4.0931162895343,"Nrip2","nuclear receptor interacting protein 2"
