"","NA.","logFC","logCPM","PValue","symbol","name","entrez"
"104","ENSMUSG00000052613",-1.11522450754751,3.92304143586081,8.8933343908284e-08,"Pcdh15","protocadherin 15","11994"
"74","ENSMUSG00000040225",-1.09508852635604,6.75679111727382,8.73155791809411e-10,"Prrc2c","proline-rich coiled-coil 2C","226562"
"94","ENSMUSG00000048087",1.5554561054382,1.20372986851967,0.0171101566543793,"Gm4737","predicted gene 4737","11615"
"174","ENSMUSG00000091754",1.35283955643348,1.12620936313068,7.5586536013309e-14,"Gm3636","predicted gene 3636","100041151"
"167","ENSMUSG00000086496",-1.09416260934123,4.61717800463001,2.58160335862729e-05,"Gm14204","predicted gene 14204","100045469"
"139","ENSMUSG00000070823",-1.65975491038446,2.88161754370936,1.26210174489312e-12,"Gm1043","predicted gene 1043","381634"
"56","ENSMUSG00000034402",-1.22305192348962,2.79351762292388,8.10486869464786e-10,"Kcnh5","potassium voltage-gated channel, subfamily H (eag-related), member 5","238271"
"78","ENSMUSG00000043301",-1.1935327502478,1.95356356374516,3.2160777783149e-07,"Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6","16522"
"105","ENSMUSG00000052726",-1.04264318244301,2.58384899236633,5.67390686052285e-06,"Kcnt2","potassium channel, subfamily T, member 2","240776"
"62","ENSMUSG00000036760",-1.02463558933464,4.2732695239248,2.65001479577552e-05,"Kcnk9","potassium channel, subfamily K, member 9","223604"
"40","ENSMUSG00000028248",-1.08157753172569,6.26236866307807,1.26800031946855e-06,"Pnisr","PNN interacting serine/arginine-rich","66625"
"126","ENSMUSG00000061601",-1.34445611459884,6.38305603553832,4.06959477141721e-11,"Pclo","piccolo (presynaptic cytomatrix protein)","26875"
"95","ENSMUSG00000049148",-1.13105362006179,2.1375777295351,0.0104638620221092,"Plcxd3","phosphatidylinositol-specific phospholipase C, X domain containing 3","239318"
"15","ENSMUSG00000020674",-1.35355385733901,4.74328735431694,1.86087933087069e-15,"Pxdn","peroxidasin","69675"
"170","ENSMUSG00000090053",-1.41386370677441,1.59984833239758,1.8040724467535e-09,"Palm2","paralemmin 2","242481"
"2","ENSMUSG00000000766",-1.39471359389793,1.83796076230034,0.00357964664413891,"Oprm1","opioid receptor, mu 1","18390"
"87","ENSMUSG00000045991",-1.02030557679971,1.77677917928812,5.86333234882884e-07,"Onecut2","one cut domain, family member 2","225631"
"175","ENSMUSG00000092274",-1.10874978206228,6.68328749514919,1.14927702761959e-05,"Neat1","nuclear paraspeckle assembly transcript 1 (non-protein coding)","66961"
"5","ENSMUSG00000003847",-1.05115857870289,6.21792084383728,8.47223552712734e-09,"Nfat5","nuclear factor of activated T cells 5","54446"
"97","ENSMUSG00000049871",-1.03459371800342,0.609927792983069,2.36588184845348e-07,"Nlrc3","NLR family, CARD domain containing 3","268857"
"145","ENSMUSG00000073664",-1.0061762374444,4.73442835735389,7.69515864678017e-05,"Nbeal1","neurobeachin like 1","269198"
"20","ENSMUSG00000022762",-1.2293163145207,5.22479018945737,6.62370552882769e-06,"Ncam2","neural cell adhesion molecule 2","17968"
"49","ENSMUSG00000032525",-1.21493272361078,5.78128532734254,8.62020702373449e-07,"Nktr","natural killer tumor recognition sequence","18087"
"187","ENSMUSG00000097767",-1.00169613748177,5.89876583694234,8.29291429657757e-05,"Miat","myocardial infarction associated transcript (non-protein coding)","330166"
"186","ENSMUSG00000097545",-1.00241919890733,5.1257219480416,0.000664078336112711,"Mir124a-1hg","Mir124-1 host gene (non-protein coding)","268755"
"119","ENSMUSG00000058006",-1.02367006780036,5.67291375141765,1.80181003431071e-10,"Mdn1","midasin AAA ATPase 1","100019"
"176","ENSMUSG00000092341",-1.61378995830781,6.88033236963704,2.78494852572176e-12,"Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)","72289"
"115","ENSMUSG00000056476",-1.03040558480638,4.93506394726266,3.3933340084463e-06,"Med12l","mediator complex subunit 12-like","329650"
"18","ENSMUSG00000021268",-1.29103906089354,9.12087957579264,1.71588785044926e-07,"Meg3","maternally expressed 3","17263"
"68","ENSMUSG00000038056",-1.05145691936161,6.13276687756731,9.85125981053483e-08,"Kmt2c","lysine (K)-specific methyltransferase 2C","231051"
"3","ENSMUSG00000002028",-1.08890171425901,6.1792663548425,9.42010807447394e-10,"Kmt2a","lysine (K)-specific methyltransferase 2A","214162"
"96","ENSMUSG00000049252",-1.00337715143549,5.16572616639473,2.00423451787514e-06,"Lrp1b","low density lipoprotein-related protein 1B (deleted in tumors)","94217"
"72","ENSMUSG00000039704",-1.19640773139078,4.46360078636167,0.00267357650077469,"Lmbrd2","LMBR1 domain containing 2","320506"
"32","ENSMUSG00000026822",-1.65764590773523,1.04281734725899,0.025643204807813,"Lcn2","lipocalin 2","16819"
"28","ENSMUSG00000025019",-1.74193819585133,2.14334912460081,7.34471815278078e-06,"Lcor","ligand dependent nuclear receptor corepressor","212391"
"59","ENSMUSG00000035545",-1.12460743270854,5.94709668133682,5.80721013189937e-09,"Leng8","leukocyte receptor cluster (LRC) member 8","232798"
"23","ENSMUSG00000023845",-1.37109527058663,4.97706333637791,0.000427828945331017,"Lnpep","leucyl/cystinyl aminopeptidase","240028"
"13","ENSMUSG00000019892",-1.09177122996706,0.547000219496264,4.10060814413211e-05,"Lrriq1","leucine-rich repeats and IQ motif containing 1","74978"
"37","ENSMUSG00000028176",-1.17027399802158,3.06286996360375,4.24507959376455e-10,"Lrrc7","leucine rich repeat containing 7","242274"
"84","ENSMUSG00000044505",-1.57229352961522,4.08887649058877,2.04457597702502e-08,"Lingo4","leucine rich repeat and Ig domain containing 4","320747"
"60","ENSMUSG00000035576",-1.27313447960662,1.72072074251035,1.99584268122243e-08,"L3mbtl1","l(3)mbt-like (Drosophila)","241764"
"143","ENSMUSG00000072294",-1.65995756997188,2.69719658080411,7.35132864013386e-06,"Klf12","Kruppel-like factor 12","16597"
"41","ENSMUSG00000028438",-1.08756371089553,1.10531855152212,2.45743698564571e-05,"Kif24","kinesin family member 24","109242"
"130","ENSMUSG00000064023",1.04620624873523,0.710047356925955,0.000238435724783309,"Klk8","kallikrein related-peptidase 8","259277"
"189","ENSMUSG00000100826",-1.22675912977937,4.72471728444196,2.64859777897183e-07,"Ipw","imprinted gene in the Prader-Willi syndrome region","16353"
"125","ENSMUSG00000061436",-1.45919813603951,6.32830899916351,1.378597046421e-05,"Hipk2","homeodomain interacting protein kinase 2","15258"
"107","ENSMUSG00000053465",-1.03905272791422,1.7897032835781,0.00063689060355928,"Hs6st3","heparan sulfate 6-O-sulfotransferase 3","50787"
"146","ENSMUSG00000073940",1.21148055224836,5.40764198218625,1.33472681727049e-05,"Hbb-b2","hemoglobin, beta adult minor chain","15130"
"102","ENSMUSG00000052305",1.04652632884997,7.6685267451597,2.14026201145296e-06,"Hbb-b1","hemoglobin, beta adult major chain","15129"
"138","ENSMUSG00000069919",1.05397714335155,7.12083702144798,6.01937813797571e-06,"Hba-a1","hemoglobin alpha, adult chain 1","15122"
"76","ENSMUSG00000041624",-1.54808209207836,2.03182539664283,1.0805153518069e-09,"Gucy1a2","guanylate cyclase 1, soluble, alpha 2","234889"
"1","ENSMUSG00000000263",-1.59824077116672,6.09204082965931,9.08060992655213e-06,"Glra1","glycine receptor, alpha 1 subunit","14654"
"53","ENSMUSG00000033981",-1.04338411368991,6.78118707795839,1.18179167969213e-07,"Gria2","glutamate receptor, ionotropic, AMPA2 (alpha 2)","14800"
"9","ENSMUSG00000007653",-1.32172609045203,4.53357922532759,0.000291188969729859,"Gabrb2","gamma-aminobutyric acid (GABA) A receptor, subunit beta 2","14401"
"163","ENSMUSG00000085396",-1.40260814631205,5.29684598673698,1.07020949876187e-06,"Firre","functional intergenic repeating RNA element","103012"
"42","ENSMUSG00000028573",1.12741132138616,3.77511571393647,0.0421301563022712,"Fggy","FGGY carbohydrate kinase domain containing","75578"
"147","ENSMUSG00000074505",-1.01931010596392,5.23927016808566,1.67317679395519e-09,"Fat3","FAT atypical cadherin 3","270120"
"34","ENSMUSG00000027654",-1.50973571917667,3.15815309652318,1.26585477159739e-06,"Fam83d","family with sequence similarity 83, member D","71878"
"52","ENSMUSG00000033799",-1.02082582026151,4.30881958123534,5.75080408679881e-06,"Fam208b","family with sequence similarity 208, member B","105203"
"63","ENSMUSG00000036800",-1.54944255430771,4.30827340382899,1.37891849551287e-05,"Fam135b","family with sequence similarity 135, member B","70363"
"111","ENSMUSG00000055540",-1.1355281345409,2.51593717906792,1.33599548654088e-08,"Epha6","Eph receptor A6","13840"
"98","ENSMUSG00000050944",-1.02997511418528,0.837114404506837,4.12900899868276e-07,"Efcab5","EF-hand calcium binding domain 5","319634"
"99","ENSMUSG00000051166",-1.08570743032634,4.45651979934421,1.10520972624301e-07,"Eml5","echinoderm microtubule associated protein like 5","319670"
"144","ENSMUSG00000073514",-1.59257431479209,2.67962715741027,5.2929879921501e-05,"Dok6","docking protein 6","623279"
"66","ENSMUSG00000037416",-1.04300988250118,5.70088778562715,1.31060848991987e-05,"Dmxl1","Dmx-like 1","240283"
"57","ENSMUSG00000034731",-1.53651145838127,1.92501143972286,6.41120238980389e-09,"Dgkh","diacylglycerol kinase, eta","380921"
"123","ENSMUSG00000060534",-1.464821122384,2.54240138642352,0.00010743164013113,"Dcc","deleted in colorectal carcinoma","13176"
"67","ENSMUSG00000038048",-1.26070667839119,1.40494603523085,8.36069401783414e-07,"Cntnap5c","contactin associated protein-like 5C","620292"
"134","ENSMUSG00000067028",-1.62727112186464,2.56862162843051,2.61044249059764e-06,"Cntnap5b","contactin associated protein-like 5B","241175"
"86","ENSMUSG00000045672",-1.07538871099397,3.32213311539188,7.26676302493265e-05,"Col27a1","collagen, type XXVII, alpha 1","373864"
"31","ENSMUSG00000026141",-1.02397940271061,1.3703183600489,0.000569781009302238,"Col19a1","collagen, type XIX, alpha 1","12823"
"35","ENSMUSG00000027966",-1.36303345602885,2.9053750731817,3.01379707975469e-13,"Col11a1","collagen, type XI, alpha 1","12814"
"141","ENSMUSG00000071550",-1.0080782126857,1.83370265774932,2.83147793887158e-05,"Cfap44","cilia and flagella associated protein 44","212517"
"171","ENSMUSG00000090546",-1.53655461903195,3.16559762343781,7.65000587280561e-14,"Cdr1","cerebellar degeneration related antigen 1","631990"
"152","ENSMUSG00000079065",-1.7924654529631,2.96880233829663,2.57426887454559e-06,"BC005561","cDNA sequence BC005561","100042165"
"27","ENSMUSG00000024610",1.10262593132816,2.90172666787871,1.14282490298717e-05,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","16149"
"12","ENSMUSG00000016493",-1.26439215314943,1.30718770987025,1.96555745564643e-07,"Cd46","CD46 antigen, complement regulatory protein","17221"
"89","ENSMUSG00000047216",-1.04473112823212,4.18265574471329,4.17233369071534e-05,"Cdh19","cadherin 19, type 2","227485"
"128","ENSMUSG00000063663",-1.18627079552595,2.92929218767278,1.69890598059311e-05,"Brwd3","bromodomain and WD repeat domain containing 3","382236"
"46","ENSMUSG00000031229",-1.1228191648145,6.12973768779669,7.65989447531257e-06,"Atrx","ATRX, chromatin remodeler","22589"
"51","ENSMUSG00000033792",-1.15751648332363,3.19779507321476,0.0021465756843015,"Atp7a","ATPase, Cu++ transporting, alpha polypeptide","11977"
"73","ENSMUSG00000040187",-1.482935655491,0.68812367245227,6.69146936377942e-07,"Arntl2","aryl hydrocarbon receptor nuclear translocator-like 2","272322"
"91","ENSMUSG00000047773",-1.46349096023317,2.31879614924187,5.83887931792441e-07,"Ankfn1","ankyrin-repeat and fibronectin type III domain containing 1","382543"
"29","ENSMUSG00000025270",1.18093167904851,3.89661262214925,4.20717604790151e-06,"Alas2","aminolevulinic acid synthase 2, erythroid","11656"
"45","ENSMUSG00000031189",-1.15403709549206,3.53970427895036,0.000109001728496053,"Aff2","AF4/FMR2 family, member 2","14266"
"124","ENSMUSG00000061393",-1.0652006072223,1.71945875864143,1.64606251308641e-07,"Acvr2b","activin receptor IIB","11481"
"8","ENSMUSG00000006638",1.13671228730513,0.550431651600339,3.39276456737814e-05,"Abhd1","abhydrolase domain containing 1","57742"
