"","SRR2157283.counts","SRR2157284.counts","SRR2157286.counts","SRR2157287.counts","avg","Symbol","Name"
"ENSMUSG00000000355",25.8368399407247,28.133078452355,28.0466688546857,27.5337956249949,109.55038287276,"Mcts1","malignant T cell amplified sequence 1"
"ENSMUSG00000000374",113.593897691198,109.676594288126,100.887779026748,104.510823133685,428.669094139757,"Trappc10","trafficking protein particle complex 10"
"ENSMUSG00000000378",154.268762176194,168.515726207071,195.490964794043,188.032559723155,706.308012900463,"Ccm2","cerebral cavernous malformation 2"
"ENSMUSG00000000384",55.7982356551193,52.8732228200038,50.9453198266281,52.587760074851,212.204538376602,"Tbrg4","transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386",23.8912947644653,19.1700775785896,14.27404958397,16.0294241939385,73.3648461209634,"Mx1","MX dynamin-like GTPase 1"
"ENSMUSG00000000399",36.2909026878251,30.5081323116493,25.6063746635152,33.2859813405231,125.691391003513,"Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402",1.29703011750626,1.4419969860001,1.27029012691068,3.24678927054258,7.25610650095961,"Egfl6","EGF-like-domain, multiple 6"
"ENSMUSG00000000409",24.2285225950169,24.6835954662371,29.5843884819986,26.4600542914297,104.956560834682,"Lck","lymphocyte protein tyrosine kinase"
"ENSMUSG00000000420",153.620247117441,148.695336262246,147.286797346538,157.916671843634,607.519052569859,"Galnt1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",17.9508968262866,19.6224687898838,19.5557822169143,19.3017787343279,76.4309265674127,"Mkrn2","makorin, ring finger protein, 2"
"ENSMUSG00000000440",12.7887169586117,6.89896597223579,0.902574563857585,2.73548387360674,23.3257413683118,"Pparg","peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441",65.2924961152651,63.9002585952987,62.6787891567767,67.952487252773,259.824031120114,"Raf1","v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486",173.853916950539,182.737774912131,208.661867688854,213.623394839793,778.876954391317,"Sept1","septin 1"
"ENSMUSG00000000489",8.43069576379069,4.38253985941208,0.434572938153652,1.55948146065431,14.8072900220107,"Pdgfb","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530",19.1701051367425,10.2353511555301,3.81087038073203,11.3509798119756,44.5673064849803,"Acvrl1","activin A receptor, type II-like 1"
"ENSMUSG00000000531",1.55643614100751,1.30062473247068,1.90543519036601,1.84069942896902,6.60319549281323,"Grasp","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",49.1315008511371,49.1127208761212,53.0178984547455,45.4550497875961,196.7171699696,"Acvr1b","activin A receptor, type 1B"
"ENSMUSG00000000538",26.1481271689262,30.6212301144728,34.1641186763871,30.2437142287549,121.177190188541,"Tom1l2","target of myb1-like 2 (chicken)"
"ENSMUSG00000000552",35.2792191961703,26.6345325649431,18.0180625896014,20.4522158774336,100.384030228148,"Zfp385a","zinc finger protein 385A"
"ENSMUSG00000000555",16.1869358664781,11.7621714936479,2.975153191975,7.33723244602929,38.2614929981303,"Itga5","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000561",24.3582256067676,26.5214347621196,30.3198196081048,30.2692794986017,111.468759475594,"Wdr77","WD repeat domain 77"
"ENSMUSG00000000563",126.512317661561,108.262871752831,84.0731491889565,119.236418565438,438.084757168786,"Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000568",142.362025697487,143.323190628128,137.726192707157,156.331625113133,579.743034145905,"Hnrnpd","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000579",4.77307083242304,5.73971349329453,5.98373507150029,6.26349111246402,22.7600105096819,"Dynlt1c","dynein light chain Tctex-type 1C"
"ENSMUSG00000000581",21.1934721200523,19.5093709870602,15.8451978988332,20.5544769568207,77.1025179627664,"C1d","C1D nuclear receptor co-repressor"
"ENSMUSG00000000594",245.398098232184,218.957346266369,173.194030198005,197.133795788613,834.683270485171,"Gm2a","GM2 ganglioside activator protein"
"ENSMUSG00000000600",55.9019980645198,76.8216825678879,91.6614612628703,78.2552910010301,302.640432896308,"Krit1","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",70.4027947782398,75.323136680476,87.817162194588,78.2552910010301,311.798384654334,"Clcn4","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000617",2.54217903031227,3.11018957764728,2.67429500402247,2.88887549268749,11.2155391046695,"Grm6","glutamate receptor, metabotropic 6"
"ENSMUSG00000000627",3.8132685454684,1.66819259164718,0.501430313254214,2.60765752437278,8.59054897474257,"Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628",46.822787241976,30.3950345088257,10.7974660787407,24.823877021235,112.839164850777,"Hk2","hexokinase 2"
"ENSMUSG00000000631",139.586381246024,133.766426289539,147.219939971437,123.83816713786,544.41091464486,"Myo18a","myosin XVIIIA"
"ENSMUSG00000000673",93.2305248463499,109.195928626126,134.884754265384,108.14109145193,445.452299189789,"Haao","3-hydroxyanthranilate 3,4-dioxygenase"
"ENSMUSG00000000682",477.644311072855,441.618645575208,456.702729311938,471.781489752698,1847.7471757127,"Cd52","CD52 antigen"
"ENSMUSG00000000686",3.3982189078664,2.51642611282371,0.802288501206742,1.45722038126714,8.17415390316399,"Abhd15","abhydrolase domain containing 15"
"ENSMUSG00000000693",2.59406023501252,2.09230935223544,0.869145876307304,1.38052457172676,6.93604003528203,"Loxl3","lysyl oxidase-like 3"
"ENSMUSG00000000708",40.7008050873464,41.9310103968265,38.6101341205745,45.0460054700474,166.287955074795,"Kat2b","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",114.0608285335,105.972641245655,97.5114815841695,108.473439959938,426.018391323263,"Rab5b","RAB5B, member RAS oncogene family"
"ENSMUSG00000000731",0.570693251702754,0.650312366235341,1.03628931405871,0.945914984331302,3.20320991632811,"Aire","autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)"
"ENSMUSG00000000732",299.406432325145,343.110459315907,447.643554985812,332.70642178615,1422.86686841301,"Icosl","icos ligand"
"ENSMUSG00000000738",64.1511096118596,64.4374731587105,70.9356749816961,64.9869159505451,264.511173702811,"Spg7","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSMUSG00000000740",722.834884486238,684.609274941579,688.831535661089,762.535303720263,2858.81099880917,"Rpl13","ribosomal protein L13"
"ENSMUSG00000000743",99.7416160362313,89.0079708221241,91.4608891375686,91.8048840198299,372.015360015754,"Chmp1a","charged multivesicular body protein 1A"
"ENSMUSG00000000751",144.385392680797,134.92567876848,133.681321513573,157.379801176851,570.372194139702,"Rpa1","replication protein A1"
"ENSMUSG00000000753",2.64594143971277,1.72474149305895,1.30371881446096,1.78956888927544,7.46397063650811,"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759",79.1188371678818,86.2653491036533,83.1371459375487,85.2090443993575,333.730376608441,"Tubgcp3","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000776",14.50079671372,13.8544808458833,14.8089085847744,16.1316852733257,59.2958714177035,"Polr3d","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782",7.02990323688393,4.69355881717681,3.00858187952528,7.00488393802099,21.736927871607,"Tcf7","transcription factor 7, T cell specific"
"ENSMUSG00000000787",362.390214831249,376.813604557321,367.046989302085,415.410069740522,1521.66087843118,"Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791",2.10118879036014,1.86611374658837,1.33714750201124,1.68730780988827,6.99175784884801,"Il12rb1","interleukin 12 receptor, beta 1"
"ENSMUSG00000000804",64.3326938283105,62.4865360600045,60.3053523407068,64.4244800139157,251.549062242937,"Usp32","ubiquitin specific peptidase 32"
"ENSMUSG00000000811",6.82237841808292,7.0686126764711,8.45745795022107,7.10714501740816,29.4555940621833,"Txnrd3","thioredoxin reductase 3"
"ENSMUSG00000000823",33.6968424528126,41.08277687565,49.2738854491141,43.2053060410784,167.258810818655,"Zfp512b","zinc finger protein 512B"
"ENSMUSG00000000826",206.149966876445,210.672932209545,216.049607637466,214.006873887495,846.87938061095,"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5"
"ENSMUSG00000000827",38.7033787063868,35.5692589880026,31.1889654844121,38.8592101671237,144.320813345925,"Tpd52l2","tumor protein D52-like 2"
"ENSMUSG00000000838",70.8178444158418,77.9809350468291,80.9977099343307,81.9878203986618,311.784309795663,"Fmr1","fragile X mental retardation syndrome 1"
"ENSMUSG00000000861",159.63846686267,170.834231164953,217.186183014175,165.765209686599,713.424090728398,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000876",20.0520856166468,16.4557303108247,13.5386184578638,17.8956888927544,67.9421232780896,"Pxmp4","peroxisomal membrane protein 4"
"ENSMUSG00000000881",7.15960624863455,6.36175140882399,8.25688582491939,7.69514622388437,29.4733897062623,"Dlg3","discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884",3.11287228201502,3.39293408470613,3.24258269237725,3.11896292130862,12.867351980407,"Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000901",4.20237758072028,4.72183326788269,4.74687363213989,5.3942719376731,19.065356418416,"Mmp11","matrix metallopeptidase 11"
"ENSMUSG00000000902",83.4249771580026,79.6774020891822,86.4131573174762,87.612179764956,337.127716329617,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000903",65.1887337058646,70.3751078069462,71.0693897318972,100.957250624981,307.590481869689,"Vpreb3","pre-B lymphocyte gene 3"
"ENSMUSG00000000915",312.584258319009,366.917546810262,456.000726873382,381.587217733217,1517.08974973587,"Hip1r","huntingtin interacting protein 1 related"
"ENSMUSG00000000916",17.6655502004353,19.085254226472,24.1020837237525,22.2673500365558,83.1202381872155,"Nsun5","NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934",3.5019813172669,3.81705084529439,4.04487119358399,3.98818209609954,15.3520854522448,"Top1mt","DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000957",12.7627763562616,8.02994400047117,0.936003251407866,5.49653301706027,27.2252566252009,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",13.878222257317,9.64158769070658,4.81373100724045,7.87410311281192,36.2076440680759,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",70.4027947782398,72.0150259478875,77.5211264291015,76.9514622388437,296.890409394072,"Oxa1l","oxidase assembly 1-like"
"ENSMUSG00000000976",71.8295279074967,79.4512064835351,89.2211670716998,80.2238167792331,320.725718241965,"Heatr6","HEAT repeat containing 6"
"ENSMUSG00000000982",4.64336782067241,7.91684619764763,3.07543925462585,7.46505879526325,23.1007120682091,"Ccl3","chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016",78.7556687349801,72.6936127648288,65.085654660397,76.5424179212951,293.077354081501,"Ilf2","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",172.790352254184,174.283714151071,184.058353651847,192.838830454352,723.971250511454,"Chtop","chromatin target of PRMT1"
"ENSMUSG00000001018",34.7344665468176,40.347641157297,43.189864314963,43.3586976601591,161.630669679237,"Snapin","SNAP-associated protein"
"ENSMUSG00000001025",62.7503170849528,44.5605343124738,15.6446257735315,37.2741634366226,160.229640607581,"S100a6","S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001027",52.9707099989556,70.7709501168286,95.1380447680995,66.5463974111994,285.426102295083,"Scn4a","sodium channel, voltage-gated, type IV, alpha"
"ENSMUSG00000001029",73.0227956156024,89.1776175263594,106.938371473349,98.8353332276976,367.974117843008,"Icam2","intercellular adhesion molecule 2"
"ENSMUSG00000001034",32.2960499259059,30.9605235229434,30.3532482956551,30.4482363875292,124.058058132034,"Mapk7","mitogen-activated protein kinase 7"
"ENSMUSG00000001036",2.80158505381352,3.11018957764728,3.27601137992753,2.5309617148324,11.7187477262207,"Epn2","epsin 2"
"ENSMUSG00000001052",92.6857721969973,103.936880794831,111.050100042033,92.0094061786042,399.682159212466,"Sec24b","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",23.4762451268633,24.9946144240018,31.7906818603172,27.150316577293,107.411857988475,"N4bp3","NEDD4 binding protein 3"
"ENSMUSG00000001054",47.5491241077795,45.0977488758856,45.3961576932815,49.1620139153809,187.205044592327,"Rmnd5b","required for meiotic nuclear division 5 homolog B"
"ENSMUSG00000001056",25.1364436772713,20.2727811561191,17.3829175261461,22.6252638144109,85.4174061739474,"Nhp2","NHP2 ribonucleoprotein"
"ENSMUSG00000001062",40.0782306309434,40.1497200023558,40.9167135615439,33.7717214676122,154.916385662455,"Vps9d1","VPS9 domain containing 1"
"ENSMUSG00000001065",42.6722908659559,44.1364175518855,42.4210045013065,41.8247814693516,171.0544943885,"Zfp276","zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082",46.5115000137745,38.7642719177675,27.0438082281773,34.1807657851608,146.50034594488,"Mfsd10","major facilitator superfamily domain containing 10"
"ENSMUSG00000001089",7.02990323688393,6.41830031023576,3.74401300563146,4.26940006441425,21.4616166171654,"Luzp1","leucine zipper protein 1"
"ENSMUSG00000001098",43.9693209834622,47.3031560309446,43.5241511904658,49.2387097249213,184.035337929794,"Kctd10","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100",33.1780304058101,28.4440974101197,26.3083771020711,32.8258064832809,120.756311401282,"Poldip2","polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001105",22.386739828158,20.4141534096485,21.0266444691267,22.5485680048705,86.3761057118038,"Ift20","intraflagellar transport 20"
"ENSMUSG00000001120",5.24000167472529,5.31559673270626,5.71630557109804,6.72366596970628,22.9955699482359,"Pcbp3","poly(rC) binding protein 3"
"ENSMUSG00000001123",142.88083774449,126.13232459895,102.860071592214,156.127102954358,528.000336890013,"Lgals9","lectin, galactose binding, soluble 9"
"ENSMUSG00000001127",99.3525070009795,121.523589133891,146.183650657378,112.359360976651,479.4191077689,"Araf","Araf proto-oncogene, serine/threonine kinase"
"ENSMUSG00000001128",121.090731770384,63.8719841445928,22.2969345960374,50.6959301061884,257.955580617203,"Cfp","complement factor properdin"
"ENSMUSG00000001134",7.13366564628443,7.37963163423583,6.51859407230478,8.64106120821567,29.6729525610407,"Uxt","ubiquitously expressed transcript"
"ENSMUSG00000001138",37.4841703959309,40.0648966502382,36.7381276177587,35.0755502297985,149.362744893726,"Cnnm3","cyclin M3"
"ENSMUSG00000001143",44.2546676093136,37.7746661430615,33.0275432996776,32.314501086345,147.371378138398,"Lman2l","lectin, mannose-binding 2-like"
"ENSMUSG00000001150",105.266964336808,106.792600316125,111.81895985569,93.1087127820162,416.987237290639,"Mcm3ap","minichromosome maintenance complex component 3 associated protein"
"ENSMUSG00000001151",99.4822100127301,104.615467611772,109.178093539217,88.3024420508194,401.578213214539,"Pcnt","pericentrin (kendrin)"
"ENSMUSG00000001156",119.845582857578,83.9468441457707,38.676991495675,82.8570395734527,325.326458072477,"Mxd1","MAX dimerization protein 1"
"ENSMUSG00000001157",35.0716943773693,33.3355773822377,38.7772775583259,39.6517335323743,146.836282850307,"Gmcl1","germ cell-less, spermatogenesis associated 1"
"ENSMUSG00000001158",21.6604029623545,18.4632163109425,17.5166322763472,22.2673500365558,79.9076015862,"Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001166",10.2984191329997,11.7056225922361,13.3714750201124,13.5240277489529,48.8995444943011,"Oas1c","2'-5' oligoadenylate synthetase 1C"
"ENSMUSG00000001173",21.3750563365032,18.0390995503542,9.86146282733287,13.8563762569612,63.1319949711515,"Ocrl","OCRL, inositol polyphosphate-5-phosphatase"
"ENSMUSG00000001175",506.101151850942,471.787484478387,431.530927586576,504.249382458124,1913.66894637403,"Calm1","calmodulin 1"
"ENSMUSG00000001211",81.4016101746928,82.1655537513,96.5754783327616,87.2542659871009,347.396908245855,"Agpat3","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSMUSG00000001227",4.74713023007291,3.9866975495297,1.53771962731292,2.04522158774336,12.3167689946589,"Sema6b","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001228",124.177663450049,88.4142073573005,31.4229662972641,112.436056786191,356.450893890805,"Uhrf1","ubiquitin-like, containing PHD and RING finger domains, 1"
"ENSMUSG00000001229",93.0489406298991,85.6715856388297,76.8191239905456,77.411637096086,332.95128735536,"Dpp9","dipeptidylpeptidase 9"
"ENSMUSG00000001247",1.89366397155914,1.38544808458834,0.534859000804495,0.766958095403758,4.58092915235573,"Lsr","lipolysis stimulated lipoprotein receptor"
"ENSMUSG00000001248",224.126804305082,247.627639282135,322.319405359809,265.495327358934,1059.56917630596,"Gramd1a","GRAM domain containing 1A"
"ENSMUSG00000001249",2.90534746321402,1.07442912682361,0.501430313254214,2.5309617148324,7.01216861812424,"Hpn","hepsin"
"ENSMUSG00000001270",21.971690190556,10.8291146203537,1.20343275181011,4.88296654073726,38.8872041034571,"Ckb","creatine kinase, brain"
"ENSMUSG00000001280",239.924631136308,248.56069615543,267.028356151644,258.925053008309,1014.43873645169,"Sp1","trans-acting transcription factor 1"
"ENSMUSG00000001281",235.592550543837,258.880870663077,278.895540231994,230.54760347837,1003.91656491728,"Itgb7","integrin beta 7"
"ENSMUSG00000001285",27.2635730699816,28.5571952129432,29.8518179824009,28.1473621013179,113.819948366644,"Myg1","melanocyte proliferating gene 1"
"ENSMUSG00000001288",11.2582214199543,9.24574538082419,2.07257862811742,4.85740127089047,27.4339466997864,"Rarg","retinoic acid receptor, gamma"
"ENSMUSG00000001289",126.590139468611,123.842094091774,124.154145561743,128.848960027831,503.435339149959,"Pfdn5","prefoldin 5"
"ENSMUSG00000001300",1.60831734570776,1.32889918317657,1.33714750201124,1.20156768279922,5.47593171369479,"Efnb2","ephrin B2"
"ENSMUSG00000001305",12.42554852571,10.8573890710596,10.3963218281374,12.6036780344684,46.2829374593754,"Rrp15","ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001323",5.05841745827441,6.67277036658872,6.6523088225059,5.57322882660064,23.9567254739697,"Srr","serine racemase"
"ENSMUSG00000001348",157.53727807231,150.815920065187,151.398525915222,151.320832223161,611.072556275881,"Acp5","acid phosphatase 5, tartrate resistant"
"ENSMUSG00000001366",37.4582297935808,38.0574106501204,36.4706981173565,44.4324389937244,156.418777554782,"Fbxo9","f-box protein 9"
"ENSMUSG00000001376",21.4528781435535,23.3264218323546,21.895790345434,23.8779620369037,90.5530523582458,"Vps50","VPS50 EARP/GARPII complex subunit"
"ENSMUSG00000001380",47.4713023007291,43.9950452983561,38.8441349334264,50.1846247092526,180.495107241764,"Hars","histidyl-tRNA synthetase"
"ENSMUSG00000001383",62.9319013014037,54.5131409609451,56.0264803342708,61.9190835689301,235.39060616555,"Zmat2","zinc finger, matrin type 2"
"ENSMUSG00000001403",61.946158412099,35.1168677767084,8.89203088837473,39.5750377228339,145.530094800016,"Ube2c","ubiquitin-conjugating enzyme E2C"
"ENSMUSG00000001415",130.792517049331,128.111536148362,136.85704683085,123.863732407707,519.62483243625,"Smg5","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416",140.131133895376,121.467040232479,115.696687611522,137.617847585281,514.912709324659,"Cct3","chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418",79.8192334313352,73.4570229338876,66.4562308499585,76.4657221117547,296.198209326936,"Glmp","glycosylated lysosomal membrane protein"
"ENSMUSG00000001419",242.207404143119,279.88878753755,322.285976672258,263.117757263183,1107.49992561611,"Mef2d","myocyte enhancer factor 2D"
"ENSMUSG00000001420",1.32297071985638,1.07442912682361,0.936003251407866,0.997045524024886,4.33044862211274,"Tmem79","transmembrane protein 79"
"ENSMUSG00000001424",119.819642255228,102.77762831589,74.4122584869253,95.4351523380743,392.444681396118,"Snd1","staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001436",12.1142612975085,12.2711116063538,10.5968939534391,12.8082001932428,47.7904670505441,"Slc19a1","solute carrier family 19 (folate transporter), member 1"
"ENSMUSG00000001440",290.379102707301,266.882540212843,232.563379287304,258.081399103365,1047.90642131081,"Kpnb1","karyopherin (importin) beta 1"
"ENSMUSG00000001441",94.8907233967579,81.0063012723588,64.1162227214388,75.6987640163509,315.712011406906,"Npepps","aminopeptidase puromycin sensitive"
"ENSMUSG00000001444",3.99485276191928,2.37505385929429,2.8080097542236,3.4768766991637,12.6547930746009,"Tbx21","T-box 21"
"ENSMUSG00000001445",34.9679319679688,33.3921262836495,32.4592556113228,35.6891167061215,136.508430569063,"Mrpl10","mitochondrial ribosomal protein L10"
"ENSMUSG00000001467",18.9625803179415,17.2756893812954,16.9817732755427,21.1936087029905,74.4136516777701,"Cyp51","cytochrome P450, family 51"
"ENSMUSG00000001472",325.995549734023,363.383240472026,411.072570805805,366.375882174375,1466.82724318623,"Tcf25","transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473",8.76792359434231,6.72931926800048,3.27601137992753,3.78365993732521,22.5569141795955,"Tubb6","tubulin, beta 6 class V"
"ENSMUSG00000001482",43.3726871294093,31.554286987767,20.0906412177188,30.5760627367632,125.593678071658,"Def8","differentially expressed in FDCP 8"
"ENSMUSG00000001506",16.3425794805789,1.83783929588249,8.5911727004222,0.92034971448451,27.6919411913681,"Col1a1","collagen, type I, alpha 1"
"ENSMUSG00000001507",1.03762409400501,1.66819259164718,1.50429093976264,1.17600241295243,5.38611003836726,"Itga3","integrin alpha 3"
"ENSMUSG00000001517",60.0006132358396,45.8611590449445,19.2549240289618,43.3331323903123,168.449828700058,"Foxm1","forkhead box M1"
"ENSMUSG00000001518",17.198619358133,19.0569797757661,21.060073156677,19.9920410201913,77.3077133107674,"Itfg2","integrin alpha FG-GAP repeat containing 2"
"ENSMUSG00000001520",2.41247601856164,3.76050194388262,3.97801381848343,3.11896292130862,13.2699547022363,"Nrip2","nuclear receptor interacting protein 2"
"ENSMUSG00000001521",5.94039793817867,6.30520250741222,5.98373507150029,6.28905638231082,24.518391899402,"Tulp3","tubby-like protein 3"
